param n := 16.0;
param numVehicles := 4.0;
set Origin := 33 35 36 37 38;
set O := 35 36 37 38;
param Ok := 1 35 2 36 3 37 4 38;
set S := 44 45 46 47 48;
set F := 34 39 40 41 42 43;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48:=
4 0.65003653 0.38436684 0.39405222999999995 0.0 0.12773560799999997 0.4515510999999999 0.32491601999999997 0.14455584 0.22718838999999996 0.19242508999999997 0.20426692 0.40752998 0.25042589 0.16207877399999998 0.5004799799999999 0.14192535499999998 0.37973792999999995 0.34324575999999996 0.4086825599999999 0.15054553799999998 0.3322033 0.3937361999999999 0.40228759999999997 0.14455584 0.081147209 0.32073326999999996 0.24455144999999995 0.3754250499999999 0.21956648999999998 0.35047726999999995 0.38408799 0.28139683 0.0 0.0 0.5262828999999999 0.5262828999999999 0.16569824699999997 0.4737847399999999 0.11351054 0.41875834 0.5262828999999999 0.16569824699999997 0.4737847399999999 0.11351054 0.41875834 0.5262828999999999 0.16569824699999997 0.4737847399999999
5 0.57175404 0.30610294 0.33047443 0.162630897 0.0 0.37326860999999995 0.26245361999999994 0.25142975 0.3340623 0.087008636 0.31114083 0.32924749 0.23462439 0.056660460999999995 0.42219749 0.19750015999999998 0.31725693999999993 0.26498185999999996 0.34192586999999997 0.25743432 0.26972230999999997 0.33125520999999997 0.32400510999999993 0.25142975 0.18801926 0.24245077999999998 0.35142535999999996 0.29716115 0.20376499 0.33997392 0.30582409 0.20311433999999998 0.0 0.0 0.44800040999999996 0.44800040999999996 0.06027993399999999 0.39550224999999994 0.158857127 0.34047584999999997 0.44800040999999996 0.06027993399999999 0.39550224999999994 0.158857127 0.34047584999999997 0.44800040999999996 0.06027993399999999 0.39550224999999994
6 0.24884573999999998 0.30108363999999993 0.37228334 0.46991801999999994 0.455455 0.0 0.29201172 0.57470985 0.5926492 0.4377945 0.6392543299999999 0.20580988999999997 0.38332579999999994 0.40745562 0.124019467 0.51315836 0.20162713999999998 0.41368326999999994 0.15552208099999998 0.5461184299999999 0.29928041 0.21562540999999996 0.12583571 0.57470985 0.50274796 0.23538657999999998 0.61001226 0.15921777299999998 0.35248498999999994 0.22434412 0.167880713 0.35183433999999997 0.0 0.0 0.149824246 0.149824246 0.41108067 0.128741327 0.4456022999999999 0.142312027 0.149824246 0.41108067 0.128741327 0.4456022999999999 0.142312027 0.149824246 0.41108067 0.128741327
7 0.46393204 0.39420094999999994 0.46541923999999996 0.42734691999999996 0.3229083 0.33813350999999997 0.0 0.44216314999999995 0.46010249999999997 0.35172279999999995 0.50670763 0.29411239 0.47162829999999994 0.32138391999999993 0.33910018999999997 0.38061165999999996 0.06908043999999999 0.5019857699999999 0.13909967499999998 0.4135717299999999 0.0072804016999999995 0.083073133 0.19517641 0.44216314999999995 0.45274085999999997 0.32368907999999996 0.47746555999999996 0.16832315499999997 0.44076889999999996 0.09178998399999999 0.150960095 0.4401368399999999 0.0 0.0 0.36490311 0.36490311 0.32499037999999997 0.27132104999999995 0.31305559999999993 0.21164714999999998 0.36490311 0.32499037999999997 0.27132104999999995 0.31305559999999993 0.21164714999999998 0.36490311 0.32499037999999997 0.27132104999999995
8 0.6821042799999999 0.41643458999999994 0.4261199799999999 0.13782440099999999 0.149576999 0.48361885 0.31459856999999997 0.0 0.22393513999999995 0.21426834 0.20101366999999998 0.43959772999999996 0.28249364 0.18392016499999997 0.53254773 0.138670246 0.36942048 0.37531350999999996 0.3983465199999999 0.14729042899999997 0.32188585 0.38341875 0.43435535 0.0 0.16322019999999998 0.35280101999999997 0.24127960999999998 0.4074928 0.25163423999999995 0.34015982 0.41020693999999996 0.31346457999999994 0.0 0.0 0.55835065 0.55835065 0.18753591999999997 0.5058524899999999 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999
9 0.75272769 0.5275842 0.53726959 0.24895727999999998 0.26072475 0.55422367 0.37555518 0.161721846 0.0 0.32541794999999996 0.16120318499999997 0.5102025499999999 0.39364325 0.29506047999999996 0.6031525499999999 0.159091361 0.4303584999999999 0.48646311999999997 0.45930312999999995 0.13313414399999998 0.38282386999999996 0.44435676999999996 0.5049601699999999 0.161721846 0.21579272 0.46393204 0.15591433 0.47811620999999993 0.36278384999999996 0.40111642999999997 0.47116354999999993 0.4245955999999999 0.0 0.0 0.6289740599999999 0.6289740599999999 0.29868553 0.57645731 0.21432410999999998 0.52143091 0.6289740599999999 0.29868553 0.57645731 0.21432410999999998 0.52143091 0.6289740599999999 0.29868553 0.57645731
10 0.55719807 0.29152838 0.36274667 0.23098074999999996 0.18157038899999997 0.35871263999999997 0.18969235999999998 0.30565678 0.35873122999999996 0.0 0.36536786 0.31469152 0.30296122999999997 0.125008455 0.40764152 0.24001548999999997 0.24451426999999995 0.33331869999999997 0.31452420999999997 0.31164275999999996 0.19697964 0.25851254 0.30944914 0.30565678 0.25637468999999996 0.22789480999999998 0.37609428999999994 0.28258658999999997 0.27210183 0.26723125 0.29124953 0.27146976999999994 0.0 0.0 0.43344443999999993 0.43344443999999993 0.128629787 0.38094627999999997 0.17171768899999998 0.32591988 0.43344443999999993 0.128629787 0.38094627999999997 0.17171768899999998 0.32591988 0.43344443999999993 0.128629787 0.38094627999999997
11 0.7854089099999999 0.5602654199999999 0.5699508099999999 0.28163849999999996 0.29340596999999996 0.5869048899999999 0.4082364 0.19439562999999999 0.15991489799999997 0.35809916999999997 0.0 0.54288377 0.42632446999999996 0.32774169999999997 0.63583377 0.19177444 0.46303972 0.51914434 0.49198434999999996 0.16581722299999999 0.41550508999999997 0.47703798999999997 0.53764139 0.19439562999999999 0.24849253 0.49661326 0.120929809 0.51079743 0.39546507 0.4337976499999999 0.5038447699999999 0.45727682 0.0 0.0 0.66165528 0.66165528 0.33136675 0.60913853 0.24700532999999997 0.55413072 0.66165528 0.33136675 0.60913853 0.24700532999999997 0.55413072 0.66165528 0.33136675 0.60913853
12 0.3811693599999999 0.23875136999999996 0.30996966 0.34272523999999993 0.27937051999999996 0.182669058 0.11832534999999998 0.40308696999999993 0.42100772999999997 0.26710111999999997 0.46316984999999994 0.0 0.31617871999999997 0.23674365 0.23161280999999997 0.33779888999999996 0.14897282399999998 0.34653618999999997 0.151326318 0.37449554999999995 0.125605194 0.16296551699999998 0.13340927599999997 0.40308696999999993 0.36811917999999993 0.05185680499999999 0.43837078999999995 0.10655973899999999 0.28531932 0.17168236799999997 0.11522267899999998 0.28466867 0.0 0.0 0.25741573 0.25741573 0.24036869999999996 0.20491757 0.26951781999999996 0.14988559299999998 0.25741573 0.24036869999999996 0.20491757 0.26951781999999996 0.14988559299999998 0.25741573 0.24036869999999996 0.20491757
13 0.44740552999999994 0.26433121 0.17933029399999997 0.23815648999999997 0.28208466 0.3569094099999999 0.34709388999999996 0.3697179199999999 0.45235046999999995 0.24918036 0.42944758999999993 0.30656768999999995 0.0 0.21882289 0.29783039 0.32210892999999996 0.37773020999999996 0.20908173 0.38009113999999994 0.37572248999999996 0.3543625799999999 0.39172848 0.36217037999999996 0.3697179199999999 0.27100502 0.28061605 0.46971352999999993 0.33532641999999996 0.03334302399999999 0.40044719 0.34398935999999997 0.14721606899999998 0.0 0.0 0.3236519 0.3236519 0.31967364 0.3791430499999999 0.28346031999999993 0.37864111999999994 0.3236519 0.31967364 0.3791430499999999 0.28346031999999993 0.37864111999999994 0.3236519 0.31967364 0.3791430499999999
14 0.5245540299999999 0.25888434 0.28325583 0.138657233 0.17383323099999998 0.32605000999999995 0.21523501999999997 0.26780754 0.35042149999999994 0.03979933099999999 0.32751862 0.28202889 0.18740579 0.0 0.37499747999999994 0.21385936 0.27005693 0.21776326 0.29470726999999997 0.27379352 0.22252229999999998 0.28403660999999997 0.27680509999999997 0.26780754 0.17149089099999998 0.19525077 0.3677845599999999 0.24994254999999999 0.15654638999999998 0.29275532 0.25860549 0.155905035 0.0 0.0 0.4008004 0.4008004 0.15416872899999998 0.34830223999999993 0.17522376299999998 0.29327583999999995 0.4008004 0.15416872899999998 0.34830223999999993 0.17522376299999998 0.29327583999999995 0.4008004 0.15416872899999998 0.34830223999999993
15 0.31140109 0.2762474 0.34746568999999994 0.44026697 0.42580395 0.076836188 0.26234208 0.5450588 0.5629795599999999 0.40814344999999996 0.60960328 0.17614396799999998 0.35367475 0.37778597999999997 0.0 0.4834887199999999 0.17196865399999997 0.3840322199999999 0.17432214799999998 0.5164673799999999 0.26962936 0.18595576999999996 0.156405106 0.5450588 0.47309691 0.20571694 0.5803426199999999 0.12955556899999998 0.32281534999999995 0.19467447999999996 0.138218509 0.32216469999999997 0.0 0.0 0.025806637999999996 0.025806637999999996 0.38141102999999993 0.09907726399999998 0.41595124999999994 0.17288142299999998 0.025806637999999996 0.38141102999999993 0.09907726399999998 0.41595124999999994 0.17288142299999998 0.025806637999999996 0.38141102999999993 0.09907726399999998
16 0.67673177 0.42946618 0.45383766999999997 0.18803785 0.14568982999999996 0.4782277499999999 0.29955925999999994 0.100789403 0.19344753999999997 0.21038302999999997 0.18318400099999999 0.43420663 0.32210892999999996 0.18003299599999997 0.5271752199999999 0.0 0.35438116999999997 0.38834509999999994 0.38330720999999995 0.116817701 0.30684654 0.36837943999999995 0.4289828399999999 0.100789403 0.21343178999999995 0.36583260999999995 0.21081059999999996 0.40212029 0.29124953 0.32512051 0.39516763 0.32649617 0.0 0.0 0.55297814 0.55297814 0.18365432799999998 0.5004799799999999 0.10079312099999999 0.44545357999999996 0.55297814 0.18365432799999998 0.5004799799999999 0.10079312099999999 0.44545357999999996 0.55297814 0.18365432799999998 0.5004799799999999
17 0.40176707999999994 0.35062599 0.42184427999999996 0.41351596 0.30145543999999996 0.29453996 0.145617329 0.42071029 0.43863104999999997 0.33789184 0.48525476999999995 0.25051883999999996 0.42805333999999995 0.30753437 0.27693523 0.35914020999999996 0.0 0.45841080999999995 0.07693099699999999 0.39211887 0.152899032 0.13653239599999997 0.13300215499999998 0.42071029 0.4389099 0.28011411999999997 0.45599410999999995 0.106154477 0.39719393999999997 0.029619446999999997 0.088791417 0.39656188 0.0 0.0 0.30273815 0.30273815 0.31115941999999996 0.20915609 0.29160273999999997 0.149478472 0.30273815 0.31115941999999996 0.20915609 0.29160273999999997 0.149478472 0.30273815 0.31115941999999996 0.20915609
18 0.38310271999999995 0.069474548 0.140690979 0.38239629999999997 0.37648467999999996 0.19038018999999998 0.21581130999999998 0.5005729299999999 0.5185122799999999 0.35027278 0.5602840099999999 0.11976607499999999 0.21326447999999998 0.3199339 0.23354616999999997 0.43493163999999995 0.24646621999999999 0.0 0.24880855999999998 0.47198150999999994 0.22309858999999996 0.26046449 0.23090638999999996 0.5005729299999999 0.41522623999999997 0.149348342 0.5358567499999999 0.20404383999999998 0.21177727999999998 0.26916460999999997 0.21270678 0.16354924299999998 0.0 0.0 0.25934908999999995 0.25934908999999995 0.32354035999999997 0.21261382999999998 0.36663197999999997 0.24737712999999997 0.25934908999999995 0.32354035999999997 0.21261382999999998 0.36663197999999997 0.24737712999999997 0.25934908999999995 0.32354035999999997 0.21261382999999998
19 0.33731554999999996 0.31195878999999993 0.38317707999999995 0.44214455999999996 0.33770594 0.25587276 0.17424592899999997 0.45696078999999995 0.47488154999999993 0.36652043999999995 0.5215052699999999 0.21185163999999998 0.38938613999999994 0.33616296999999995 0.21248369999999997 0.39539071 0.083872503 0.41974360999999993 0.0 0.42836936999999997 0.18152577299999997 0.09786519599999999 0.06855248399999998 0.45696078999999995 0.46753849999999997 0.24144691999999998 0.4922446099999999 0.06748541799999999 0.35852673999999995 0.10658204699999999 0.050122358 0.35787609 0.0 0.0 0.23828661999999998 0.23828661999999998 0.33978801999999997 0.14470084199999997 0.32785324 0.085028801 0.23828661999999998 0.33978801999999997 0.14470084199999997 0.32785324 0.085028801 0.23828661999999998 0.33978801999999997 0.14470084199999997
20 0.7782703499999999 0.5126006599999999 0.52228605 0.23397373999999996 0.24574121 0.57976633 0.41076463999999996 0.14971270599999997 0.22471591999999999 0.31043440999999994 0.125772504 0.53574521 0.37865971 0.28007693999999994 0.62869521 0.14708407999999998 0.46556795999999995 0.47147957999999995 0.4945125899999999 0.0 0.4180333299999999 0.4795662299999999 0.53050283 0.14971270599999997 0.18036947499999997 0.4489485 0.185734549 0.5036588699999999 0.34780030999999995 0.43632589 0.5063730099999999 0.40961205999999994 0.0 0.0 0.6545167199999999 0.6545167199999999 0.28370198999999996 0.6019999699999999 0.19934057 0.5469735699999999 0.6545167199999999 0.28370198999999996 0.6019999699999999 0.19934057 0.5469735699999999 0.6545167199999999 0.28370198999999996 0.6019999699999999
21 0.45666334999999997 0.38693226 0.45815055 0.4200596399999999 0.31563960999999996 0.33084622999999996 0.152172163 0.43487587 0.45281521999999996 0.34445411 0.49943893999999994 0.28682510999999994 0.46435961 0.31409664 0.33181290999999996 0.37332437999999996 0.06179873699999999 0.49471708 0.131819831 0.40630303999999995 0.0 0.07579142999999999 0.18788912999999996 0.43487587 0.44545357999999996 0.31640179999999996 0.47017827999999995 0.161043311 0.43350021 0.08450828099999999 0.14368025099999998 0.4328495599999999 0.0 0.0 0.35763441999999995 0.35763441999999995 0.31772169 0.26403376999999995 0.30578690999999997 0.20435986999999997 0.35763441999999995 0.31772169 0.26403376999999995 0.30578690999999997 0.20435986999999997 0.35763441999999995 0.31772169 0.26403376999999995
22 0.46281663999999995 0.32857824999999996 0.3997965399999999 0.36172422 0.25728559999999995 0.27249221999999995 0.09382187099999999 0.37654044999999997 0.39446121 0.28610009999999997 0.44108493 0.22847109999999998 0.40600559999999997 0.25574262999999997 0.32143969 0.31497036999999994 0.14863634499999998 0.43636306999999996 0.137976839 0.34794902999999994 0.10110357399999999 0.0 0.19404242 0.37654044999999997 0.38711815999999993 0.25804778999999994 0.41182427 0.16719846 0.37514619999999993 0.07978456199999999 0.1498354 0.37449554999999995 0.0 0.0 0.34724260999999995 0.34724260999999995 0.25936768 0.27020564999999996 0.24743289999999996 0.21053175 0.34724260999999995 0.25936768 0.27020564999999996 0.24743289999999996 0.21053175 0.34724260999999995 0.25936768 0.27020564999999996
23 0.46738978 0.45194148999999995 0.52315978 0.51390196 0.40184143999999994 0.39587405 0.24600146999999997 0.52109629 0.5390356399999999 0.43827784 0.5856407699999999 0.35185292999999995 0.52936884 0.40793895999999996 0.34255792999999995 0.4595448 0.23408528 0.55972631 0.15730300299999997 0.49250487 0.25328875 0.24808354999999999 0.0 0.52109629 0.5392958999999999 0.38142961999999997 0.5563986999999999 0.2176889 0.49850943999999997 0.165977097 0.20032583999999995 0.4978773799999999 0.0 0.0 0.36836084999999996 0.36836084999999996 0.41154541999999994 0.27477879 0.39198873999999995 0.016476316999999997 0.36836084999999996 0.41154541999999994 0.27477879 0.39198873999999995 0.016476316999999997 0.36836084999999996 0.41154541999999994 0.27477879
24 0.6821042799999999 0.41643458999999994 0.4261199799999999 0.13782440099999999 0.149576999 0.48361885 0.31459856999999997 0.0 0.22393513999999995 0.21426834 0.20101366999999998 0.43959772999999996 0.28249364 0.18392016499999997 0.53254773 0.138670246 0.36942048 0.37531350999999996 0.3983465199999999 0.14729042899999997 0.32188585 0.38341875 0.43435535 0.0 0.16322019999999998 0.35280101999999997 0.24127960999999998 0.4074928 0.25163423999999995 0.34015982 0.41020693999999996 0.31346457999999994 0.0 0.0 0.55835065 0.55835065 0.18753591999999997 0.5058524899999999 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999
25 0.7800178099999999 0.51434812 0.52403351 0.22570118999999997 0.32835517 0.58153238 0.5108532 0.34517911999999995 0.39676637 0.33541937 0.24836239999999998 0.53749267 0.38040716999999996 0.3050619 0.6304612599999999 0.34253933999999997 0.5478287099999999 0.47322703999999993 0.5501710499999999 0.35116509999999995 0.5181404799999999 0.56182698 0.5322688799999999 0.34517911999999995 0.0 0.45071455 0.35778314 0.50540633 0.34954777 0.55110055 0.5140692699999999 0.4113781099999999 0.0 0.0 0.6562641799999999 0.6562641799999999 0.36631594999999995 0.6037660199999999 0.31413381999999995 0.54873962 0.6562641799999999 0.36631594999999995 0.6037660199999999 0.31413381999999995 0.54873962 0.6562641799999999 0.36631594999999995 0.6037660199999999
26 0.34501181 0.20259382 0.27381211 0.36661339 0.35958636999999993 0.14651336699999998 0.1985412 0.48330281999999997 0.50122358 0.33448986999999997 0.5433857 0.102490388 0.28002117 0.30413239999999997 0.19545525999999996 0.41801474 0.11281527399999998 0.31037864 0.11516876799999998 0.4547114 0.20582847999999998 0.126807967 0.097251726 0.48330281999999997 0.39944332999999993 0.0 0.51858664 0.07040218899999999 0.24916176999999998 0.135524818 0.079065129 0.24851111999999997 0.0 0.0 0.22125817999999997 0.22125817999999997 0.30775745 0.16875444299999998 0.34973366999999994 0.113728043 0.22125817999999997 0.30775745 0.16875444299999998 0.34973366999999994 0.113728043 0.22125817999999997 0.30775745 0.16875444299999998
27 0.7839960699999999 0.57614128 0.58582667 0.29753294999999996 0.29664062999999996 0.5854920499999999 0.40682356 0.21029007999999996 0.08135727599999999 0.36133382999999997 0.23096215999999997 0.5414709299999999 0.4422003299999999 0.33097635999999997 0.6344395199999999 0.20765029999999998 0.46164546999999995 0.5350202 0.49057150999999993 0.181696801 0.4141108399999999 0.47562514999999994 0.5362285499999999 0.21029007999999996 0.28556098999999996 0.51250771 0.0 0.5093845899999999 0.41134092999999994 0.43238480999999995 0.50243193 0.47315267999999994 0.0 0.0 0.66024244 0.66024244 0.33460141 0.6077442799999999 0.26289977999999997 0.5527178799999999 0.66024244 0.33460141 0.6077442799999999 0.26289977999999997 0.5527178799999999 0.66024244 0.33460141 0.6077442799999999
28 0.31301841999999996 0.29757013 0.36878841999999995 0.4615897 0.40455557999999997 0.24148409999999995 0.24109370999999996 0.5238104299999999 0.5417311899999999 0.42946618 0.58835491 0.19746297999999998 0.37499747999999994 0.39910871 0.18818656999999997 0.46224034999999997 0.15072028399999998 0.40535494999999994 0.07393800699999999 0.49521900999999996 0.24838099 0.16471297699999998 0.044251636 0.5238104299999999 0.49441964 0.22705825999999998 0.5590942499999999 0.0 0.34413807999999996 0.17342982799999998 0.116970139 0.3434874299999999 0.0 0.0 0.21398948999999998 0.21398948999999998 0.40273375999999994 0.12040185299999999 0.39470288 0.060727952999999994 0.21398948999999998 0.40273375999999994 0.12040185299999999 0.39470288 0.060727952999999994 0.21398948999999998 0.40273375999999994 0.12040185299999999
29 0.4718141999999999 0.23347180999999997 0.2037464 0.20729709 0.25122525999999995 0.3543625799999999 0.31623449 0.33885851999999994 0.42149106999999997 0.21832096 0.39858818999999995 0.28375775999999997 0.03334302399999999 0.18796349 0.32223905999999997 0.29124953 0.34687081 0.17821489399999998 0.34923173999999996 0.34486309 0.32350317999999995 0.36086907999999995 0.33131098 0.33885851999999994 0.24014561999999998 0.24975664999999997 0.43885412999999995 0.30446702 0.0 0.36958778999999997 0.31312995999999993 0.11635852799999999 0.0 0.0 0.34806056999999996 0.34806056999999996 0.28881424 0.3765962199999999 0.25260091999999995 0.34778171999999996 0.34806056999999996 0.28881424 0.3765962199999999 0.25260091999999995 0.34778171999999996 0.34806056999999996 0.28881424 0.3765962199999999
30 0.38903292999999994 0.33789184 0.40911012999999996 0.38988807 0.27784613999999996 0.28180581 0.12200245199999998 0.3970824 0.41502174999999997 0.31428254 0.46164546999999995 0.23778468999999997 0.41531919 0.28392507 0.26420108 0.33553090999999996 0.109805553 0.44567666 0.064196847 0.36850956999999995 0.12928415499999998 0.12379824599999999 0.120268005 0.3970824 0.41530059999999996 0.26737996999999997 0.43238480999999995 0.09341846799999999 0.3844597899999999 0.0 0.07605540799999999 0.38380913999999994 0.0 0.0 0.290004 0.290004 0.28755011999999996 0.19642194 0.26799343999999997 0.136744322 0.290004 0.28755011999999996 0.19642194 0.26799343999999997 0.136744322 0.290004 0.28755011999999996 0.19642194
31 0.41831218 0.27589419 0.34711247999999995 0.4168621599999999 0.35350743999999995 0.21982675 0.19246227 0.47722388999999993 0.49516324 0.34123803999999996 0.5373067699999999 0.17579819399999996 0.35332154 0.31089916 0.26875562999999997 0.4119544 0.18612308 0.38367900999999993 0.18848400999999998 0.44863246999999995 0.19974954999999997 0.20012134999999998 0.17055953199999999 0.47722388999999993 0.4422561 0.20538231999999998 0.5125263 0.14370999499999998 0.32246213999999995 0.20884005999999997 0.0 0.32183007999999996 0.0 0.0 0.29455855 0.29455855 0.31450562 0.24206039 0.34365473999999996 0.18703398999999998 0.29455855 0.31450562 0.24206039 0.34365473999999996 0.18703398999999998 0.29455855 0.31450562 0.24206039
32 0.4044068599999999 0.23466156999999999 0.13634649599999998 0.3780462399999999 0.3721346199999999 0.31392933 0.34662913999999995 0.4962228699999999 0.54929732 0.34592271999999996 0.5559339499999999 0.26358760999999997 0.20891441999999996 0.31558383999999995 0.25485030999999997 0.4305815799999999 0.37726545999999994 0.179419526 0.37962639 0.5022088499999999 0.35389782999999997 0.3912637299999999 0.36170562999999994 0.4962228699999999 0.4108761799999999 0.28015129999999994 0.56666038 0.33486166999999994 0.20742721999999997 0.39998244 0.34352461 0.0 0.0 0.0 0.28065323 0.28065323 0.3191903 0.33616296999999995 0.36228192 0.37817637 0.28065323 0.3191903 0.33616296999999995 0.36228192 0.37817637 0.28065323 0.3191903 0.33616296999999995
33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
35 0.28559817 0.25044447999999997 0.32166277 0.41444546 0.4000010299999999 0.05103140899999999 0.23653915999999997 0.51923729 0.53717664 0.38234053 0.5838003599999999 0.15033733 0.32787183 0.35198305999999996 0.160757025 0.4576858 0.146162016 0.3582293 0.14851551 0.49066445999999997 0.24380785 0.16015470899999998 0.130598468 0.51923729 0.4472939899999999 0.179919597 0.5545397 0.10374893099999999 0.29701242999999994 0.16887155999999998 0.11241187099999998 0.29636177999999996 0.0 0.0 0.0 0.0 0.35560811 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999
36 0.28559817 0.25044447999999997 0.32166277 0.41444546 0.4000010299999999 0.05103140899999999 0.23653915999999997 0.51923729 0.53717664 0.38234053 0.5838003599999999 0.15033733 0.32787183 0.35198305999999996 0.160757025 0.4576858 0.146162016 0.3582293 0.14851551 0.49066445999999997 0.24380785 0.16015470899999998 0.130598468 0.51923729 0.4472939899999999 0.179919597 0.5545397 0.10374893099999999 0.29701242999999994 0.16887155999999998 0.11241187099999998 0.29636177999999996 0.0 0.0 0.0 0.0 0.35560811 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999
37 0.62484708 0.35917738999999993 0.38354888 0.12667225999999998 0.12150795799999999 0.4263616499999999 0.32277817 0.21547668999999997 0.29810923999999994 0.14734805799999998 0.27518776999999994 0.38234053 0.22523643999999998 0.11699802399999999 0.47529053 0.161541523 0.37760008 0.31805631 0.39501890999999995 0.22146266999999997 0.33006545 0.39159835 0.37709815 0.21547668999999997 0.15206805899999998 0.29554382 0.3154723 0.3502355999999999 0.19437704 0.35819212 0.35889854 0.25620738 0.0 0.0 0.5010934499999999 0.5010934499999999 0.0 0.44859529 0.12289848999999999 0.39356889 0.5010934499999999 0.0 0.44859529 0.12289848999999999 0.39356889 0.5010934499999999 0.0 0.44859529
38 0.3342482 0.30913311 0.38035139999999995 0.43931887999999997 0.33488025999999993 0.25306566999999996 0.17142582599999998 0.45413510999999995 0.47207446 0.36369475999999995 0.51867959 0.20904455 0.38656046 0.33335587999999994 0.20941635 0.39258361999999997 0.0810524 0.41691793 0.083405894 0.4255436899999999 0.17870752899999998 0.095045093 0.06548885199999999 0.45413510999999995 0.46471281999999997 0.23862123999999998 0.48943751999999996 0.038639315 0.35570105999999996 0.103761944 0.047302254999999994 0.35506899999999997 0.0 0.0 0.23521926999999998 0.23521926999999998 0.33696233999999997 0.0 0.32502755999999994 0.08196516899999999 0.23521926999999998 0.33696233999999997 0.0 0.32502755999999994 0.08196516899999999 0.23521926999999998 0.33696233999999997 0.0
39 0.61958611 0.36118511 0.3855565999999999 0.161474599 0.07739946499999999 0.42110068 0.24243219 0.164952788 0.24758162 0.14209266499999998 0.22466014999999995 0.37707956 0.28346031999999993 0.111742631 0.47002955999999996 0.10079312099999999 0.29723551 0.32006402999999994 0.32618013999999995 0.17094248599999998 0.24970087999999996 0.31123377999999996 0.37183717999999993 0.164952788 0.18686668 0.29753294999999996 0.26494468 0.34499321999999993 0.25260091999999995 0.26799343999999997 0.33804056 0.25819651 0.0 0.0 0.49585106999999995 0.49585106999999995 0.115362104 0.44333431999999995 0.0 0.38830792 0.49585106999999995 0.115362104 0.44333431999999995 0.0 0.38830792 0.49585106999999995 0.115362104 0.44333431999999995
40 0.45091904 0.4354707499999999 0.5066890399999999 0.49743122 0.38537069999999995 0.37938471999999995 0.22953072999999996 0.50462555 0.52254631 0.4218071 0.56917003 0.3353636 0.5128980999999999 0.39144963 0.32608718999999997 0.44305547 0.21761454 0.5432555699999999 0.14082668599999998 0.47603413 0.23681801 0.23159422 0.18215411499999998 0.50462555 0.5228251599999999 0.36495888 0.5399093699999999 0.20121815999999998 0.48203869999999993 0.14950078 0.18385881799999998 0.48138804999999996 0.0 0.0 0.35189011 0.35189011 0.39507467999999996 0.25830804999999996 0.37551799999999996 0.0 0.35189011 0.39507467999999996 0.25830804999999996 0.37551799999999996 0.0 0.35189011 0.39507467999999996 0.25830804999999996
41 0.28559817 0.25044447999999997 0.32166277 0.41444546 0.4000010299999999 0.05103140899999999 0.23653915999999997 0.51923729 0.53717664 0.38234053 0.5838003599999999 0.15033733 0.32787183 0.35198305999999996 0.160757025 0.4576858 0.146162016 0.3582293 0.14851551 0.49066445999999997 0.24380785 0.16015470899999998 0.130598468 0.51923729 0.4472939899999999 0.179919597 0.5545397 0.10374893099999999 0.29701242999999994 0.16887155999999998 0.11241187099999998 0.29636177999999996 0.0 0.0 0.0 0.0 0.35560811 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999
