param n := 16.0;
param numVehicles := 2.0;
set Origin := 33 35 36;
set O := 35 36;
param Ok := 1 35 2 36;
set S := 42 43 44 45 46;
set F := 34 37 38 39 40 41;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46:=
7 0.36536786 0.20350473 0.141880739 0.26092923999999995 0.3377803 0.28671357 0.0 0.22964226999999998 0.155880868 0.28518919 0.35486450999999997 0.14553553299999997 0.41275376999999996 0.23072049 0.40433249999999993 0.24903163999999997 0.55400059 0.29944772 0.36490311 0.42217889999999997 0.20253804999999997 0.47289242 0.18656924 0.23378784 0.09403379699999999 0.53407211 0.23073907999999999 0.28444558999999997 0.4354707499999999 0.4934157799999999 0.40433249999999993 0.3188185 0.0 0.0 0.38282386999999996 0.22880571999999996 0.38282386999999996 0.26356902 0.27554098 0.33973224999999996 0.22880571999999996 0.38282386999999996 0.26356902 0.27554098 0.33973224999999996 0.22880571999999996
8 0.33746426999999996 0.17523863499999998 0.25749008999999995 0.031283252 0.3110107 0.25992538 0.29939194999999996 0.0 0.127611055 0.25693239 0.32807632 0.11726757899999998 0.38447837999999995 0.086069841 0.37642891 0.22077483999999997 0.52723099 0.24460722 0.33701811 0.39427530999999993 0.14768453699999998 0.44610423 0.15830500399999997 0.178938045 0.21616452 0.50579672 0.25711828999999997 0.25617019999999996 0.40870114999999996 0.46553078 0.37642891 0.29054310999999994 0.0 0.0 0.35492028 0.173944771 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771
9 0.24222769999999996 0.21551386999999997 0.16113626099999998 0.28669498 0.21464013999999998 0.16357155099999998 0.20302139 0.25540800999999996 0.0 0.29719832999999996 0.23172434999999997 0.15754281399999998 0.32474870999999994 0.24271104 0.28119234 0.26104078 0.43086042999999996 0.31368766 0.24176294999999998 0.29903873999999997 0.22830378999999998 0.34975226 0.19857838 0.25955358 0.119795819 0.44550934999999997 0.16076446099999997 0.29645473 0.31233058999999996 0.37027561999999997 0.28119234 0.29714256 0.0 0.0 0.25968370999999996 0.25455287 0.25968370999999996 0.27555957 0.30130672 0.21659209 0.25455287 0.25968370999999996 0.27555957 0.30130672 0.21659209 0.25455287
10 0.17889900599999997 0.16036849399999997 0.35901007999999995 0.30759013999999996 0.23813789999999996 0.3569837699999999 0.4008933499999999 0.27630317 0.22912174999999996 0.0 0.25520351999999996 0.21876711999999998 0.22144408 0.18757309999999996 0.21787479999999998 0.1888744 0.43948619 0.25854972 0.178439833 0.2357212 0.24918036 0.35835943 0.180430822 0.28044874 0.31766592 0.34276242 0.35863828 0.24131678999999998 0.35627735 0.30695807999999997 0.21787479999999998 0.127514387 0.0 0.0 0.19634758 0.27544802999999995 0.19634758 0.22042162999999998 0.32794618999999997 0.24007126 0.27544802999999995 0.19634758 0.22042162999999998 0.32794618999999997 0.24007126 0.27544802999999995
11 0.25531506 0.36337873 0.28985527999999994 0.5105929399999999 0.18143839999999997 0.17107633399999997 0.33173854999999997 0.47930596999999997 0.43212454999999994 0.33352318999999997 0.0 0.30539652 0.30139966999999995 0.3905759 0.24360336 0.40890564 0.22309858999999996 0.46155251999999997 0.25485030999999997 0.111720323 0.45220174999999996 0.141979266 0.3401226399999999 0.48345153999999996 0.39741701999999995 0.25111372 0.22702108 0.44431958999999993 0.139887891 0.17589486199999999 0.24360336 0.31022992 0.0 0.0 0.168185589 0.47845083 0.168185589 0.4234244299999999 0.53094899 0.22036585999999997 0.47845083 0.168185589 0.4234244299999999 0.53094899 0.22036585999999997 0.47845083
12 0.3522805 0.07367031099999999 0.27230632 0.22088637999999997 0.32580834 0.27474160999999997 0.31418958999999996 0.18959941 0.142416131 0.20889582999999998 0.34287396 0.0 0.39929460999999994 0.10087491699999998 0.39124514 0.11920465699999998 0.54202863 0.171844101 0.35181575 0.40909154 0.16248961299999998 0.46092046 0.17311008 0.19374497999999998 0.23096215999999997 0.5205943599999999 0.27193452 0.15460931199999997 0.4234987899999999 0.48032842 0.39124514 0.30535934 0.0 0.0 0.3697179199999999 0.18874427 0.3697179199999999 0.133725306 0.24124242999999998 0.32776028999999995 0.18874427 0.3697179199999999 0.133725306 0.24124242999999998 0.32776028999999995 0.18874427
13 0.175993389 0.40953769999999995 0.39494454999999995 0.5567519099999999 0.24955216 0.27617304 0.43682782 0.52546494 0.47828351999999996 0.27764164999999996 0.21382217999999995 0.41050438 0.0 0.43675346 0.146260543 0.43803616999999995 0.32820645 0.5077114899999999 0.17553421599999997 0.12442844699999998 0.49836072 0.24707968999999996 0.38832651 0.5296105099999999 0.5025062899999999 0.145595021 0.33211034999999994 0.49047855999999995 0.24497902 0.19565974999999997 0.146260543 0.18721989 0.0 0.0 0.18089371299999998 0.52462839 0.18089371299999998 0.46960198999999997 0.5771265499999999 0.25148551999999996 0.52462839 0.18089371299999998 0.46960198999999997 0.5771265499999999 0.25148551999999996 0.52462839
14 0.26700816999999993 0.104784394 0.18705257999999997 0.25200604 0.24055459999999998 0.18948787 0.22893585 0.22071907 0.057158673 0.18647629 0.25762021999999996 0.046813337999999996 0.31402228 0.0 0.30599139999999997 0.15031873999999998 0.45677489 0.20296562 0.26656200999999996 0.32383779999999995 0.19359626 0.37564812999999997 0.08785076299999998 0.22486463999999998 0.14570284299999997 0.43534061999999996 0.18668078 0.18572339499999999 0.33824504999999994 0.39507467999999996 0.30599139999999997 0.22008700999999997 0.0 0.0 0.28446417999999996 0.21986392999999999 0.28446417999999996 0.16483938899999998 0.27236209 0.24248795999999997 0.21986392999999999 0.28446417999999996 0.16483938899999998 0.27236209 0.24248795999999997 0.21986392999999999
15 0.04409919799999999 0.32132815 0.30087915 0.46854235999999994 0.15230972899999998 0.27115374 0.34276242 0.43727397999999995 0.39007397 0.18943209999999996 0.169380926 0.31642038999999994 0.12662020799999998 0.34854390999999996 0.0 0.34982662 0.34956635999999996 0.41950193999999996 0.039427530999999995 0.14579765199999997 0.41015117 0.26845819 0.29890860999999996 0.44140095999999995 0.40844088999999995 0.21845109 0.30050735 0.4022690099999999 0.26635752 0.21703825 0.0 0.09901405799999999 0.0 0.0 0.10643332699999998 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
16 0.34097777999999995 0.13071930299999998 0.34385922999999996 0.149106672 0.36843520999999996 0.34629452 0.3857425 0.11782156099999998 0.2139709 0.19054749999999995 0.38550082999999996 0.20361626999999996 0.38353028999999994 0.17242410899999996 0.37994241999999995 0.0 0.5853991 0.09541875199999998 0.34053162 0.39778882 0.23404809999999995 0.50427234 0.21369204999999997 0.26529789 0.30251506999999994 0.5048486299999999 0.3434874299999999 0.07818210399999999 0.49505169999999993 0.4690442899999999 0.37994241999999995 0.28959502 0.0 0.0 0.35843379 0.116971998 0.35843379 0.05729809799999999 0.21055034 0.37036856999999995 0.116971998 0.35843379 0.05729809799999999 0.21055034 0.37036856999999995 0.116971998
17 0.21949213 0.3775629 0.30403945 0.5247771099999999 0.18262072399999998 0.18527165799999998 0.34592271999999996 0.49350872999999995 0.44630871999999994 0.29771885 0.122915221 0.31959928 0.26557674 0.40477865999999996 0.20779901999999997 0.42310839999999994 0.0 0.47573668999999996 0.21902737999999997 0.07590854699999999 0.46638591999999995 0.07363499 0.33813350999999997 0.4976357099999999 0.41160119 0.21530937999999997 0.24120524999999998 0.45850376 0.07154361499999999 0.140083086 0.20779901999999997 0.27440698999999996 0.0 0.0 0.13237381299999998 0.49265359 0.13237381299999998 0.43762718999999994 0.5451517499999999 0.18456151999999998 0.49265359 0.13237381299999998 0.43762718999999994 0.5451517499999999 0.18456151999999998 0.49265359
18 0.35226190999999996 0.066600534 0.27974231999999993 0.084986044 0.33324434 0.28215902 0.32162558999999996 0.053702792 0.149846554 0.20183163 0.35030996 0.13950307799999997 0.39481442 0.10830533999999999 0.39124514 0.11213487999999998 0.54946463 0.0 0.35181575 0.40909154 0.16992003599999997 0.46833786999999993 0.180540503 0.20118097999999998 0.23839815999999997 0.51613276 0.27937051999999996 0.14753953499999997 0.4309347899999999 0.48032842 0.39124514 0.30087915 0.0 0.0 0.3697179199999999 0.052851369999999995 0.3697179199999999 0.12665367 0.24867842999999995 0.33517769999999997 0.052851369999999995 0.3697179199999999 0.12665367 0.24867842999999995 0.33517769999999997 0.052851369999999995
19 0.0046718529 0.28191734999999996 0.33013981 0.4291315599999999 0.18158340199999998 0.30041439999999997 0.37204167 0.39784458999999994 0.35066316999999997 0.14999713299999998 0.19865273999999997 0.32432113999999995 0.087192677 0.30911452 0.039427530999999995 0.31041581999999995 0.37884560999999994 0.38009113999999994 0.0 0.17507132499999997 0.37072177999999995 0.29771885 0.26070615999999996 0.40199015999999993 0.4163416399999999 0.20850543999999996 0.32976801 0.36283962 0.29563677 0.24631749999999997 0.039427530999999995 0.05958838599999999 0.0 0.0 0.135707 0.39698944999999997 0.135707 0.34196304999999994 0.4494876099999999 0.18352419799999997 0.39698944999999997 0.135707 0.34196304999999994 0.4494876099999999 0.18352419799999997 0.39698944999999997
20 0.15749819799999998 0.35795045 0.284427 0.5051646599999999 0.15278563299999998 0.16566106699999997 0.32631026999999996 0.47389627999999995 0.42669627 0.2357212 0.10330462999999998 0.29998683 0.21064328999999998 0.38516620999999995 0.14579765199999997 0.39611571999999995 0.2176889 0.4561242399999999 0.157039025 0.0 0.44677347 0.136563999 0.29939194999999996 0.47802326 0.39200732999999993 0.16037407099999998 0.22159279999999998 0.43889131 0.134470765 0.085151495 0.14579765199999997 0.21240934 0.0 0.0 0.070378022 0.47304113999999997 0.070378022 0.41801474 0.5255392999999999 0.15472642899999997 0.47304113999999997 0.070378022 0.41801474 0.5255392999999999 0.15472642899999997 0.47304113999999997
21 0.43218032 0.14650779 0.35964214 0.1648933 0.4131441599999999 0.36207743 0.40152540999999997 0.13361004799999998 0.22975380999999998 0.28173145 0.4302283699999999 0.21941776999999996 0.47473283 0.18820515999999998 0.47114496 0.13181053599999998 0.62936445 0.111207239 0.43171556999999994 0.48899135999999993 0.0 0.5482562799999999 0.26044589999999995 0.03125350799999999 0.31346457999999994 0.59605117 0.35927033999999997 0.16721519099999999 0.51083461 0.5602282399999999 0.47114496 0.38079756 0.0 0.0 0.4496363299999999 0.132758626 0.4496363299999999 0.146331185 0.153843404 0.41509610999999996 0.132758626 0.4496363299999999 0.146331185 0.153843404 0.41509610999999996 0.132758626
22 0.30082338 0.45889415 0.38537069999999995 0.60610836 0.26394081999999996 0.26659919 0.4272539699999999 0.5748213899999999 0.52763997 0.37903150999999996 0.20424832999999998 0.40093052999999995 0.34690799 0.48610991 0.28913026999999997 0.50442106 0.10576594599999999 0.5570679399999999 0.30035862999999996 0.15723607899999997 0.54771717 0.0 0.41946476 0.5789669599999999 0.49293243999999997 0.28009553 0.3225365 0.53983501 0.15287114699999999 0.2214069 0.28913026999999997 0.35573824 0.0 0.0 0.21371063999999998 0.5739848399999999 0.21371063999999998 0.5189584399999999 0.626483 0.26589276999999994 0.5739848399999999 0.21371063999999998 0.5189584399999999 0.626483 0.26589276999999994 0.5739848399999999
23 0.20132969999999997 0.25269387 0.33625592 0.39990807999999994 0.18770323 0.30653051 0.37813918999999996 0.36863969999999996 0.32145828 0.12079224299999998 0.20476884999999997 0.23804494999999998 0.24834381 0.27990962999999996 0.24029433999999997 0.28121092999999997 0.40466712 0.35088624999999996 0.20088353999999997 0.25814074 0.34151688999999996 0.32354035999999997 0.0 0.37278527 0.33006545 0.36966214999999997 0.33588411999999995 0.33363472999999993 0.32145828 0.32939620999999997 0.24029433999999997 0.154412258 0.0 0.0 0.21878571 0.3677845599999999 0.21878571 0.31275815999999995 0.42028272 0.18963659 0.3677845599999999 0.21878571 0.31275815999999995 0.42028272 0.18963659 0.3677845599999999
24 0.40093052999999995 0.11525428199999999 0.32839234999999994 0.13363979199999998 0.38189437 0.33082764 0.37027561999999997 0.10235653999999998 0.19850402 0.25048165999999994 0.39895999 0.18814938999999997 0.44348304 0.15695908799999997 0.43989516999999995 0.10055702799999998 0.5981146599999999 0.07995373099999999 0.40046577999999994 0.45774156999999993 0.151835684 0.51700649 0.22919611 0.0 0.28221479 0.56478279 0.32802054999999997 0.13596168299999997 0.47958481999999997 0.5289784499999999 0.43989516999999995 0.34954777 0.0 0.0 0.41836795 0.10150511799999998 0.41836795 0.11507767699999999 0.12258989599999999 0.38384631999999996 0.10150511799999998 0.41836795 0.11507767699999999 0.12258989599999999 0.38384631999999996 0.10150511799999998
25 0.40444404 0.24220910999999998 0.21497476 0.27937051999999996 0.3779718799999999 0.32690515 0.25685802999999996 0.24808354999999999 0.19458152999999997 0.32389356999999996 0.39505609 0.18423805399999998 0.45145815 0.26940628 0.44340868 0.28773602 0.5941921699999999 0.317889 0.40397928999999994 0.46125507999999993 0.22097933 0.5130839999999999 0.22527361999999998 0.25222912 0.0 0.57277649 0.30383496 0.32314996999999995 0.47566232999999997 0.5324919599999999 0.44340868 0.35752288 0.0 0.0 0.4219000499999999 0.24722840999999998 0.4219000499999999 0.30225480999999993 0.19173726 0.37992382999999996 0.24722840999999998 0.4219000499999999 0.30225480999999993 0.19173726 0.37992382999999996 0.24722840999999998
26 0.2641639 0.4977100699999999 0.46471281999999997 0.6449242799999999 0.33307703 0.34594130999999995 0.5065960899999999 0.6136558999999999 0.56645589 0.36581401999999996 0.28359045 0.4802726499999999 0.21804210999999998 0.5249258299999999 0.23443849 0.52620854 0.33941622 0.5958838599999999 0.26369915 0.19419113999999998 0.58653309 0.25828945999999997 0.47649887999999996 0.6177828799999999 0.5722745599999999 0.0 0.40187861999999996 0.5786509299999999 0.25618879 0.26542802 0.23443849 0.27539226 0.0 0.0 0.25066755999999996 0.6128007599999999 0.25066755999999996 0.5577743599999999 0.66529892 0.33501039 0.6128007599999999 0.25066755999999996 0.5577743599999999 0.66529892 0.33501039 0.6128007599999999
27 0.31721975999999996 0.29050592999999997 0.12292265699999999 0.41150823999999997 0.19242508999999997 0.098214688 0.164805927 0.38023985999999993 0.30645615 0.37220898 0.17193705099999998 0.23254230999999995 0.39974076999999997 0.31772169 0.33080905 0.33605143 0.36551658 0.38867972 0.31675500999999995 0.2541253 0.35311704999999993 0.28438981999999996 0.27357043999999997 0.38436684 0.24460722 0.3935317099999999 0.0 0.37144678999999997 0.24696814999999997 0.31829798 0.33080905 0.3721346199999999 0.0 0.0 0.25538942 0.37938471999999995 0.25538942 0.35057021999999993 0.35083047999999994 0.29158415 0.37938471999999995 0.25538942 0.35057021999999993 0.35083047999999994 0.29158415 0.37938471999999995
28 0.33718541999999996 0.25116949 0.4643038399999999 0.269555 0.37224616 0.46673912999999995 0.5061871099999999 0.23826803 0.33441550999999997 0.18673654999999997 0.38931177999999994 0.32406088 0.37973792999999995 0.29286685999999995 0.37615005999999995 0.130388401 0.5892100499999999 0.21586708 0.33672066999999994 0.39399646 0.35449271 0.50810188 0.29595279999999996 0.3857425 0.42295967999999995 0.5010376799999999 0.46393204 0.0 0.50600121 0.46523334 0.37615005999999995 0.28580266 0.0 0.0 0.35462283999999994 0.23741288999999996 0.35462283999999994 0.177744567 0.33099494999999995 0.37419811 0.23741288999999996 0.35462283999999994 0.177744567 0.33099494999999995 0.37419811 0.23741288999999996
29 0.39719393999999997 0.48462270999999996 0.4110992599999999 0.6318369199999999 0.30268238 0.29232775 0.45298253 0.60054995 0.55336853 0.47540206999999995 0.28219619999999995 0.4266404999999999 0.44327855 0.51181988 0.3854822399999999 0.5301496199999999 0.20212906999999997 0.5827964999999999 0.39672918999999995 0.25360478 0.57344573 0.25133679999999997 0.4613666199999999 0.6046955199999999 0.5186609999999999 0.37644749999999993 0.34826505999999996 0.5655635699999999 0.0 0.31777745999999996 0.3854822399999999 0.4521087999999999 0.0 0.0 0.31006260999999996 0.59969481 0.31006260999999996 0.54466841 0.65219297 0.36226333 0.59969481 0.31006260999999996 0.54466841 0.65219297 0.36226333 0.59969481
30 0.16617786899999998 0.41459418 0.34107073 0.5618083899999999 0.20943493999999999 0.22229921999999996 0.38295399999999996 0.53052142 0.48334 0.29236492999999997 0.159946501 0.35663056 0.17656967899999998 0.4418099399999999 0.136445023 0.45275945 0.27433262999999997 0.51276797 0.165718696 0.070554627 0.5034172 0.19320586999999997 0.35601709 0.53466699 0.44863246999999995 0.126298601 0.27823653 0.4955350399999999 0.19110519999999998 0.0 0.136445023 0.22109087 0.0 0.0 0.127019893 0.52968487 0.127019893 0.47465847 0.5821830299999999 0.21136829999999998 0.52968487 0.127019893 0.47465847 0.5821830299999999 0.21136829999999998 0.52968487
31 0.04409919799999999 0.32132815 0.30087915 0.46854235999999994 0.15230972899999998 0.27115374 0.34276242 0.43727397999999995 0.39007397 0.18943209999999996 0.169380926 0.31642038999999994 0.12662020799999998 0.34854390999999996 0.0 0.34982662 0.34956635999999996 0.41950193999999996 0.039427530999999995 0.14579765199999997 0.41015117 0.26845819 0.29890860999999996 0.44140095999999995 0.40844088999999995 0.21845109 0.30050735 0.4022690099999999 0.26635752 0.21703825 0.0 0.09901405799999999 0.0 0.0 0.10643332699999998 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
32 0.163627321 0.25942344999999994 0.37551799999999996 0.4066376599999999 0.22694672 0.34579258999999996 0.41740126999999994 0.37535068999999993 0.32816926999999996 0.127514387 0.24403092999999998 0.30184583 0.131042769 0.28662062 0.144085513 0.28792191999999994 0.42420520999999994 0.35759724 0.16316814799999999 0.22044021999999996 0.34824647 0.34309703999999996 0.23821225999999998 0.3794962599999999 0.39384773999999995 0.25235925 0.37514619999999993 0.34036430999999995 0.34099637 0.29167709999999997 0.144085513 0.0 0.0 0.0 0.18107775399999998 0.37449554999999995 0.18107775399999998 0.31948773999999996 0.4270123 0.22889867 0.37449554999999995 0.18107775399999998 0.31948773999999996 0.4270123 0.22889867 0.37449554999999995
33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
35 0.11813387299999999 0.32826222 0.26198887 0.47547642999999995 0.11342130799999998 0.19945210999999996 0.30387213999999996 0.44418946 0.39700804 0.19634758 0.097679296 0.2775487 0.20066045999999996 0.35545938999999993 0.10643332699999998 0.35676069 0.27414672999999995 0.4264360099999999 0.1176747 0.070378022 0.4170852399999999 0.19301996999999999 0.26001832999999996 0.44833502999999997 0.36955060999999995 0.21683376 0.25538942 0.40920307999999994 0.19093788999999997 0.141614902 0.10643332699999998 0.173050592 0.0 0.0 0.0 0.44333431999999995 0.0 0.38830792 0.49585106999999995 0.115362104 0.44333431999999995 0.0 0.38830792 0.49585106999999995 0.115362104 0.44333431999999995
36 0.30757154999999997 0.021912032999999997 0.35886135999999996 0.17377374299999998 0.33502898 0.36129664999999994 0.40074462999999994 0.142490491 0.22897303 0.15713941099999998 0.3520945999999999 0.21861839999999996 0.35012405999999996 0.18742437999999997 0.34655478 0.06744452 0.55199287 0.120085823 0.30712538999999994 0.36440117999999994 0.24905022999999996 0.47086611 0.18028210199999997 0.28030002 0.31751719999999994 0.4714424 0.35848955999999993 0.10285103399999998 0.46878402999999996 0.43563805999999994 0.34655478 0.25618879 0.0 0.0 0.32502755999999994 0.0 0.32502755999999994 0.08196516899999999 0.23521926999999998 0.33696233999999997 0.0 0.32502755999999994 0.08196516899999999 0.23521926999999998 0.33696233999999997 0.0
37 0.11813387299999999 0.32826222 0.26198887 0.47547642999999995 0.11342130799999998 0.19945210999999996 0.30387213999999996 0.44418946 0.39700804 0.19634758 0.097679296 0.2775487 0.20066045999999996 0.35545938999999993 0.10643332699999998 0.35676069 0.27414672999999995 0.4264360099999999 0.1176747 0.070378022 0.4170852399999999 0.19301996999999999 0.26001832999999996 0.44833502999999997 0.36955060999999995 0.21683376 0.25538942 0.40920307999999994 0.19093788999999997 0.141614902 0.10643332699999998 0.173050592 0.0 0.0 0.0 0.44333431999999995 0.0 0.38830792 0.49585106999999995 0.115362104 0.44333431999999995 0.0 0.38830792 0.49585106999999995 0.115362104 0.44333431999999995
38 0.35806198999999994 0.27204606 0.48518040999999995 0.29043157 0.3931413199999999 0.4876157 0.5270636799999999 0.25914459999999995 0.35529207999999995 0.20763170999999997 0.41020693999999996 0.34495603999999996 0.40061449999999993 0.31376202 0.39702662999999994 0.151274266 0.61010521 0.23674365 0.35759724 0.41487303 0.37536927999999997 0.5289784499999999 0.31682936999999994 0.40661906999999997 0.44383625 0.52193284 0.4848086099999999 0.020884005999999997 0.52687778 0.48610991 0.39702662999999994 0.30667922999999997 0.0 0.0 0.37551799999999996 0.25830804999999996 0.37551799999999996 0.0 0.35189011 0.39507467999999996 0.25830804999999996 0.37551799999999996 0.0 0.35189011 0.39507467999999996 0.25830804999999996
39 0.37269231999999997 0.08701979 0.30015413999999996 0.10540715899999999 0.35365616 0.30258942999999994 0.34203741 0.074122048 0.17026766899999998 0.22224344999999998 0.37074036999999993 0.159922334 0.4152448299999999 0.128724596 0.41165695999999996 0.132554136 0.56987645 0.14392563899999997 0.37222756999999995 0.42950335999999995 0.047012251 0.48876827999999994 0.20095789999999997 0.07826575899999999 0.25880998 0.53656317 0.29978234 0.167958791 0.45134661 0.50074024 0.41165695999999996 0.32130955999999994 0.0 0.0 0.39014833 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999
40 0.21001122999999997 0.33352318999999997 0.25999974 0.4807373999999999 0.118676701 0.141218935 0.30188300999999995 0.44945042999999996 0.4022690099999999 0.28656485 0.03945169799999999 0.27554098 0.28583984 0.36072035999999996 0.19831812 0.3790501 0.23934624999999998 0.43169697999999995 0.20956506999999996 0.127966124 0.4223276199999999 0.158225067 0.27736279999999996 0.45359599999999994 0.36756148 0.26736138 0.19716553999999997 0.4144640499999999 0.156133692 0.19214624 0.19831812 0.26492609 0.0 0.0 0.12289848999999999 0.44859529 0.12289848999999999 0.39356889 0.5010934499999999 0.0 0.44859529 0.12289848999999999 0.39356889 0.5010934499999999 0.0 0.44859529
41 0.30757154999999997 0.021912032999999997 0.35886135999999996 0.17377374299999998 0.33502898 0.36129664999999994 0.40074462999999994 0.142490491 0.22897303 0.15713941099999998 0.3520945999999999 0.21861839999999996 0.35012405999999996 0.18742437999999997 0.34655478 0.06744452 0.55199287 0.120085823 0.30712538999999994 0.36440117999999994 0.24905022999999996 0.47086611 0.18028210199999997 0.28030002 0.31751719999999994 0.4714424 0.35848955999999993 0.10285103399999998 0.46878402999999996 0.43563805999999994 0.34655478 0.25618879 0.0 0.0 0.32502755999999994 0.0 0.32502755999999994 0.08196516899999999 0.23521926999999998 0.33696233999999997 0.0 0.32502755999999994 0.08196516899999999 0.23521926999999998 0.33696233999999997 0.0
42 0.11813387299999999 0.32826222 0.26198887 0.47547642999999995 0.11342130799999998 0.19945210999999996 0.30387213999999996 0.44418946 0.39700804 0.19634758 0.097679296 0.2775487 0.20066045999999996 0.35545938999999993 0.10643332699999998 0.35676069 0.27414672999999995 0.4264360099999999 0.1176747 0.070378022 0.4170852399999999 0.19301996999999999 0.26001832999999996 0.44833502999999997 0.36955060999999995 0.21683376 0.25538942 0.40920307999999994 0.19093788999999997 0.141614902 0.10643332699999998 0.173050592 0.0 0.0 0.0 0.44333431999999995 0.0 0.38830792 0.49585106999999995 0.115362104 0.44333431999999995 0.0 0.38830792 0.49585106999999995 0.115362104 0.44333431999999995
43 0.35806198999999994 0.27204606 0.48518040999999995 0.29043157 0.3931413199999999 0.4876157 0.5270636799999999 0.25914459999999995 0.35529207999999995 0.20763170999999997 0.41020693999999996 0.34495603999999996 0.40061449999999993 0.31376202 0.39702662999999994 0.151274266 0.61010521 0.23674365 0.35759724 0.41487303 0.37536927999999997 0.5289784499999999 0.31682936999999994 0.40661906999999997 0.44383625 0.52193284 0.4848086099999999 0.020884005999999997 0.52687778 0.48610991 0.39702662999999994 0.30667922999999997 0.0 0.0 0.37551799999999996 0.25830804999999996 0.37551799999999996 0.0 0.35189011 0.39507467999999996 0.25830804999999996 0.37551799999999996 0.0 0.35189011 0.39507467999999996 0.25830804999999996
44 0.37269231999999997 0.08701979 0.30015413999999996 0.10540715899999999 0.35365616 0.30258942999999994 0.34203741 0.074122048 0.17026766899999998 0.22224344999999998 0.37074036999999993 0.159922334 0.4152448299999999 0.128724596 0.41165695999999996 0.132554136 0.56987645 0.14392563899999997 0.37222756999999995 0.42950335999999995 0.047012251 0.48876827999999994 0.20095789999999997 0.07826575899999999 0.25880998 0.53656317 0.29978234 0.167958791 0.45134661 0.50074024 0.41165695999999996 0.32130955999999994 0.0 0.0 0.39014833 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999 0.39014833 0.14707478499999999 0.0 0.35560811 0.07327062599999999
45 0.21001122999999997 0.33352318999999997 0.25999974 0.4807373999999999 0.118676701 0.141218935 0.30188300999999995 0.44945042999999996 0.4022690099999999 0.28656485 0.03945169799999999 0.27554098 0.28583984 0.36072035999999996 0.19831812 0.3790501 0.23934624999999998 0.43169697999999995 0.20956506999999996 0.127966124 0.4223276199999999 0.158225067 0.27736279999999996 0.45359599999999994 0.36756148 0.26736138 0.19716553999999997 0.4144640499999999 0.156133692 0.19214624 0.19831812 0.26492609 0.0 0.0 0.12289848999999999 0.44859529 0.12289848999999999 0.39356889 0.5010934499999999 0.0 0.44859529 0.12289848999999999 0.39356889 0.5010934499999999 0.0 0.44859529
46 0.30757154999999997 0.021912032999999997 0.35886135999999996 0.17377374299999998 0.33502898 0.36129664999999994 0.40074462999999994 0.142490491 0.22897303 0.15713941099999998 0.3520945999999999 0.21861839999999996 0.35012405999999996 0.18742437999999997 0.34655478 0.06744452 0.55199287 0.120085823 0.30712538999999994 0.36440117999999994 0.24905022999999996 0.47086611 0.18028210199999997 0.28030002 0.31751719999999994 0.4714424 0.35848955999999993 0.10285103399999998 0.46878402999999996 0.43563805999999994 0.34655478 0.25618879 0.0 0.0 0.32502755999999994 0.0 0.32502755999999994 0.08196516899999999 0.23521926999999998 0.33696233999999997 0.0 0.32502755999999994 0.08196516899999999 0.23521926999999998 0.33696233999999997 0.0
;
param alpha := 42 0.055 43 0.055 44 0.055 45 0.055 46 0.055;
param Tp := 110.4568;
param w1 := 0.75;
param w2 := 0.25;
param M:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46:=
