param n := 20.0;
param numVehicles := 2.0;
set Origin := 41 43 44;
set O := 43 44;
param Ok := 1 43 2 44;
set S := 50 51 52 53 54;
set F := 42 45 46 47 48 49;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54:=
53 2.2594 4.2834 1.90536 3.3356 1.08914 2.1336 1.5193 4.8354 4.3278 2.372 2.9644 4.1364 3.1244 4.158 2.1336 1.09366 2.9856 1.82336 2.1336 6.5694 2.575 5.0112 2.7888 2.1482 1.97312 2.1336 1.70226 4.88 3.9544 3.5468 4.459 3.2696 3.1244 3.2618 2.1336 0.93068 3.458 1.74636 2.1336 2.4138 0.0 0.0 1.3222 4.8262 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
54 3.309 0.93092 2.955 2.8672 4.4528 3.7284 3.887 1.53298 2.4634 3.2296 2.352 2.272 2.512 2.2936 3.7284 3.6032 4.8572 4.915 3.7284 3.443 5.9386 1.7089 4.9844 3.2958 3.7708 3.7284 5.0658 3.0156 3.416 0.194312 1.10652 2.6572 2.512 2.6494 3.7284 3.885 5.6536 4.042 3.7284 3.1574 0.0 0.0 3.4968 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 0.0 19 0.0 20 0.0 21 0.0 22 13.0 23 14.0 24 23.0 25 27.0 26 33.0 27 48.0 28 50.0 29 61.0 30 75.0 31 77.0 32 82.0 33 96.0 34 102.0 35 106.0 36 111.0 37 131.0 38 133.0 39 136.0 40 147.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0;
param dep := 1 166.0 2 166.0 3 166.0 4 166.0 5 166.0 6 166.0 7 166.0 8 166.0 9 166.0 10 166.0 11 166.0 12 166.0 13 166.0 14 166.0 15 166.0 16 166.0 17 166.0 18 166.0 19 166.0 20 166.0 21 15.0 22 28.0 23 29.0 24 38.0 25 42.0 26 48.0 27 55.0 28 65.0 29 76.0 30 90.0 31 92.0 32 97.0 33 111.0 34 117.0 35 121.0 36 126.0 37 146.0 38 148.0 39 151.0 40 162.0 41 166.0 42 166.0 43 166.0 44 166.0 45 166.0 46 166.0 47 166.0 48 166.0 49 166.0 50 166.0 51 166.0 52 166.0 53 166.0 54 166.0;
param d := 1 0.5 2 0.5 3 0.5 4 0.5 5 0.5 6 0.5 7 0.5 8 0.5 9 0.5 10 0.5 11 0.5 12 0.5 13 0.5 14 0.5 15 0.5 16 0.5 17 0.5 18 0.5 19 0.5 20 0.5 21 0.5 22 0.5 23 0.5 24 0.5 25 0.5 26 0.5 27 0.5 28 0.5 29 0.5 30 0.5 31 0.5 32 0.5 33 0.5 34 0.5 35 0.5 36 0.5 37 0.5 38 0.5 39 0.5 40 0.5 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0;
param l := 1 1.0 2 1.0 3 1.0 4 1.0 5 1.0 6 1.0 7 1.0 8 1.0 9 1.0 10 1.0 11 1.0 12 1.0 13 1.0 14 1.0 15 1.0 16 1.0 17 1.0 18 1.0 19 1.0 20 1.0 21 -1.0 22 -1.0 23 -1.0 24 -1.0 25 -1.0 26 -1.0 27 -1.0 28 -1.0 29 -1.0 30 -1.0 31 -1.0 32 -1.0 33 -1.0 34 -1.0 35 -1.0 36 -1.0 37 -1.0 38 -1.0 39 -1.0 40 -1.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0;
param u := 1 8 2 8 3 8 4 8 5 8 6 8 7 8 8 8 9 8 10 8 11 8 12 8 13 8 14 8 15 8 16 8 17 8 18 8 19 8 20 8;
param c := 1 3 2 3;
param Q := 3.5;
param Binit := 1 3.5 2 3.5;
param r := 0.0;
param beta:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54:=
1 0.0 0.34722401999999997 0.153901033 0.3660371 0.25371632 0.1009437 0.32305702 0.39855100999999993 0.35136958999999995 0.31326009 0.32502755999999994 0.33357896 0.27446276 0.33558667999999997 0.1009437 0.168245077 0.18924619999999998 0.32196020999999997 0.1009437 0.55972631 0.39182142999999997 0.4148916199999999 0.20106943999999996 0.28522636999999995 0.27621021999999995 0.1009437 0.31069466999999995 0.4026965799999999 0.41704805999999994 0.27875705 0.36354603999999996 0.28795909999999997 0.27446276 0.28721549999999996 0.1009437 0.26834664999999996 0.26327157999999995 0.20902595999999998 0.1009437 0.172710395 0.0 0.0 0.158351479 0.39769586999999995 0.158351479 0.34266947 0.45019402999999997 0.2061631 0.39769586999999995 0.158351479 0.34266947 0.45019402999999997 0.2061631 0.39769586999999995
2 0.38583544999999997 0.0 0.35291256 0.22094214999999995 0.40215746999999996 0.42480008999999996 0.31573255999999994 0.08725960099999999 0.18340336299999999 0.25462723 0.173059887 0.16561459199999998 0.26730560999999997 0.16762602999999998 0.42480008999999996 0.41316274999999997 0.5297220499999999 0.43266365999999995 0.42480008999999996 0.39176566 0.58301958 0.10361322399999999 0.54154529 0.30669781999999995 0.35084907 0.42480008999999996 0.50189282 0.23473592999999995 0.27195311 0.09630735399999998 0.181096344 0.28080194999999997 0.26730560999999997 0.28007693999999994 0.42480008999999996 0.33692515999999995 0.60374743 0.45394920999999994 0.42480008999999996 0.37172563999999997 0.0 0.0 0.4032728699999999 0.08640817899999999 0.4032728699999999 0.16021233799999998 0.28223338 0.36873265 0.08640817899999999 0.4032728699999999 0.16021233799999998 0.28223338 0.36873265 0.08640817899999999
3 0.05521044099999999 0.39706380999999996 0.0 0.3842553 0.24479311999999998 0.09417694 0.30448560999999996 0.44837221 0.40119078999999996 0.29468868 0.34977084999999997 0.38340015999999993 0.32430254999999997 0.3854078799999999 0.09417694 0.149664372 0.23906739999999999 0.31303700999999995 0.09417694 0.60954751 0.38289822999999995 0.4647314099999999 0.25089063999999994 0.26663636999999996 0.25762021999999996 0.09417694 0.30179005999999997 0.45251778 0.44177275999999993 0.32859684 0.41338582999999995 0.33779888999999996 0.32430254999999997 0.33705528999999995 0.09417694 0.24977523999999995 0.31311136999999994 0.19043596 0.09417694 0.22254089 0.0 0.0 0.139770774 0.44751707 0.139770774 0.39250925999999997 0.50003382 0.18759169 0.44751707 0.139770774 0.39250925999999997 0.50003382 0.18759169 0.44751707
4 0.18229911699999998 0.22019855 0.149381804 0.0 0.21462155 0.22125817999999997 0.18617884999999998 0.27152553999999995 0.22434412 0.042541355999999995 0.09761794899999998 0.20655348999999998 0.185362749 0.20856120999999997 0.22125817999999997 0.20963942999999996 0.36616722999999995 0.24512773999999998 0.22125817999999997 0.4327008399999999 0.37168846 0.28786615 0.37743277 0.09461938199999999 0.13876505499999997 0.22125817999999997 0.2905617 0.27567111 0.18963659 0.15173901599999998 0.23652056999999999 0.19885723 0.185362749 0.19811362999999999 0.22125817999999997 0.149381804 0.43963490999999993 0.25042589 0.22125817999999997 0.18826092999999997 0.0 0.0 0.19974954999999997 0.2706704 0.19974954999999997 0.21564399999999997 0.32316855999999994 0.156661648 0.2706704 0.19974954999999997 0.21564399999999997 0.32316855999999994 0.156661648 0.2706704
5 0.22148125999999999 0.36144536999999993 0.18857696 0.27336594999999997 0.0 0.20978814999999998 0.10453900599999998 0.41277236 0.3655909399999999 0.18378817599999997 0.23886290999999996 0.34780030999999995 0.28663921 0.34980802999999994 0.20978814999999998 0.11312386799999997 0.22744864999999997 0.08409558299999999 0.20978814999999998 0.57394766 0.18928337999999997 0.42911297 0.20915609 0.19590142 0.146721575 0.20978814999999998 0.108160338 0.41691793 0.33088341 0.29297839999999997 0.3777673899999999 0.30013555 0.28663921 0.29939194999999996 0.20978814999999998 0.082729218 0.27135823 0.18941350999999998 0.20978814999999998 0.25142975 0.0 0.0 0.134366661 0.41191722 0.134366661 0.35689081999999994 0.46441538 0.18655064999999998 0.41191722 0.134366661 0.35689081999999994 0.46441538 0.18655064999999998 0.41191722
6 0.04409919799999999 0.38594698999999993 0.12410498099999999 0.35092343 0.21146124999999996 0.0 0.27115374 0.43727397999999995 0.39007397 0.26135680999999994 0.31642038999999994 0.37228334 0.31195878999999993 0.37430965 0.0 0.116326925 0.22795057999999996 0.27970513999999996 0.0 0.5984492799999999 0.34956635999999996 0.45361459 0.21030866999999998 0.23330449999999997 0.22428834999999997 0.0 0.26845819 0.44140095999999995 0.40844088999999995 0.31748002 0.4022690099999999 0.32545513 0.31195878999999993 0.32473011999999996 0.0 0.21644336999999997 0.2725294 0.15710408999999997 0.0 0.21021572 0.0 0.0 0.10643332699999998 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
7 0.25005408999999995 0.28795909999999997 0.21713119999999997 0.19986108999999996 0.23867701 0.28901872999999995 0.0 0.33926749999999994 0.29208607999999997 0.11029261099999998 0.16536734499999997 0.27429545 0.25312144 0.27630317 0.28901872999999995 0.27739998 0.43390918999999994 0.26918319999999996 0.28901872999999995 0.5004428 0.41953912 0.35562669999999996 0.43941183 0.16237063699999998 0.07322601 0.28901872999999995 0.33843094999999995 0.34341306999999993 0.25737855 0.21949213 0.30428111999999996 0.26661777999999997 0.25312144 0.26587417999999996 0.28901872999999995 0.17344655899999997 0.5016325599999999 0.31816785 0.28901872999999995 0.25602147999999997 0.0 0.0 0.26749151 0.33841235999999997 0.26749151 0.28338596 0.39092910999999997 0.22441847999999998 0.33841235999999997 0.26749151 0.28338596 0.39092910999999997 0.22441847999999998 0.33841235999999997
8 0.33746426999999996 0.21103367999999997 0.30455997 0.16514984199999996 0.34636887999999993 0.37642891 0.25992538 0.0 0.127611055 0.19882004999999997 0.11726757899999998 0.10982228399999998 0.21151701999999997 0.111833722 0.37642891 0.36481015999999994 0.4858310599999999 0.3768750699999999 0.37642891 0.33597706999999993 0.52723099 0.0163534371 0.49765429999999994 0.25090923 0.29506047999999996 0.37642891 0.44610423 0.178938045 0.21616452 0.17138864599999998 0.25617019999999996 0.22501335999999997 0.21151701999999997 0.22426975999999996 0.37642891 0.28113657 0.55985644 0.40559661999999996 0.37642891 0.32335445999999995 0.0 0.0 0.35492028 0.173944771 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771
9 0.24222769999999996 0.28013270999999995 0.20930480999999995 0.068788577 0.24999831999999997 0.28119234 0.16357155099999998 0.25540800999999996 0.0 0.10246622099999998 0.15754281399999998 0.163854119 0.24529504999999996 0.16586555699999997 0.28119234 0.26957359 0.42608279999999993 0.28050450999999993 0.28119234 0.41082040999999997 0.43086042999999996 0.27176721 0.43734833999999995 0.154544247 0.19868991999999996 0.28119234 0.34975226 0.25955358 0.119795819 0.21166574 0.29645473 0.25879138999999995 0.24529504999999996 0.25804778999999994 0.28119234 0.18476786899999997 0.49956906999999995 0.31034145999999996 0.28119234 0.24819508999999998 0.0 0.0 0.25968370999999996 0.25455287 0.25968370999999996 0.27555957 0.30130672 0.21659209 0.25455287 0.25968370999999996 0.27555957 0.30130672 0.21659209 0.25455287
10 0.28245645999999996 0.19060327 0.24953356999999998 0.10901361899999999 0.29022707999999997 0.32142109999999996 0.20380216999999998 0.24191166999999997 0.19473025 0.0 0.06800965599999999 0.176937761 0.16226095599999998 0.17894919899999998 0.32142109999999996 0.30980235 0.4365675599999999 0.32073326999999996 0.32142109999999996 0.40308696999999993 0.47108918999999994 0.25827087 0.4483907999999999 0.19476743 0.23891867999999997 0.32142109999999996 0.38998101999999996 0.24605723999999998 0.160020861 0.122130723 0.20692528999999998 0.17575729599999998 0.16226095599999998 0.17501927299999998 0.32142109999999996 0.22499476999999996 0.5106115299999999 0.35057021999999993 0.32142109999999996 0.27410955 0.0 0.0 0.29989387999999995 0.24105652999999996 0.29989387999999995 0.18603012999999996 0.29355468999999995 0.25682085 0.24105652999999996 0.29989387999999995 0.18603012999999996 0.29355468999999995 0.25682085 0.24105652999999996
11 0.3522805 0.13828729199999998 0.31935760999999996 0.179954918 0.36116652 0.39124514 0.27474160999999997 0.18959941 0.142416131 0.21363627999999998 0.0 0.12462735999999999 0.22633324999999999 0.126638798 0.39124514 0.37962639 0.5006286999999999 0.39167271 0.39124514 0.35077471 0.54202863 0.20595861 0.5124519399999999 0.26570687 0.30985811999999996 0.39124514 0.46092046 0.19374497999999998 0.23096215999999997 0.069820322 0.15460931199999997 0.239811 0.22633324999999999 0.23908598999999997 0.39124514 0.29593421 0.5746726699999999 0.42039425999999996 0.39124514 0.33817068999999994 0.0 0.0 0.3697179199999999 0.18874427 0.3697179199999999 0.133725306 0.24124242999999998 0.32776028999999995 0.18874427 0.3697179199999999 0.133725306 0.24124242999999998 0.32776028999999995 0.18874427
12 0.24992395999999997 0.15230786999999998 0.21700107 0.19396806 0.31513768 0.2888886 0.28838666999999996 0.20361626999999996 0.15643670899999998 0.22765313999999995 0.029719833 0.0 0.12397113299999998 0.0020118097999999997 0.2888886 0.27726985 0.39827215999999993 0.34731697 0.2888886 0.36481015999999994 0.45324278999999995 0.21997546999999998 0.41009539999999994 0.19681232999999998 0.24096357999999998 0.2888886 0.3721346199999999 0.20776183999999998 0.24497902 0.0838409 0.16862988999999998 0.13746747299999998 0.12397113299999998 0.13672945 0.2888886 0.25157846999999994 0.47231613 0.31803771999999997 0.2888886 0.23581414999999997 0.0 0.0 0.26737996999999997 0.20277971999999997 0.26737996999999997 0.147745884 0.25527787999999996 0.23823085 0.20277971999999997 0.26737996999999997 0.147745884 0.25527787999999996 0.23823085 0.20277971999999997
13 0.27529931 0.18344612 0.24237641999999998 0.10186204599999998 0.28306992999999997 0.31426394999999996 0.19664502 0.23475451999999997 0.18757309999999996 0.13553969 0.06085808299999999 0.16978618799999998 0.0 0.17179762599999998 0.31426394999999996 0.30264519999999995 0.4294104099999999 0.31357611999999996 0.31426394999999996 0.39592981999999993 0.46393204 0.25111372 0.4412336499999999 0.18761028 0.23176152999999997 0.31426394999999996 0.38282386999999996 0.23890008999999995 0.152869288 0.11497729099999998 0.19976813999999998 0.168603864 0.0 0.16786769999999998 0.31426394999999996 0.21783761999999998 0.50345438 0.34341306999999993 0.31426394999999996 0.2669524 0.0 0.0 0.29275532 0.23389937999999996 0.29275532 0.17888227499999998 0.28641613 0.24966369999999996 0.23389937999999996 0.29275532 0.17888227499999998 0.28641613 0.24966369999999996 0.23389937999999996
14 0.24791623999999995 0.15029643199999998 0.21499335 0.19196033999999998 0.31312995999999993 0.28688087999999995 0.28637894999999997 0.20160855 0.154425271 0.22564541999999999 0.027708394999999997 0.1366365 0.12195969499999999 0.0 0.28688087999999995 0.27526212999999994 0.39626444 0.34530924999999996 0.28688087999999995 0.36278384999999996 0.4512350699999999 0.21796775 0.40808767999999995 0.19480461 0.23895586 0.28688087999999995 0.3701269 0.20575411999999998 0.24297129999999997 0.08182946199999999 0.16661845199999997 0.13545417599999998 0.12195969499999999 0.134718012 0.28688087999999995 0.24957074999999998 0.47030840999999995 0.31603 0.28688087999999995 0.23380642999999998 0.0 0.0 0.26535366 0.20075341 0.26535366 0.145732587 0.25325157 0.23622312999999998 0.20075341 0.26535366 0.145732587 0.25325157 0.23622312999999998 0.20075341
15 0.04409919799999999 0.38594698999999993 0.12410498099999999 0.35092343 0.21146124999999996 0.0 0.27115374 0.43727397999999995 0.39007397 0.26135680999999994 0.31642038999999994 0.37228334 0.31195878999999993 0.37430965 0.0 0.116326925 0.22795057999999996 0.27970513999999996 0.0 0.5984492799999999 0.34956635999999996 0.45361459 0.21030866999999998 0.23330449999999997 0.22428834999999997 0.0 0.26845819 0.44140095999999995 0.40844088999999995 0.31748002 0.4022690099999999 0.32545513 0.31195878999999993 0.32473011999999996 0.0 0.21644336999999997 0.2725294 0.15710408999999997 0.0 0.21021572 0.0 0.0 0.10643332699999998 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
16 0.128027471 0.4027709399999999 0.09511015799999999 0.32192303 0.11479696799999999 0.116326925 0.17820373999999997 0.45407934 0.40689791999999997 0.23235640999999999 0.28743858 0.38910729 0.28297698 0.39111500999999993 0.116326925 0.0 0.20573552999999997 0.183042717 0.116326925 0.6152732299999999 0.25289836 0.47043853999999996 0.18744297 0.2043041 0.19528795 0.116326925 0.171786472 0.45822491 0.37944048999999996 0.33430396999999995 0.41909295999999996 0.29647332 0.28297698 0.29572972 0.116326925 0.12348965199999999 0.24966369999999996 0.128109267 0.116326925 0.18121717899999998 0.0 0.0 0.040907294999999996 0.45324278999999995 0.040907294999999996 0.39821639 0.50574095 0.125255702 0.45324278999999995 0.040907294999999996 0.39821639 0.50574095 0.125255702 0.45324278999999995
17 0.22114663999999998 0.5193116499999999 0.26650623999999995 0.48904712999999994 0.23414105 0.19142123 0.32021274999999993 0.57063864 0.52343863 0.39946191999999997 0.45454408999999996 0.5056665899999999 0.44655038999999996 0.50767431 0.19142123 0.20369062999999996 0.0 0.25851254 0.19142123 0.7318139399999999 0.32837375999999996 0.58697925 0.13389819299999997 0.3757038999999999 0.36239345999999995 0.19142123 0.247247 0.57476562 0.54656459 0.45084467999999994 0.53563367 0.46004672999999996 0.44655038999999996 0.45930312999999995 0.19142123 0.29840668 0.125093969 0.29950349 0.19142123 0.34478873 0.0 0.0 0.22493899999999997 0.5697834999999999 0.22493899999999997 0.5147571 0.62228166 0.29664062999999996 0.5697834999999999 0.22493899999999997 0.5147571 0.62228166 0.29664062999999996 0.5697834999999999
18 0.38650468999999993 0.5385522999999999 0.35358179999999995 0.4504542899999999 0.185507751 0.37479298999999994 0.28163849999999996 0.5898606999999999 0.54267928 0.36088767 0.41595124999999994 0.52488865 0.46372754999999993 0.5268963699999999 0.37479298999999994 0.27812498999999996 0.35947482999999997 0.0 0.37479298999999994 0.7510359999999999 0.19143981999999998 0.6062198999999999 0.37416093 0.37298976 0.32381920999999997 0.37479298999999994 0.24062895999999998 0.59400627 0.5079717499999999 0.47008532999999997 0.5548743199999999 0.47722388999999993 0.46372754999999993 0.47649887999999996 0.37479298999999994 0.25983242999999995 0.28689946999999993 0.35441835 0.37479298999999994 0.41645318 0.0 0.0 0.29937336 0.5890055599999999 0.29937336 0.5339791599999999 0.64150372 0.35155548999999997 0.5890055599999999 0.29937336 0.5339791599999999 0.64150372 0.35155548999999997 0.5890055599999999
19 0.04409919799999999 0.38594698999999993 0.12410498099999999 0.35092343 0.21146124999999996 0.0 0.27115374 0.43727397999999995 0.39007397 0.26135680999999994 0.31642038999999994 0.37228334 0.31195878999999993 0.37430965 0.0 0.116326925 0.22795057999999996 0.27970513999999996 0.0 0.5984492799999999 0.34956635999999996 0.45361459 0.21030866999999998 0.23330449999999997 0.22428834999999997 0.0 0.26845819 0.44140095999999995 0.40844088999999995 0.31748002 0.4022690099999999 0.32545513 0.31195878999999993 0.32473011999999996 0.0 0.21644336999999997 0.2725294 0.15710408999999997 0.0 0.21021572 0.0 0.0 0.10643332699999998 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
20 0.46296536 0.10842989299999999 0.43004246999999995 0.29807205999999997 0.47928737999999993 0.50193 0.39286247 0.164389511 0.26053885 0.33175713999999995 0.25018422 0.24274822 0.34443551999999994 0.24475593999999998 0.50193 0.49029265999999994 0.60685196 0.50979357 0.50193 0.0 0.6601494899999999 0.18074313399999997 0.6186751999999999 0.38382773 0.42797897999999995 0.50193 0.5790227299999999 0.16964862199999997 0.26877421999999995 0.17343726399999998 0.19800208999999996 0.35793186 0.34443551999999994 0.35720684999999996 0.50193 0.41405506999999997 0.6808773399999999 0.5310791199999999 0.50193 0.44885554999999994 0.0 0.0 0.48040278 0.16353994799999996 0.48040278 0.17711064799999998 0.109147467 0.44586255999999996 0.16353994799999996 0.48040278 0.17711064799999998 0.109147467 0.44586255999999996 0.16353994799999996
21 0.21949213 0.44218174 0.18656924 0.35410231999999997 0.09918508599999999 0.20779901999999997 0.18527165799999998 0.49350872999999995 0.44630871999999994 0.26451711 0.31959928 0.42851808999999996 0.35120228 0.43054439999999994 0.20779901999999997 0.11113101999999998 0.22544092999999996 0.084891235 0.20779901999999997 0.65468403 0.0 0.5098493399999999 0.20716695999999998 0.26362478999999994 0.22744864999999997 0.20779901999999997 0.07363499 0.4976357099999999 0.41160119 0.37371477 0.45850376 0.36469862 0.35120228 0.36395501999999996 0.20779901999999997 0.163463729 0.2502214 0.18742437999999997 0.20779901999999997 0.24944062 0.0 0.0 0.13237381299999998 0.49265359 0.13237381299999998 0.43762718999999994 0.5451517499999999 0.18456151999999998 0.49265359 0.13237381299999998 0.43762718999999994 0.5451517499999999 0.18456151999999998 0.49265359
22 0.32112366 0.19469306999999997 0.28820077 0.14879621899999998 0.33000967999999997 0.3600883 0.24358476999999998 0.15844256999999998 0.11125743199999999 0.18247572199999998 0.10091395599999999 0.09346866099999998 0.19515781999999998 0.095480099 0.3600883 0.34846954999999996 0.4694718599999999 0.36051586999999996 0.3600883 0.31961786999999997 0.5108717899999999 0.0 0.4812950999999999 0.23455003 0.27870128 0.3600883 0.42976361999999996 0.16258628099999997 0.19980531999999998 0.155035023 0.23982958999999998 0.20865416 0.19515781999999998 0.20792914999999998 0.3600883 0.26477736999999996 0.54351583 0.38923741999999995 0.3600883 0.30701385 0.0 0.0 0.33856107999999996 0.157591148 0.33856107999999996 0.21893442999999999 0.21008559 0.29660344999999994 0.157591148 0.33856107999999996 0.21893442999999999 0.21008559 0.29660344999999994 0.157591148
23 0.13912941899999998 0.43729257 0.18447600599999997 0.41130374999999997 0.24691238 0.109396573 0.33151547 0.4886009699999999 0.44141954999999994 0.32171853999999994 0.3768007099999999 0.42362891999999996 0.36453131 0.42565522999999994 0.109396573 0.17669795 0.11756873699999999 0.31515626999999996 0.109396573 0.64979486 0.38503608 0.5049601699999999 0.0 0.29368482 0.28465007999999997 0.109396573 0.30390932 0.4927465399999999 0.46880261999999995 0.3688256 0.45361459 0.37802765 0.36453131 0.37728405 0.109396573 0.27680509999999997 0.22637042999999998 0.21746581999999998 0.109396573 0.26276964999999997 0.0 0.0 0.166804352 0.48776442 0.166804352 0.43273801999999995 0.5402625799999999 0.21462155 0.48776442 0.166804352 0.43273801999999995 0.5402625799999999 0.21462155 0.48776442
24 0.11012716 0.36925316999999996 0.07720984699999998 0.28117374999999994 0.161403957 0.14909551799999998 0.20138546999999996 0.42056157 0.37338015 0.19158853999999997 0.24667070999999996 0.35558952 0.21785620999999997 0.35761582999999997 0.14909551799999998 0.137471191 0.29398225999999994 0.22964226999999998 0.14909551799999998 0.5817554599999999 0.29952207999999997 0.4369207699999999 0.30524779999999996 0.0 0.154523798 0.14909551799999998 0.21839532 0.42470714 0.33867262 0.3007862 0.38557518999999996 0.23135254999999996 0.21785620999999997 0.23060894999999998 0.14909551799999998 0.1466751 0.36746852999999996 0.178248356 0.14909551799999998 0.11609826799999998 0.0 0.0 0.127577593 0.41972501999999995 0.127577593 0.36469862 0.47222317999999996 0.08448969099999999 0.41972501999999995 0.127577593 0.36469862 0.47222317999999996 0.08448969099999999 0.41972501999999995
25 0.30887285 0.34677785999999994 0.27594995999999994 0.13748048599999999 0.176292688 0.32244354999999997 0.08986406 0.34473296 0.27096783999999996 0.16911322999999998 0.22419539999999996 0.25317721 0.31194019999999995 0.25518493 0.32244354999999997 0.22579413999999995 0.39531635 0.20679515999999998 0.32244354999999997 0.46482435999999994 0.35715107999999995 0.36109215999999994 0.3770237899999999 0.22118381999999998 0.0 0.32244354999999997 0.27604291 0.34887852999999996 0.20911891 0.27831089 0.36309988 0.32543653999999994 0.31194019999999995 0.32469293999999993 0.32244354999999997 0.11106037799999997 0.43924451999999997 0.28645330999999996 0.32244354999999997 0.31484024 0.0 0.0 0.24702391999999998 0.34387782 0.24702391999999998 0.34222330999999995 0.35531066999999994 0.28323724 0.34387782 0.24702391999999998 0.34222330999999995 0.35531066999999994 0.28323724 0.34387782
26 0.04409919799999999 0.38594698999999993 0.12410498099999999 0.35092343 0.21146124999999996 0.0 0.27115374 0.43727397999999995 0.39007397 0.26135680999999994 0.31642038999999994 0.37228334 0.31195878999999993 0.37430965 0.0 0.116326925 0.22795057999999996 0.27970513999999996 0.0 0.5984492799999999 0.34956635999999996 0.45361459 0.21030866999999998 0.23330449999999997 0.22428834999999997 0.0 0.26845819 0.44140095999999995 0.40844088999999995 0.31748002 0.4022690099999999 0.32545513 0.31195878999999993 0.32473011999999996 0.0 0.21644336999999997 0.2725294 0.15710408999999997 0.0 0.21021572 0.0 0.0 0.10643332699999998 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
27 0.30082338 0.52351299 0.26790049 0.43541497999999995 0.18051261799999999 0.28913026999999997 0.26659919 0.5748213899999999 0.52763997 0.34584835999999997 0.40093052999999995 0.5098493399999999 0.43253353 0.51185706 0.28913026999999997 0.19246227 0.27379352 0.166218767 0.28913026999999997 0.7360152799999999 0.10576594599999999 0.5911805899999999 0.28847962 0.34493745 0.3087799 0.28913026999999997 0.0 0.5789669599999999 0.49293243999999997 0.45504601999999994 0.53983501 0.44602987 0.43253353 0.44528627 0.28913026999999997 0.24479311999999998 0.20123675 0.26873704 0.28913026999999997 0.33077186999999997 0.0 0.0 0.21371063999999998 0.5739848399999999 0.21371063999999998 0.5189584399999999 0.626483 0.26589276999999994 0.5739848399999999 0.21371063999999998 0.5189584399999999 0.626483 0.26589276999999994 0.5739848399999999
28 0.40093052999999995 0.04639506299999999 0.36800763999999997 0.23603723 0.41725254999999994 0.43989516999999995 0.33082764 0.10235653999999998 0.19850402 0.26972230999999997 0.18814938999999997 0.18071153099999998 0.28240068999999995 0.18272296899999999 0.43989516999999995 0.42827641999999994 0.5448171299999999 0.44775873999999993 0.43989516999999995 0.20739003999999997 0.5981146599999999 0.11871016299999998 0.5566403699999999 0.3217929 0.36594414999999997 0.43989516999999995 0.51700649 0.0 0.28221479 0.11140429299999999 0.13596168299999997 0.29589702999999995 0.28240068999999995 0.29517202 0.43989516999999995 0.35202023999999993 0.6188610999999999 0.4690442899999999 0.43989516999999995 0.38682071999999995 0.0 0.0 0.41836795 0.10150511799999998 0.41836795 0.11507767699999999 0.12258989599999999 0.38384631999999996 0.10150511799999998 0.41836795 0.11507767699999999 0.12258989599999999 0.38384631999999996 0.10150511799999998
