param n := 24.0;
param numVehicles := 2.0;
set Origin := 49 51 52;
set O := 51 52;
param Ok := 1 51 2 52;
set S := 58 59 60 61 62;
set F := 50 53 54 55 56 57;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62:=
46 6.49 1.39248 1.40362 1.46388 1.00486 3.8504 4.385 2.1556 5.1318 1.62042 1.2854 2.4318 1.22674 4.1584 0.41078 4.5062 0.49914 3.6854 4.1086 4.7326 3.8516 1.1012 5.6578 2.4686 4.4266 3.8432 4.3634 3.9228 1.56232 3.6506 4.385 2.7164 3.487 4.0612 1.22934 6.1264 1.22674 2.1494 1.08212 6.7862 1.27714 5.0248 1.63352 4.7326 5.6544 0.0 2.0418 4.3234 0.0 0.0 1.09204 4.1296 4.501 1.23806 1.31888 4.1296 1.09204 4.501 1.23806 1.31888 4.1296 1.09204
47 5.2086 4.3452 4.3564 2.5366 3.6196 2.801 3.5998 2.4142 4.2484 2.8492 2.5142 2.6904 4.6714 2.887 3.8554 3.721 3.1638 3.7602 2.8374 3.4032 3.9262 3.7158 4.3944 2.2894 3.1554 2.572 3.0342 2.6516 3.287 3.7254 3.5998 2.1448 3.6138 4.1358 3.844 4.845 4.6714 2.298 4.5268 5.5048 3.8918 3.7436 3.4242 3.4032 4.325 3.7604 0.0 2.9942 0.0 0.0 3.7068 2.8582 3.1718 3.1148 4.2716 2.8582 3.7068 3.1718 3.1148 4.2716 2.8582 3.7068
48 2.672 4.9244 4.9356 3.1158 4.1988 2.6564 2.7522 2.9936 3.1678 3.4284 3.0934 2.8278 5.2508 2.0184 4.4348 3.0642 3.7432 3.5034 1.96864 0.4091 3.8856 4.2952 3.3138 2.8686 2.2866 1.70322 1.7475 2.1408 3.326 3.6846 2.7522 1.65614 4.671 4.0952 4.4234 2.3084 5.2508 3.6294 5.1062 2.9682 4.4712 1.20692 4.0036 0.4091 1.89234 4.3398 2.3618 0.0 0.0 0.0 4.286 1.98952 1.47508 3.694 4.8508 1.98952 4.286 1.47508 3.694 4.8508 1.98952 4.286
49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
51 5.4858 2.6042 2.6154 1.79164 1.43664 3.6842 4.4528 1.15132 5.0156 0.6162 0.28118 1.42754 2.4386 3.6542 1.62256 4.604 0.93092 4.0132 3.6044 3.7284 4.1794 1.53298 5.1616 1.54444 3.9224 3.339 3.3592 3.4186 1.2061 3.9784 4.4528 1.7121 3.8668 4.389 1.66112 5.1222 2.4386 2.4772 2.2938 5.782 1.7089 4.0206 2.6794 3.7284 4.65 3.0156 1.03764 3.3192 0.0 0.0 0.0 3.6252 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
52 3.3662 5.4646 5.4758 3.656 4.739 1.88654 1.08918 4.3418 1.65194 3.9686 3.6336 4.282 5.7908 1.32654 4.975 1.54842 4.2834 1.98756 1.27678 2.1336 2.4438 4.8354 1.79792 3.4088 1.5948 1.42936 2.3096 1.86702 4.5584 2.9148 1.08918 3.1102 3.9012 2.6534 4.9636 3.2506 5.7908 3.0896 5.6462 3.5864 5.0112 2.193 4.5436 2.1336 2.0304 4.88 3.71 2.2696 0.0 0.0 4.8262 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
53 2.8226 5.408 5.4192 3.5994 4.6824 1.908 1.61076 3.4772 2.0264 3.912 3.577 3.3114 5.7344 1.27 4.9184 1.92284 4.2268 2.362 1.22024 1.14506 3.0702 4.7788 2.1724 3.3522 1.53826 0.95482 1.3211 1.39248 3.8096 2.9362 1.61076 2.1398 3.9226 3.2798 4.907 2.707 5.7344 3.111 5.5898 3.0428 4.9548 1.53948 4.4872 1.14506 1.4869 4.8234 2.8454 1.28108 0.0 0.0 4.7696 1.24112 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
54 6.0288 3.8594 3.8706 3.1508 2.6918 4.9172 5.078 2.6204 5.6406 2.3654 2.9724 2.0366 3.6936 4.2792 2.8776 5.5372 2.186 5.3724 4.2296 4.2714 5.5384 2.788 5.7866 3.0136 4.5476 3.9642 3.9024 4.0438 1.18288 5.3376 5.078 2.2552 5.226 5.748 2.9162 5.6652 3.6936 3.8362 3.549 6.325 2.964 4.5638 4.0384 4.2714 5.1932 4.3746 2.5068 3.8624 0.0 0.0 2.779 4.2504 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
55 6.1862 0.073596 2.0918 1.16012 0.7011 3.5466 4.0812 1.85178 4.828 1.31666 0.98166 2.128 1.91498 3.8546 1.09904 4.2026 1.1874 3.3816 3.8048 4.4288 3.5478 0.79744 5.354 2.165 4.1228 3.5394 4.0598 3.6192 1.90658 3.347 4.0812 2.4126 3.2352 3.7574 0.9256 5.8226 1.91498 1.84564 1.77036 6.4824 0.97338 4.7212 0.50578 4.4288 5.3506 0.84202 1.7381 4.0198 0.0 0.0 0.78828 3.8258 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
56 3.3662 5.4646 5.4758 3.656 4.739 1.88654 1.08918 4.3418 1.65194 3.9686 3.6336 4.282 5.7908 1.32654 4.975 1.54842 4.2834 1.98756 1.27678 2.1336 2.4438 4.8354 1.79792 3.4088 1.5948 1.42936 2.3096 1.86702 4.5584 2.9148 1.08918 3.1102 3.9012 2.6534 4.9636 3.2506 5.7908 3.0896 5.6462 3.5864 5.0112 2.193 4.5436 2.1336 2.0304 4.88 3.71 2.2696 0.0 0.0 4.8262 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
57 5.4858 2.6042 2.6154 1.79164 1.43664 3.6842 4.4528 1.15132 5.0156 0.6162 0.28118 1.42754 2.4386 3.6542 1.62256 4.604 0.93092 4.0132 3.6044 3.7284 4.1794 1.53298 5.1616 1.54444 3.9224 3.339 3.3592 3.4186 1.2061 3.9784 4.4528 1.7121 3.8668 4.389 1.66112 5.1222 2.4386 2.4772 2.2938 5.782 1.7089 4.0206 2.6794 3.7284 4.65 3.0156 1.03764 3.3192 0.0 0.0 0.0 3.6252 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
58 2.8226 5.408 5.4192 3.5994 4.6824 1.908 1.61076 3.4772 2.0264 3.912 3.577 3.3114 5.7344 1.27 4.9184 1.92284 4.2268 2.362 1.22024 1.14506 3.0702 4.7788 2.1724 3.3522 1.53826 0.95482 1.3211 1.39248 3.8096 2.9362 1.61076 2.1398 3.9226 3.2798 4.907 2.707 5.7344 3.111 5.5898 3.0428 4.9548 1.53948 4.4872 1.14506 1.4869 4.8234 2.8454 1.28108 0.0 0.0 4.7696 1.24112 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
59 6.0288 3.8594 3.8706 3.1508 2.6918 4.9172 5.078 2.6204 5.6406 2.3654 2.9724 2.0366 3.6936 4.2792 2.8776 5.5372 2.186 5.3724 4.2296 4.2714 5.5384 2.788 5.7866 3.0136 4.5476 3.9642 3.9024 4.0438 1.18288 5.3376 5.078 2.2552 5.226 5.748 2.9162 5.6652 3.6936 3.8362 3.549 6.325 2.964 4.5638 4.0384 4.2714 5.1932 4.3746 2.5068 3.8624 0.0 0.0 2.779 4.2504 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
60 6.1862 0.073596 2.0918 1.16012 0.7011 3.5466 4.0812 1.85178 4.828 1.31666 0.98166 2.128 1.91498 3.8546 1.09904 4.2026 1.1874 3.3816 3.8048 4.4288 3.5478 0.79744 5.354 2.165 4.1228 3.5394 4.0598 3.6192 1.90658 3.347 4.0812 2.4126 3.2352 3.7574 0.9256 5.8226 1.91498 1.84564 1.77036 6.4824 0.97338 4.7212 0.50578 4.4288 5.3506 0.84202 1.7381 4.0198 0.0 0.0 0.78828 3.8258 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
61 3.3662 5.4646 5.4758 3.656 4.739 1.88654 1.08918 4.3418 1.65194 3.9686 3.6336 4.282 5.7908 1.32654 4.975 1.54842 4.2834 1.98756 1.27678 2.1336 2.4438 4.8354 1.79792 3.4088 1.5948 1.42936 2.3096 1.86702 4.5584 2.9148 1.08918 3.1102 3.9012 2.6534 4.9636 3.2506 5.7908 3.0896 5.6462 3.5864 5.0112 2.193 4.5436 2.1336 2.0304 4.88 3.71 2.2696 0.0 0.0 4.8262 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
62 5.4858 2.6042 2.6154 1.79164 1.43664 3.6842 4.4528 1.15132 5.0156 0.6162 0.28118 1.42754 2.4386 3.6542 1.62256 4.604 0.93092 4.0132 3.6044 3.7284 4.1794 1.53298 5.1616 1.54444 3.9224 3.339 3.3592 3.4186 1.2061 3.9784 4.4528 1.7121 3.8668 4.389 1.66112 5.1222 2.4386 2.4772 2.2938 5.782 1.7089 4.0206 2.6794 3.7284 4.65 3.0156 1.03764 3.3192 0.0 0.0 0.0 3.6252 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 0.0 19 0.0 20 0.0 21 0.0 22 0.0 23 0.0 24 0.0 25 0.0 26 2.0 27 15.0 28 16.0 29 21.0 30 32.0 31 39.0 32 50.0 33 52.0 34 69.0 35 75.0 36 77.0 37 81.0 38 91.0 39 104.0 40 108.0 41 119.0 42 122.0 43 123.0 44 139.0 45 142.0 46 156.0 47 167.0 48 179.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0;
param dep := 1 199.0 2 199.0 3 199.0 4 199.0 5 199.0 6 199.0 7 199.0 8 199.0 9 199.0 10 199.0 11 199.0 12 199.0 13 199.0 14 199.0 15 199.0 16 199.0 17 199.0 18 199.0 19 199.0 20 199.0 21 199.0 22 199.0 23 199.0 24 199.0 25 15.0 26 17.0 27 30.0 28 31.0 29 36.0 30 47.0 31 54.0 32 65.0 33 67.0 34 84.0 35 90.0 36 92.0 37 96.0 38 106.0 39 119.0 40 123.0 41 134.0 42 137.0 43 138.0 44 154.0 45 157.0 46 171.0 47 182.0 48 194.0 49 199.0 50 199.0 51 199.0 52 199.0 53 199.0 54 199.0 55 199.0 56 199.0 57 199.0 58 199.0 59 199.0 60 199.0 61 199.0 62 199.0;
param d := 1 0.5 2 0.5 3 0.5 4 0.5 5 0.5 6 0.5 7 0.5 8 0.5 9 0.5 10 0.5 11 0.5 12 0.5 13 0.5 14 0.5 15 0.5 16 0.5 17 0.5 18 0.5 19 0.5 20 0.5 21 0.5 22 0.5 23 0.5 24 0.5 25 0.5 26 0.5 27 0.5 28 0.5 29 0.5 30 0.5 31 0.5 32 0.5 33 0.5 34 0.5 35 0.5 36 0.5 37 0.5 38 0.5 39 0.5 40 0.5 41 0.5 42 0.5 43 0.5 44 0.5 45 0.5 46 0.5 47 0.5 48 0.5 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0;
param l := 1 1.0 2 1.0 3 1.0 4 1.0 5 1.0 6 1.0 7 1.0 8 1.0 9 1.0 10 1.0 11 1.0 12 1.0 13 1.0 14 1.0 15 1.0 16 1.0 17 1.0 18 1.0 19 1.0 20 1.0 21 1.0 22 1.0 23 1.0 24 1.0 25 -1.0 26 -1.0 27 -1.0 28 -1.0 29 -1.0 30 -1.0 31 -1.0 32 -1.0 33 -1.0 34 -1.0 35 -1.0 36 -1.0 37 -1.0 38 -1.0 39 -1.0 40 -1.0 41 -1.0 42 -1.0 43 -1.0 44 -1.0 45 -1.0 46 -1.0 47 -1.0 48 -1.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0;
param u := 1 8 2 8 3 8 4 8 5 8 6 8 7 8 8 8 9 8 10 8 11 8 12 8 13 8 14 8 15 8 16 8 17 8 18 8 19 8 20 8 21 8 22 8 23 8 24 8;
param c := 1 3 2 3;
param Q := 3.5;
param Binit := 1 3.5 2 3.5;
param r := 0.0;
param beta:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62:=
1 0.0 0.65825331 0.6592943499999999 0.49014393999999994 0.59080879 0.32567820999999997 0.21913892 0.48843366 0.17875400399999997 0.51920011 0.48806185999999996 0.47304113999999997 0.6885736 0.28329300999999996 0.6127449899999999 0.24813931999999997 0.54844218 0.28896296 0.27866409999999997 0.20865416 0.37746994999999994 0.59976917 0.19233213999999998 0.46716669999999993 0.30822219999999995 0.25399517 0.28803346 0.29467008999999994 0.5193488299999999 0.42124939999999994 0.21913892 0.36412233 0.49824917999999996 0.39695226999999994 0.6116667699999999 0.19595718999999998 0.6885736 0.43749706 0.6751330299999999 0.138452743 0.6161097799999999 0.19967519 0.5726463599999999 0.20865416 0.119873897 0.60391474 0.42972643999999993 0.23932766 0.0 0.0 0.5989140299999999 0.28059745999999997 0.19625462999999999 0.54388763 0.65141219 0.28059745999999997 0.5989140299999999 0.19625462999999999 0.54388763 0.65141219 0.28059745999999997 0.5989140299999999
2 0.5681661699999999 0.0 0.18759169 0.10099203399999998 0.05832798399999999 0.32281534999999995 0.37250641999999995 0.16528368999999998 0.44192148 0.11554428599999998 0.08440417699999998 0.19095647999999996 0.171156271 0.35144395 0.09531464799999999 0.3837905499999999 0.10352770999999998 0.30747859999999994 0.34681503999999996 0.40481584 0.32292688999999997 0.067280928 0.49081317999999996 0.19439562999999999 0.37637313999999994 0.32214611 0.37051729 0.32956351999999994 0.170375491 0.30426253 0.37250641999999995 0.21741004999999997 0.29387072 0.34240920999999996 0.0791934 0.53436955 0.171156271 0.164711118 0.157713842 0.59569796 0.08363455099999999 0.43199441999999993 0.040171131 0.40481584 0.49049714999999994 0.071424639 0.15471527499999999 0.36679929 0.0 0.0 0.06643136499999999 0.34876699 0.38330720999999995 0.14023366499999998 0.17972068399999996 0.34876699 0.06643136499999999 0.38330720999999995 0.14023366499999998 0.17972068399999996 0.34876699 0.06643136499999999
3 0.61017957 0.163882004 0.0 0.24711686999999996 0.20445282 0.35293114999999997 0.40262222 0.31140109 0.47203728 0.26165425 0.23051599999999997 0.33707387999999994 0.31671783 0.38155975 0.18900452999999998 0.41390635 0.24964510999999998 0.33759439999999996 0.37693084 0.44236763999999995 0.30340739 0.21339460999999996 0.52092898 0.22451142999999998 0.40648893999999997 0.35226190999999996 0.40806908999999997 0.35967931999999997 0.31649474999999994 0.26652483 0.40262222 0.32539935999999997 0.20798492 0.32288971 0.22531079999999998 0.57638295 0.31671783 0.1948232 0.23151986 0.63771136 0.22975380999999998 0.4740078199999999 0.18629038999999997 0.44236763999999995 0.52804895 0.21754017999999997 0.29173287 0.40435108999999997 0.0 0.0 0.21253946999999998 0.37888278999999997 0.42085901 0.28636036 0.15704274299999998 0.37888278999999997 0.21253946999999998 0.42085901 0.28636036 0.15704274299999998 0.37888278999999997 0.21253946999999998
4 0.49467989999999995 0.30009837 0.30113940999999994 0.0 0.23265385 0.23745006999999999 0.28714113999999996 0.21077341999999996 0.35655619999999993 0.16103959299999998 0.12990134299999997 0.23644621 0.33041866 0.26607866999999996 0.25459004999999996 0.29840668 0.19028724 0.22211332 0.26144976 0.32686796999999995 0.23756160999999998 0.24161422999999999 0.40542930999999993 0.10901176 0.29100785999999995 0.23678083 0.29256941999999997 0.24417964999999994 0.21586708 0.21887865999999997 0.28714113999999996 0.20989968999999997 0.20850543999999996 0.25704393 0.25351182999999994 0.46090186999999994 0.33041866 0.07933468399999999 0.31697809 0.5222302799999999 0.25795483999999996 0.35850814999999997 0.21449141999999996 0.32686796999999995 0.4125492799999999 0.2457598 0.17623134099999999 0.28885141999999997 0.0 0.0 0.24075908999999995 0.26338311999999997 0.30535934 0.18573083099999999 0.29325724999999997 0.26338311999999997 0.24075908999999995 0.30535934 0.18573083099999999 0.29325724999999997 0.26338311999999997 0.24075908999999995
5 0.5532012199999999 0.24224628999999998 0.24326873999999998 0.07413134299999999 0.0 0.29595279999999996 0.34564386999999996 0.26929474 0.41505892999999994 0.2195479 0.18840964999999998 0.29496753 0.28762447999999996 0.32458139999999996 0.21177727999999998 0.35692799999999997 0.21999406 0.28061605 0.31995249 0.38538929 0.29606434 0.0089542453 0.4639506299999999 0.167527503 0.34952918 0.29528356 0.35109073999999996 0.30270096999999996 0.2743884 0.27739998 0.34564386999999996 0.26842100999999996 0.26700816999999993 0.31554666 0.020865415999999998 0.5194046 0.28762447999999996 0.137850427 0.27418391 0.5807330099999999 0.025308426 0.41702946999999996 0.15663934 0.38538929 0.4710705999999999 0.18788912999999996 0.23475451999999997 0.34737273999999996 0.0 0.0 0.18289957399999998 0.32190443999999996 0.36388065999999997 0.24425401 0.23540516999999997 0.32190443999999996 0.18289957399999998 0.36388065999999997 0.24425401 0.23540516999999997 0.32190443999999996 0.18289957399999998
6 0.43874259 0.37020126 0.37122370999999993 0.29652908999999994 0.34382204999999993 0.0 0.17467721699999997 0.37531350999999996 0.24408669999999996 0.32556667 0.29442841999999997 0.40098629999999996 0.45666334999999997 0.19673796999999998 0.38081615 0.18593717999999998 0.35482733 0.10964753799999999 0.19210906 0.33049301999999997 0.125093969 0.35278243 0.29297839999999997 0.27355185 0.22166715999999997 0.26466583 0.32158841 0.27206464999999996 0.38040716999999996 0.106418455 0.17467721699999997 0.37443978 0.19809504 0.14457442999999998 0.36469862 0.42799756999999994 0.45666334999999997 0.24386362 0.43783167999999995 0.45921017999999997 0.36914162999999994 0.33603284 0.32567820999999997 0.33049301999999997 0.31459856999999997 0.35692799999999997 0.34075469999999997 0.31785181999999995 0.0 0.0 0.35192728999999995 0.29128670999999995 0.25507339 0.35025418999999997 0.36336013999999994 0.29128670999999995 0.35192728999999995 0.25507339 0.35025418999999997 0.36336013999999994 0.29128670999999995 0.35192728999999995
7 0.28652766999999996 0.48493874 0.4859797799999999 0.31682936999999994 0.41749421999999997 0.15235434499999997 0.0 0.38139244 0.09188107499999999 0.34588554 0.31474728999999996 0.40706523 0.51525903 0.101125882 0.43943041999999993 0.07482289099999999 0.37512760999999994 0.11564095399999998 0.09650068999999999 0.23350898999999997 0.20413678999999998 0.42645459999999996 0.140770916 0.29385213 0.12605879 0.16942740099999998 0.24986819 0.21010418 0.40070744999999997 0.24793483 0.0 0.32565962 0.32493460999999996 0.22361910999999998 0.43835219999999997 0.27580124 0.51525903 0.26418249 0.50181846 0.30701385 0.44279520999999994 0.23903022 0.39933178999999996 0.23350898999999997 0.16238736799999998 0.4305815799999999 0.32266662999999995 0.24615019 0.0 0.0 0.42559946 0.19603154999999997 0.158085642 0.37057305999999995 0.47809761999999995 0.19603154999999997 0.42559946 0.158085642 0.37057305999999995 0.47809761999999995 0.19603154999999997 0.42559946
8 0.42031989999999997 0.34211177 0.34315281 0.173998682 0.25012844999999995 0.30937477999999996 0.32432113999999995 0.0 0.37661480999999997 0.17386483399999997 0.17191102499999997 0.10762308699999998 0.34324575999999996 0.25007268 0.26739855999999995 0.36700377999999995 0.20311433999999998 0.38050012 0.24546236 0.25696957 0.39592981999999993 0.25907023999999995 0.39018550999999996 0.15102330099999997 0.27502045999999997 0.22079342999999998 0.22267101999999997 0.22819224999999999 0.15393263599999998 0.37726545999999994 0.32432113999999995 0.06956563899999998 0.36689224 0.41541213999999993 0.27098643 0.38652327999999997 0.34324575999999996 0.23771032999999997 0.32980518999999997 0.44785168999999997 0.27542943999999997 0.28414815 0.25650481999999997 0.25696957 0.34265087999999994 0.28775460999999997 0.103914382 0.21895301999999997 0.0 0.0 0.25823368999999996 0.24739571999999999 0.23546093999999998 0.19855978999999999 0.33527065 0.24739571999999999 0.25823368999999996 0.23546093999999998 0.19855978999999999 0.33527065 0.24739571999999999 0.25823368999999996
9 0.31716398999999995 0.6613206599999999 0.6623431099999999 0.4932112899999999 0.5938761399999999 0.32872696999999995 0.22218768 0.5719957099999999 0.0 0.52224887 0.49111061999999994 0.5891171 0.6916409499999999 0.30957926999999996 0.6157937499999999 0.25120666999999997 0.5515095299999999 0.29201172 0.30495036 0.3877502199999999 0.3805187099999999 0.60281793 0.132176759 0.47023404999999996 0.33450846 0.33791043 0.40412801 0.37860393999999997 0.5770893699999999 0.42431675 0.22218768 0.48021687999999996 0.5012979399999999 0.4000010299999999 0.6147341199999999 0.36930894 0.6916409499999999 0.44054582 0.6782003799999999 0.31179147999999995 0.61917713 0.39329004 0.5757137099999999 0.3877502199999999 0.31664347 0.6069635 0.5311348899999999 0.40041001 0.0 0.0 0.60196279 0.36453131 0.31233058999999996 0.54695498 0.65447954 0.36453131 0.60196279 0.31233058999999996 0.54695498 0.65447954 0.36453131 0.60196279
10 0.5609346599999999 0.20218483999999995 0.20322587999999997 0.136327906 0.09366385599999998 0.35815494 0.40784601 0.158048462 0.47726106999999995 0.0 0.11974004899999999 0.183723111 0.18679231999999996 0.38678354 0.11094512 0.41911155 0.04665718199999999 0.34281818999999997 0.38215462999999994 0.39758433 0.35826647999999994 0.1026168 0.5261527699999999 0.19458152999999997 0.41171272999999997 0.35748569999999996 0.36326718999999996 0.36488452 0.07223516299999999 0.33958352999999997 0.40784601 0.21017854 0.32921030999999995 0.3777488 0.11452927199999999 0.52713804 0.18679231999999996 0.20004698999999998 0.17334431399999997 0.58846645 0.11897042299999999 0.42476290999999994 0.21884147999999998 0.39758433 0.48326564 0.25009127 0.14748004699999998 0.35954918999999996 0.0 0.0 0.10176723699999998 0.3841065799999999 0.37605710999999997 0.042093336999999995 0.19534371999999997 0.3841065799999999 0.10176723699999998 0.37605710999999997 0.042093336999999995 0.19534371999999997 0.3841065799999999 0.10176723699999998
11 0.5387382 0.22294987 0.22399091 0.15708178199999998 0.114417732 0.37127948 0.42861104 0.135859438 0.49503310999999994 0.038157833999999995 0.0 0.161534087 0.20753876 0.36849097999999997 0.13169899599999998 0.43987657999999996 0.067411058 0.36358322 0.36388065999999997 0.37538786999999996 0.37901292 0.12337253499999998 0.50860381 0.172401801 0.39343876 0.33921173 0.34108932 0.34661054999999996 0.092989039 0.36034855999999993 0.42861104 0.18798208 0.34997533999999997 0.39849524 0.135283148 0.50494158 0.20753876 0.22079342999999998 0.19409818999999998 0.56626999 0.139726158 0.40256645 0.23958791999999995 0.37538786999999996 0.46106917999999997 0.27083771 0.125292882 0.33737132 0.0 0.0 0.122521113 0.36581401999999996 0.35387924 0.06284907199999999 0.21610875 0.36581401999999996 0.122521113 0.35387924 0.06284907199999999 0.21610875 0.36581401999999996 0.122521113
12 0.50308258 0.26126385999999996 0.2623049 0.159708549 0.15273543999999997 0.33562385999999994 0.40706523 0.10018894599999999 0.45937748999999994 0.076475542 0.15762089199999998 0.0 0.24585274999999998 0.33283535999999997 0.17001856299999998 0.42111926999999993 0.10573062499999998 0.36620441 0.32820645 0.33973224999999996 0.38165269999999996 0.16169024299999998 0.47294818999999994 0.136731309 0.35776454999999996 0.30353751999999995 0.30541511 0.31093634 0.06568590599999999 0.3629697499999999 0.40706523 0.152313447 0.35259652999999996 0.40113501999999995 0.17360271499999996 0.46928595999999995 0.24585274999999998 0.22343320999999997 0.23241217999999997 0.5306143699999999 0.178043866 0.36689224 0.24220910999999998 0.33973224999999996 0.42539497 0.27347749 0.08962238999999998 0.30169711 0.0 0.0 0.160838821 0.33013981 0.31820502999999994 0.10116678 0.25442274 0.33013981 0.160838821 0.31820502999999994 0.10116678 0.25442274 0.33013981 0.160838821
13 0.59145944 0.19015710999999996 0.19117955999999997 0.124285304 0.08162125399999999 0.3461086199999999 0.39579969 0.18857696 0.46521474999999995 0.13883755599999997 0.10769744699999999 0.21424975 0.0 0.37473722 0.098902518 0.40708381999999993 0.03461458 0.33077186999999997 0.37010830999999994 0.42810911 0.34622016 0.09057605699999999 0.5141064499999999 0.2176889 0.39966640999999997 0.34543937999999996 0.3938105599999999 0.3528567899999999 0.133437161 0.32755579999999995 0.39579969 0.24070331999999997 0.31716398999999995 0.36570248 0.10248666999999999 0.55766282 0.0 0.18800067 0.16130171199999999 0.6189912299999999 0.10692782099999999 0.45528768999999997 0.20679515999999998 0.42810911 0.51379042 0.23804494999999998 0.17801040399999998 0.3900925599999999 0.0 0.0 0.089724635 0.3720602599999999 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
14 0.40912872 0.40342159 0.40444404 0.23531222 0.33597706999999993 0.07082975899999999 0.14506334699999998 0.31409664 0.21447282999999998 0.26434979999999997 0.23321154999999996 0.33976943 0.43374187999999997 0.0 0.35789467999999997 0.15633260499999999 0.29361045999999996 0.16963746799999999 0.16250262599999998 0.29467008999999994 0.18508389899999997 0.34491885999999994 0.26336453 0.21233498 0.19205328999999996 0.20344895999999998 0.26037154 0.21086637 0.3191903 0.16641024399999998 0.14506334699999998 0.31322290999999997 0.25808496999999997 0.20456436 0.35683505 0.3983836999999999 0.43374187999999997 0.18265046799999998 0.42030130999999993 0.42959631 0.36127805999999996 0.30641897 0.31781464 0.29467008999999994 0.2849847 0.3490644299999999 0.27955641999999997 0.25665353999999996 0.0 0.0 0.34406371999999996 0.23006984 0.22545952 0.28905590999999997 0.39658047 0.23006984 0.34406371999999996 0.22545952 0.28905590999999997 0.39658047 0.23006984 0.34406371999999996
