param n := 18.0;
param numVehicles := 3.0;
set Origin := 37 39 40 41;
set O := 39 40 41;
param Ok := 1 39 2 40 3 41;
set S := 47 48 49 50 51;
set F := 38 42 43 44 45 46;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51:=
param l := 1 1.0 2 1.0 3 1.0 4 1.0 5 1.0 6 1.0 7 1.0 8 1.0 9 1.0 10 1.0 11 1.0 12 1.0 13 1.0 14 1.0 15 1.0 16 1.0 17 1.0 18 1.0 19 -1.0 20 -1.0 21 -1.0 22 -1.0 23 -1.0 24 -1.0 25 -1.0 26 -1.0 27 -1.0 28 -1.0 29 -1.0 30 -1.0 31 -1.0 32 -1.0 33 -1.0 34 -1.0 35 -1.0 36 -1.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0 49 0.0 50 0.0 51 0.0;
param u := 1 8 2 8 3 8 4 8 5 8 6 8 7 8 8 8 9 8 10 8 11 8 12 8 13 8 14 8 15 8 16 8 17 8 18 8;
param c := 1 3 2 3 3 3;
param Q := 3.5;
param Binit := 1 3.5 2 3.5 3 3.5;
param r := 0.0;
param beta:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51:=
1 0.0 0.28130388 0.25605866 0.41277236 0.3655909399999999 0.162725706 0.28016989 0.09442046899999998 0.26756587 0.34980802999999994 0.20978814999999998 0.11312386799999997 0.41491020999999995 0.22744864999999997 0.08409558299999999 0.20978814999999998 0.20978814999999998 0.058590103 0.146721575 0.41979937999999994 0.27730702999999995 0.41691793 0.33088341 0.22982816999999997 0.22242934999999997 0.16047631599999998 0.07074610399999999 0.29939194999999996 0.20978814999999998 0.082729218 0.42396353999999997 0.27135823 0.18941350999999998 0.20978814999999998 0.20978814999999998 0.21551386999999997 0.0 0.0 0.46441538 0.35689081999999994 0.18655064999999998 0.134366661 0.35689081999999994 0.46441538 0.18655064999999998 0.41191722 0.134366661 0.35689081999999994 0.46441538 0.18655064999999998 0.41191722
2 0.43892848999999995 0.0 0.4166576699999999 0.16753307999999997 0.25401376 0.35138818 0.16860014599999998 0.37713533 0.37518338 0.23823085 0.37159550999999996 0.35997675999999995 0.16502714799999998 0.47651746999999994 0.48188997999999994 0.37159550999999996 0.37159550999999996 0.4816669 0.37553658999999995 0.16991074099999998 0.16572984999999998 0.30534075 0.34255792999999995 0.30100928 0.33356037 0.38353028999999994 0.49382476 0.27130245999999997 0.37159550999999996 0.38615147999999994 0.33396934999999994 0.55056144 0.40074462999999994 0.37159550999999996 0.37159550999999996 0.35770877999999995 0.0 0.0 0.26025999999999994 0.10700961699999999 0.36202165999999997 0.35006828999999995 0.10700961699999999 0.26025999999999994 0.36202165999999997 0.166683517 0.35006828999999995 0.10700961699999999 0.26025999999999994 0.36202165999999997 0.166683517
3 0.20547526999999996 0.29582266999999995 0.0 0.39864395999999996 0.32729553999999994 0.26107796 0.29468868 0.19277829999999996 0.4205801599999999 0.31151262999999996 0.35162984999999997 0.25498044 0.38507326 0.42450265 0.23598146 0.35162984999999997 0.35162984999999997 0.25564968 0.16123106999999998 0.38020267999999996 0.29180723 0.40278952999999995 0.26544660999999997 0.34640605999999996 0.33898864999999995 0.028868411 0.26780754 0.35387924 0.35162984999999997 0.140244819 0.28976232999999996 0.46843081999999997 0.31563960999999996 0.35162984999999997 0.35162984999999997 0.30811066 0.0 0.0 0.34229766999999994 0.37139101999999996 0.31242354 0.27621021999999995 0.37139101999999996 0.34229766999999994 0.31242354 0.39778882 0.27621021999999995 0.37139101999999996 0.34229766999999994 0.31242354 0.39778882
4 0.34636887999999993 0.15971040799999997 0.29024566999999996 0.0 0.127611055 0.27089347999999996 0.15857269999999998 0.32807632 0.38447837999999995 0.111833722 0.37642891 0.36481015999999994 0.19199751999999998 0.4858310599999999 0.3768750699999999 0.37642891 0.37642891 0.39654329 0.29506047999999996 0.19688668999999998 0.15570426299999998 0.178938045 0.21616452 0.31030428 0.33841235999999997 0.25711828999999997 0.40870114999999996 0.22426975999999996 0.37642891 0.28113657 0.20755735 0.55985644 0.40559661999999996 0.37642891 0.37642891 0.30863117999999995 0.0 0.0 0.22644478999999998 0.23529362999999998 0.31294405999999997 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771
5 0.24999831999999997 0.19999122 0.19389369999999997 0.25540800999999996 0.0 0.174539651 0.19885723 0.23172434999999997 0.32474870999999994 0.16586555699999997 0.28119234 0.26957359 0.27260376 0.42608279999999993 0.28050450999999993 0.28119234 0.28119234 0.30017273 0.19868991999999996 0.27749292999999997 0.19597578 0.25955358 0.119795819 0.25057461 0.2431572 0.16076446099999997 0.31233058999999996 0.25804778999999994 0.28119234 0.18476786899999997 0.24877138 0.49956906999999995 0.31034145999999996 0.28119234 0.28119234 0.21227920999999997 0.0 0.0 0.30130672 0.27555957 0.21659209 0.25968370999999996 0.27555957 0.30130672 0.21659209 0.25455287 0.25968370999999996 0.27555957 0.30130672 0.21659209 0.25455287
6 0.11421138299999999 0.26254657 0.23730134999999997 0.39401505 0.34683362999999995 0.0 0.26141257999999995 0.10150511799999998 0.34789326 0.33105071999999997 0.26037154 0.163709117 0.3961528999999999 0.33324434 0.14471943199999998 0.26037154 0.26037154 0.16438765199999997 0.127966124 0.40104207000000003 0.25854972 0.39816061999999997 0.31212609999999996 0.28043015 0.27301274 0.141722724 0.176545512 0.30649332999999995 0.26037154 0.04898093199999999 0.41989233 0.37715392 0.22438129999999998 0.26037154 0.26037154 0.25048165999999994 0.0 0.0 0.44565806999999996 0.33813350999999997 0.22151843999999998 0.18495190999999997 0.33813350999999997 0.44565806999999996 0.22151843999999998 0.39315990999999995 0.18495190999999997 0.33813350999999997 0.44565806999999996 0.22151843999999998 0.39315990999999995
7 0.44006248 0.0011362579799999999 0.41779165999999995 0.168670788 0.25514775 0.35252216999999997 0.0 0.37828790999999995 0.37631737 0.23936484 0.37272949999999994 0.3611107499999999 0.16616299699999998 0.4776514599999999 0.48302396999999997 0.37272949999999994 0.37272949999999994 0.48280089 0.3766705799999999 0.17104659 0.16686755799999997 0.30647473999999997 0.34369192 0.30214326999999996 0.33469435999999997 0.38466427999999997 0.49495874999999995 0.27243645 0.37272949999999994 0.38728546999999997 0.33510333999999997 0.5516954299999999 0.40187861999999996 0.37272949999999994 0.37272949999999994 0.3588427699999999 0.0 0.0 0.26141257999999995 0.108145466 0.36315564999999994 0.35122086999999996 0.108145466 0.26141257999999995 0.36315564999999994 0.16781936599999997 0.35122086999999996 0.108145466 0.26141257999999995 0.36315564999999994 0.16781936599999997
8 0.08498976199999998 0.34783748999999997 0.32261086 0.47930596999999997 0.43212454999999994 0.22927046999999998 0.34670349999999994 0.0 0.30139966999999995 0.4163416399999999 0.24360336 0.146942796 0.4814438199999999 0.26126385999999996 0.153235511 0.24360336 0.24360336 0.127730031 0.21326447999999998 0.4863329899999999 0.34384064 0.48345153999999996 0.39741701999999995 0.26366196999999997 0.25624456 0.22702108 0.139887891 0.36594414999999997 0.24360336 0.149268405 0.49049714999999994 0.30517343999999996 0.22322872 0.24360336 0.24360336 0.24932907999999995 0.0 0.0 0.53094899 0.4234244299999999 0.22036585999999997 0.168185589 0.4234244299999999 0.53094899 0.22036585999999997 0.47845083 0.168185589 0.4234244299999999 0.53094899 0.22036585999999997 0.47845083
9 0.19008274999999997 0.39401505 0.42770012999999996 0.52546494 0.47828351999999996 0.29736563999999993 0.39288105999999995 0.21382217999999995 0.0 0.46251919999999996 0.146260543 0.15965091999999997 0.5276213799999999 0.155735866 0.25834523 0.146260543 0.146260543 0.23283974999999996 0.31835374999999994 0.5324919599999999 0.3900181999999999 0.5296105099999999 0.5025062899999999 0.14065751699999998 0.17693590199999998 0.33211034999999994 0.24497902 0.4141480199999999 0.146260543 0.25436696999999997 0.5582391099999999 0.1996566 0.25434838 0.146260543 0.146260543 0.28044874 0.0 0.0 0.5771265499999999 0.46960198999999997 0.25148551999999996 0.18089371299999998 0.46960198999999997 0.5771265499999999 0.25148551999999996 0.52462839 0.18089371299999998 0.46960198999999997 0.5771265499999999 0.25148551999999996 0.52462839
10 0.31312995999999993 0.07015122399999998 0.31707103999999997 0.20160855 0.154425271 0.21480744999999998 0.069013516 0.25133679999999997 0.29493034999999995 0.0 0.28688087999999995 0.27526212999999994 0.2037464 0.39626444 0.34530924999999996 0.28688087999999995 0.28688087999999995 0.35586836999999993 0.23895586 0.20863557 0.066145079 0.20575411999999998 0.24297129999999997 0.22075625 0.24884573999999998 0.28394366 0.36802622999999995 0.134718012 0.28688087999999995 0.24957074999999998 0.23438271999999996 0.47030840999999995 0.31603 0.28688087999999995 0.28688087999999995 0.23191024999999998 0.0 0.0 0.25325157 0.145732587 0.23622312999999998 0.26535366 0.145732587 0.25325157 0.23622312999999998 0.20075341 0.26535366 0.145732587 0.25325157 0.23622312999999998 0.20075341
11 0.21146124999999996 0.30580549999999995 0.33363472999999993 0.43727397999999995 0.39007397 0.20013994 0.30467151 0.169380926 0.12662020799999998 0.37430965 0.0 0.116326925 0.43941183 0.22795057999999996 0.27970513999999996 0.0 0.0 0.25419965999999994 0.22428834999999997 0.44428240999999996 0.30180864999999996 0.44140095999999995 0.40844088999999995 0.052449826 0.038025844999999996 0.30050735 0.26635752 0.32473011999999996 0.0 0.21644336999999997 0.47002955999999996 0.2725294 0.15710408999999997 0.0 0.0 0.18321374499999998 0.0 0.0 0.48891699999999993 0.38139244 0.15425052499999997 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
12 0.11479696799999999 0.32262945 0.30463432999999995 0.45407934 0.40689791999999997 0.171141399 0.32149545999999996 0.07643650299999999 0.20385794 0.39111500999999993 0.116326925 0.0 0.45621718999999994 0.20573552999999997 0.183042717 0.116326925 0.116326925 0.157537237 0.19528795 0.46110635999999994 0.31861400999999995 0.45822491 0.37944048999999996 0.13637809899999997 0.12896998399999998 0.23414105 0.16969323799999997 0.29572972 0.116326925 0.12348965199999999 0.48685350999999993 0.24966369999999996 0.128109267 0.116326925 0.116326925 0.15421892199999998 0.0 0.0 0.50574095 0.39821639 0.125255702 0.040907294999999996 0.39821639 0.50574095 0.125255702 0.45324278999999995 0.040907294999999996 0.39821639 0.50574095 0.125255702 0.45324278999999995
13 0.43201301 0.24535082 0.37590839 0.11711514099999999 0.21326447999999998 0.35655619999999993 0.24421683 0.4137204499999999 0.4582434999999999 0.19748157 0.45465563 0.44301829 0.0 0.55957759 0.46251919999999996 0.45465563 0.45465563 0.4821874199999999 0.38070460999999994 0.0048841507 0.24135396999999997 0.163921043 0.26304849999999996 0.38406939999999995 0.41662048999999995 0.34278101 0.4943452799999999 0.30993247999999995 0.45465563 0.36678069999999996 0.23510772999999996 0.63360297 0.48380474999999995 0.45465563 0.45465563 0.39427530999999993 0.0 0.0 0.103421747 0.129836278 0.39858818999999995 0.4331284099999999 0.129836278 0.103421747 0.39858818999999995 0.11626371899999999 0.4331284099999999 0.129836278 0.103421747 0.39858818999999995 0.11626371899999999
14 0.23414105 0.43917016 0.4717398399999999 0.57063864 0.52343863 0.34252075 0.43803616999999995 0.25786189 0.175028568 0.50767431 0.19142123 0.20369062999999996 0.57277649 0.0 0.25851254 0.19142123 0.19142123 0.23300706 0.36239345999999995 0.5776470699999999 0.43517331 0.57476562 0.54656459 0.18581448599999997 0.22209473 0.37615005999999995 0.24516491999999998 0.45930312999999995 0.19142123 0.29840668 0.60339422 0.125093969 0.29950349 0.19142123 0.19142123 0.32560385 0.0 0.0 0.62228166 0.5147571 0.29664062999999996 0.22493899999999997 0.5147571 0.62228166 0.29664062999999996 0.5697834999999999 0.22493899999999997 0.5147571 0.62228166 0.29664062999999996 0.5697834999999999
15 0.185507751 0.45839222 0.43316558999999993 0.5898606999999999 0.54267928 0.3398252 0.45725823 0.27150694999999997 0.43258929999999995 0.5268963699999999 0.37479298999999994 0.27812498999999996 0.5919985499999999 0.35947482999999997 0.0 0.37479298999999994 0.37479298999999994 0.13864421999999998 0.32381920999999997 0.5968877199999999 0.45439536999999997 0.59400627 0.5079717499999999 0.39485159999999997 0.38743418999999996 0.33757581 0.15080022099999998 0.47649887999999996 0.37479298999999994 0.25983242999999995 0.6010704699999999 0.28689946999999993 0.35441835 0.37479298999999994 0.37479298999999994 0.3805187099999999 0.0 0.0 0.64150372 0.5339791599999999 0.35155548999999997 0.29937336 0.5339791599999999 0.64150372 0.35155548999999997 0.5890055599999999 0.29937336 0.5339791599999999 0.64150372 0.35155548999999997 0.5890055599999999
16 0.21146124999999996 0.30580549999999995 0.33363472999999993 0.43727397999999995 0.39007397 0.20013994 0.30467151 0.169380926 0.12662020799999998 0.37430965 0.0 0.116326925 0.43941183 0.22795057999999996 0.27970513999999996 0.0 0.0 0.25419965999999994 0.22428834999999997 0.44428240999999996 0.30180864999999996 0.44140095999999995 0.40844088999999995 0.052449826 0.038025844999999996 0.30050735 0.26635752 0.32473011999999996 0.0 0.21644336999999997 0.47002955999999996 0.2725294 0.15710408999999997 0.0 0.0 0.18321374499999998 0.0 0.0 0.48891699999999993 0.38139244 0.15425052499999997 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
17 0.21146124999999996 0.30580549999999995 0.33363472999999993 0.43727397999999995 0.39007397 0.20013994 0.30467151 0.169380926 0.12662020799999998 0.37430965 0.0 0.116326925 0.43941183 0.22795057999999996 0.27970513999999996 0.0 0.0 0.25419965999999994 0.22428834999999997 0.44428240999999996 0.30180864999999996 0.44140095999999995 0.40844088999999995 0.052449826 0.038025844999999996 0.30050735 0.26635752 0.32473011999999996 0.0 0.21644336999999997 0.47002955999999996 0.2725294 0.15710408999999997 0.0 0.0 0.18321374499999998 0.0 0.0 0.48891699999999993 0.38139244 0.15425052499999997 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
18 0.058590103 0.33147828999999995 0.30623306999999994 0.46294676999999995 0.4157653499999999 0.21291126999999999 0.3303442999999999 0.14459673799999997 0.31774028 0.39998244 0.25996256 0.16330013699999998 0.4650846199999999 0.27762306 0.037232052 0.25996256 0.25996256 0.0 0.19690527999999996 0.4699737899999999 0.32748143999999996 0.46709233999999994 0.38105781999999994 0.28002117 0.27260376 0.21066187999999997 0.023882572999999997 0.34956635999999996 0.25996256 0.132905487 0.47413795 0.26074334 0.23958791999999995 0.25996256 0.25996256 0.26568828 0.0 0.0 0.5145897899999999 0.40706523 0.23672506 0.18454293 0.40706523 0.5145897899999999 0.23672506 0.46209163 0.18454293 0.40706523 0.5145897899999999 0.23672506 0.46209163
19 0.176292688 0.26663636999999996 0.12018249099999999 0.34473296 0.27096783999999996 0.23189166 0.26550238 0.16358642299999998 0.3913938599999999 0.25518493 0.32244354999999997 0.22579413999999995 0.36192871 0.39531635 0.20679515999999998 0.32244354999999997 0.32244354999999997 0.22646337999999996 0.0 0.36681788 0.26262093 0.34887852999999996 0.20911891 0.31721975999999996 0.30982094 0.08705696999999998 0.23862123999999998 0.32469293999999993 0.32244354999999997 0.11106037799999997 0.30277532999999995 0.43924451999999997 0.28645330999999996 0.32244354999999997 0.32244354999999997 0.27892436 0.0 0.0 0.35531066999999994 0.34222330999999995 0.28323724 0.24702391999999998 0.34222330999999995 0.35531066999999994 0.28323724 0.34387782 0.24702391999999998 0.34222330999999995 0.35531066999999994 0.28323724 0.34387782
20 0.43690218 0.25023998999999997 0.38040716999999996 0.12199873399999998 0.21813506 0.36142677999999995 0.249106 0.4186096199999999 0.46311408 0.20237074 0.45952621 0.44790746 0.0048841507 0.56444817 0.46740836999999996 0.45952621 0.45952621 0.4870765899999999 0.38557518999999996 0.0 0.24624313999999997 0.15903745 0.25815932999999996 0.38893997999999996 0.42150965999999995 0.34765159 0.49923445 0.31480305999999997 0.45952621 0.37166986999999996 0.23023714999999997 0.63849214 0.48869391999999995 0.45952621 0.45952621 0.39916448 0.0 0.0 0.09853815399999999 0.13471987099999996 0.40347735999999995 0.4380175799999999 0.13471987099999996 0.09853815399999999 0.40347735999999995 0.121147312 0.4380175799999999 0.13471987099999996 0.09853815399999999 0.40347735999999995 0.121147312
21 0.32958210999999993 0.14292735599999998 0.27347749 0.158013141 0.11082800299999998 0.2541253 0.14179150699999998 0.31128954999999997 0.3677102 0.09505066999999999 0.35966073 0.34802339 0.17521074999999997 0.4690442899999999 0.3600883 0.35966073 0.35966073 0.37975652 0.27827370999999995 0.180094343 0.0 0.162156852 0.19937775 0.29353609999999997 0.32162558999999996 0.24035010999999998 0.39191437999999995 0.20750158 0.35966073 0.26434979999999997 0.19077058 0.54306967 0.38880984999999996 0.35966073 0.35966073 0.29184441 0.0 0.0 0.20965801999999997 0.21850685999999997 0.29615728999999996 0.33813350999999997 0.21850685999999997 0.20965801999999997 0.29615728999999996 0.15716171899999998 0.33813350999999997 0.21850685999999997 0.20965801999999997 0.29615728999999996 0.15716171899999998
22 0.41725254999999994 0.23059035999999997 0.36114793 0.10235653999999998 0.19850402 0.34179573999999996 0.22945636999999997 0.39895999 0.44348304 0.18272296899999999 0.43989516999999995 0.42827641999999994 0.027347748999999994 0.5448171299999999 0.44775873999999993 0.43989516999999995 0.43989516999999995 0.46742696 0.36594414999999997 0.032233200999999996 0.22659351 0.0 0.28221479 0.36930894 0.40186003 0.32802054999999997 0.47958481999999997 0.29517202 0.43989516999999995 0.35202023999999993 0.25429261 0.6188610999999999 0.4690442899999999 0.43989516999999995 0.43989516999999995 0.37953343999999994 0.0 0.0 0.12258989599999999 0.11507767699999999 0.38384631999999996 0.41836795 0.11507767699999999 0.12258989599999999 0.38384631999999996 0.10150511799999998 0.41836795 0.11507767699999999 0.12258989599999999 0.38384631999999996 0.10150511799999998
23 0.41333005999999994 0.22668645999999998 0.28937194 0.24808354999999999 0.19458152999999997 0.33787324999999996 0.22555246999999998 0.39505609 0.45145815 0.17880419699999997 0.44340868 0.43178993 0.23451285 0.5527922399999999 0.44383625 0.44340868 0.44340868 0.46350446999999995 0.36202165999999997 0.22964226999999998 0.22267101999999997 0.25222912 0.0 0.37728405 0.40539212999999996 0.30383496 0.47566232999999997 0.29124953 0.44340868 0.34809775 0.139196343 0.62683621 0.4725577999999999 0.44340868 0.44340868 0.37561095 0.0 0.0 0.19173726 0.30225480999999993 0.37992382999999996 0.4219000499999999 0.30225480999999993 0.19173726 0.37992382999999996 0.24722840999999998 0.4219000499999999 0.30225480999999993 0.19173726 0.37992382999999996 0.24722840999999998
24 0.25027717 0.26366196999999997 0.3821174499999999 0.39513044999999997 0.34793043999999995 0.24862265999999997 0.26252797999999994 0.21787479999999998 0.08447667799999999 0.33216611999999995 0.097519422 0.164820799 0.39726829999999996 0.18581448599999997 0.31853964999999995 0.097519422 0.097519422 0.29303417 0.27277107 0.4021388799999999 0.25966511999999997 0.39925742999999997 0.41360890999999994 0.0 0.128194781 0.34899007 0.30519202999999995 0.28379493999999994 0.097519422 0.26492609 0.4278860299999999 0.25985102 0.2056054 0.097519422 0.097519422 0.23170575999999996 0.0 0.0 0.44677347 0.33924890999999996 0.20274253999999997 0.154927201 0.33924890999999996 0.44677347 0.20274253999999997 0.39427530999999993 0.154927201 0.33924890999999996 0.44677347 0.20274253999999997 0.39427530999999993
25 0.24213474999999998 0.26778894999999997 0.36430822999999996 0.39923884 0.35205741999999995 0.23081343999999998 0.26663636999999996 0.20004698999999998 0.088594363 0.33627450999999997 0.038025844999999996 0.14700228399999998 0.40137669 0.18993403 0.31037864 0.038025844999999996 0.038025844999999996 0.28487315999999996 0.25496185 0.40626586 0.26377351 0.40338440999999997 0.41773589 0.0144234233 0.0 0.33118084999999997 0.29703102 0.28792191999999994 0.038025844999999996 0.24711686999999996 0.43201301 0.26397799999999993 0.18777759 0.038025844999999996 0.038025844999999996 0.21389654 0.0 0.0 0.4508818599999999 0.3433573 0.18492588399999998 0.13710868599999998 0.3433573 0.4508818599999999 0.18492588399999998 0.3983836999999999 0.13710868599999998 0.3433573 0.4508818599999999 0.18492588399999998 0.3983836999999999
26 0.18464331599999997 0.27498328 0.155676378 0.38023985999999993 0.30645615 0.24023856999999998 0.27384928999999997 0.17193705099999998 0.39974076999999997 0.29069183 0.33080905 0.23414105 0.39362465999999996 0.40366326 0.21516065999999998 0.33080905 0.33080905 0.23482888 0.140399116 0.38873548999999996 0.27098643 0.38436684 0.24460722 0.32556667 0.31816785 0.0 0.24696814999999997 0.33303984999999997 0.33080905 0.11941286499999998 0.29829513999999996 0.44759143 0.29481881 0.33080905 0.33080905 0.28727126999999997 0.0 0.0 0.35083047999999994 0.35057021999999993 0.29158415 0.25538942 0.35057021999999993 0.35083047999999994 0.29158415 0.37938471999999995 0.25538942 0.35057021999999993 0.35083047999999994 0.29158415 0.37938471999999995
27 0.19619885999999997 0.46910006 0.44385484 0.60054995 0.55336853 0.35051445 0.4679474799999999 0.28219619999999995 0.44327855 0.53758562 0.3854822399999999 0.28883283 0.6026877999999999 0.37016408 0.02481765 0.3854822399999999 0.3854822399999999 0.14933347 0.33450846 0.6075769699999999 0.4650846199999999 0.6046955199999999 0.5186609999999999 0.40554085 0.39812343999999994 0.34826505999999996 0.0 0.48718812999999994 0.3854822399999999 0.27052168 0.6117597199999999 0.29760730999999996 0.3651076 0.3854822399999999 0.3854822399999999 0.39122654999999995 0.0 0.0 0.65219297 0.54466841 0.36226333 0.31006260999999996 0.54466841 0.65219297 0.36226333 0.59969481 0.31006260999999996 0.54466841 0.65219297 0.36226333 0.59969481
28 0.18865131999999996 0.24739571999999999 0.2221505 0.37884560999999994 0.33166418999999997 0.088659428 0.24626172999999998 0.145836691 0.23886290999999996 0.31589986999999997 0.19530653999999997 0.18368779 0.38100205 0.34019699999999997 0.21915751 0.19530653999999997 0.19530653999999997 0.23882572999999996 0.11280969699999999 0.38587262999999994 0.24338027999999995 0.38299118 0.29695666 0.164692528 0.157286272 0.18902311999999996 0.25098359 0.0 0.19530653999999997 0.12342644599999998 0.40474148 0.41368326999999994 0.22445565999999997 0.19530653999999997 0.19530653999999997 0.12639340999999998 0.0 0.0 0.4305072199999999 0.32298266 0.13070628999999997 0.173794192 0.32298266 0.4305072199999999 0.13070628999999997 0.37800905999999995 0.173794192 0.32298266 0.4305072199999999 0.13070628999999997 0.37800905999999995
29 0.21146124999999996 0.30580549999999995 0.33363472999999993 0.43727397999999995 0.39007397 0.20013994 0.30467151 0.169380926 0.12662020799999998 0.37430965 0.0 0.116326925 0.43941183 0.22795057999999996 0.27970513999999996 0.0 0.0 0.25419965999999994 0.22428834999999997 0.44428240999999996 0.30180864999999996 0.44140095999999995 0.40844088999999995 0.052449826 0.038025844999999996 0.30050735 0.26635752 0.32473011999999996 0.0 0.21644336999999997 0.47002955999999996 0.2725294 0.15710408999999997 0.0 0.0 0.18321374499999998 0.0 0.0 0.48891699999999993 0.38139244 0.15425052499999997 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
30 0.082729218 0.24023856999999998 0.21499335 0.37170705 0.32452562999999995 0.12959274899999998 0.23910457999999998 0.061285652999999995 0.30768309 0.30874271999999997 0.22016136999999997 0.12348965199999999 0.3738449 0.29933618 0.122409573 0.22016136999999997 0.22016136999999997 0.132905487 0.10565812399999999 0.37873407 0.23624171999999996 0.3758526199999999 0.28981809999999997 0.24020139 0.23280256999999996 0.11941286499999998 0.14506334699999998 0.26626457 0.22016136999999997 0.0 0.39758433 0.34326435 0.18415811699999998 0.22016136999999997 0.22016136999999997 0.21027148999999998 0.0 0.0 0.4233500699999999 0.31582551 0.18130455199999998 0.144732445 0.31582551 0.4233500699999999 0.18130455199999998 0.37085190999999995 0.144732445 0.31582551 0.4233500699999999 0.18130455199999998 0.37085190999999995
31 0.32099352999999997 0.25832663999999994 0.164118097 0.27974231999999993 0.22622171 0.24551812999999997 0.25719264999999997 0.30270096999999996 0.39572532999999993 0.21045739 0.35216896 0.34055020999999996 0.26617161999999994 0.4970594199999999 0.35149971999999996 0.35216896 0.35216896 0.37116794 0.26966653999999995 0.26128244999999994 0.25432979 0.28386929999999994 0.041875833999999994 0.32155122999999997 0.31415240999999994 0.178582976 0.38332579999999994 0.32288971 0.35216896 0.25576121999999996 0.0 0.57054569 0.38133666999999993 0.35216896 0.35216896 0.28325583 0.0 0.0 0.22337743999999998 0.33391358 0.28756870999999995 0.33066032999999995 0.33391358 0.22337743999999998 0.28756870999999995 0.27888717999999996 0.33066032999999995 0.33391358 0.22337743999999998 0.28756870999999995 0.27888717999999996
32 0.27098643 0.49332283 0.50860381 0.62477272 0.5775913 0.39202591999999997 0.4921702499999999 0.29470726999999997 0.22917751999999997 0.5618083899999999 0.24555530999999997 0.24055459999999998 0.62691057 0.18904170999999997 0.28067181999999996 0.24555530999999997 0.24555530999999997 0.25516634 0.39925742999999997 0.6317997399999999 0.48930738999999995 0.62891829 0.5834099699999999 0.23995971999999996 0.27622881 0.4130140299999999 0.26732419999999996 0.5134557999999999 0.24555530999999997 0.33527065 0.65754689 0.0 0.34899007 0.24555530999999997 0.24555530999999997 0.3751090199999999 0.0 0.0 0.6764157399999999 0.5688911799999999 0.3461458 0.2617843799999999 0.5688911799999999 0.6764157399999999 0.3461458 0.6239175799999999 0.2617843799999999 0.5688911799999999 0.6764157399999999 0.3461458 0.6239175799999999
33 0.20307715999999998 0.26516776 0.32525064 0.39661765 0.34943622999999996 0.19175585 0.26403376999999995 0.16100427199999998 0.16312724999999997 0.33367190999999996 0.11957459799999999 0.107950271 0.3987740899999999 0.26446134 0.27132104999999995 0.11957459799999999 0.11957459799999999 0.24581556999999998 0.21590426 0.40364467 0.26115232 0.40076322 0.330902 0.088956868 0.08154875299999999 0.29212325999999994 0.25797342999999995 0.20108803 0.11957459799999999 0.20805927999999999 0.42939182 0.33794760999999995 0.0 0.11957459799999999 0.11957459799999999 0.050655890999999995 0.0 0.0 0.44827925999999996 0.34075469999999997 0.145873871 0.09805853199999998 0.34075469999999997 0.44827925999999996 0.145873871 0.39578109999999994 0.09805853199999998 0.34075469999999997 0.44827925999999996 0.145873871 0.39578109999999994
34 0.21146124999999996 0.30580549999999995 0.33363472999999993 0.43727397999999995 0.39007397 0.20013994 0.30467151 0.169380926 0.12662020799999998 0.37430965 0.0 0.116326925 0.43941183 0.22795057999999996 0.27970513999999996 0.0 0.0 0.25419965999999994 0.22428834999999997 0.44428240999999996 0.30180864999999996 0.44140095999999995 0.40844088999999995 0.052449826 0.038025844999999996 0.30050735 0.26635752 0.32473011999999996 0.0 0.21644336999999997 0.47002955999999996 0.2725294 0.15710408999999997 0.0 0.0 0.18321374499999998 0.0 0.0 0.48891699999999993 0.38139244 0.15425052499999997 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
