param n := 24.0;
param numVehicles := 4.0;
set Origin := 49 51 52 53 54;
set O := 51 52 53 54;
param Ok := 1 51 2 52 3 53 4 54;
set S := 60 61 62 63 64;
set F := 50 55 56 57 58 59;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64:=
44 6.0972 5.053 2.3174 4.9684 1.94802 4.9684 5.2646 3.0256 2.1662 5.424 3.7592 1.75532 4.6244 4.5358 2.6034 5.1288 3.4552 2.1892 5.2136 0.0 0.88532 1.0913 2.8076 1.12966 6.8936 5.282 3.8024 4.9684 4.3974 4.9684 4.3188 3.4656 6.3576 6.4234 3.2078 5.2904 4.408 5.7324 1.96984 5.6388 6.0296 6.4872 4.2766 0.0 2.4288 1.71518 3.6456 1.80796 0.0 0.0 1.32782 4.7368 1.47382 4.3652 4.7368 1.47382 1.03566 4.3652 1.32782 4.7368 1.47382 1.03566 4.3652 1.32782
45 5.3714 3.8052 2.4036 3.8126 3.6054 3.8126 4.0168 3.112 3.8236 4.2684 2.5114 3.2496 2.8428 3.2882 4.0976 3.9732 2.2076 2.2754 4.058 2.8104 2.5426 2.4826 2.894 2.826 6.162 4.1262 1.52378 3.8126 3.4576 3.8126 3.0712 3.5518 5.6258 5.6976 3.4002 4.1348 3.2522 5.0008 4.1122 4.4832 4.874 5.7614 2.4948 2.8104 0.0 3.8574 3.2138 3.3022 0.0 0.0 3.0242 3.5812 3.6162 3.1176 3.5812 3.6162 2.427 3.1176 3.0242 3.5812 3.6162 2.427 3.1176 3.0242
46 5.159 5.5708 3.5272 4.0302 4.4568 4.0302 5.2964 3.0934 4.675 4.4858 4.313 1.74308 5.8342 5.0896 1.6651 4.1906 4.665 3.399 4.2754 2.5968 3.394 3.6 3.2734 2.3394 5.9554 4.3438 5.5832 4.0302 3.459 4.0302 3.9626 3.9314 5.4194 5.4852 2.3516 4.3522 3.4698 4.7942 0.76978 4.7006 5.0914 5.5488 5.4862 2.5968 4.4174 0.0 2.7072 1.79572 0.0 0.0 2.5376 3.7986 1.8956 4.009 3.7986 1.8956 3.5444 4.009 2.5376 3.7986 1.8956 3.5444 4.009 2.5376
47 2.8816 2.9554 2.4478 1.32284 5.4216 1.32284 2.681 2.5822 5.6398 1.7785 2.4196 2.5518 3.823 2.4744 1.39716 1.48336 2.8698 2.3196 1.56818 3.7876 4.3588 4.2988 1.81218 3.4802 3.6722 1.63648 4.43 1.32284 0.75184 1.32284 1.82338 2.038 3.136 3.2078 1.6404 1.64502 0.7625 2.511 2.5466 1.99338 2.3842 3.2716 3.475 3.7876 4.0162 3.3278 0.0 2.6044 0.0 0.0 3.6784 1.09136 3.0864 1.6058 1.09136 3.0864 4.2432 1.6058 3.6784 1.09136 3.0864 4.2432 1.6058 3.6784
48 4.4762 4.806 3.0724 3.3474 4.586 3.3474 4.5316 2.5286 4.8042 3.803 3.7482 1.37832 5.3794 4.3248 0.98234 3.5078 4.2102 2.9442 3.5926 2.726 3.5234 3.7294 2.7086 2.4686 5.2726 3.661 5.1284 3.3474 2.7764 3.3474 3.1978 3.3666 4.7366 4.8024 1.5869 3.6696 2.787 4.1114 1.81484 4.0178 4.4086 4.8662 5.0316 2.726 3.9628 2.2662 2.0246 0.0 0.0 0.0 2.6668 3.1158 2.0248 3.2442 3.1158 2.0248 3.6736 3.2442 2.6668 3.1158 2.0248 3.6736 3.2442 2.6668
49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
51 4.8572 4.915 2.4094 3.7284 3.443 3.7284 4.9126 1.86562 3.6612 4.184 3.0852 0.51532 4.7164 4.3978 1.36334 3.8888 3.5472 2.2812 3.9736 1.583 2.3804 2.5862 2.0456 1.32566 5.6536 4.042 4.4654 3.7284 3.1574 3.7284 3.5788 2.7036 5.1176 5.1834 1.9679 4.0504 3.168 4.4924 1.37784 4.3988 4.7896 5.2472 4.3686 1.583 3.2998 1.12318 2.4056 0.56796 0.0 0.0 0.0 3.4968 0.88182 3.6252 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
52 2.442 2.1978 3.0432 1.14506 6.5128 1.14506 1.9234 3.6734 6.7312 1.02082 3.015 3.6432 3.0652 1.71664 2.4884 0.72566 2.505 2.915 0.81048 4.8788 5.4502 5.3902 2.9036 4.5716 2.9144 1.27182 4.7974 1.14506 1.84318 1.14506 1.55272 3.1294 2.3784 2.7682 2.7318 1.28034 1.12984 1.75326 3.6378 1.23568 1.62642 2.832 2.7174 4.8788 5.1076 4.419 1.09136 3.6958 0.0 0.0 4.7696 0.0 4.1776 1.24112 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
53 5.4002 5.8122 3.7684 4.2714 4.6982 4.2714 5.5376 3.3348 4.9164 4.7272 4.5542 1.98444 6.0756 5.331 1.90646 4.432 4.9064 3.6402 4.5168 2.8382 3.6354 3.8414 3.5148 2.5808 6.1968 4.5852 5.8246 4.2714 3.7004 4.2714 4.204 4.1728 5.6608 5.7266 2.593 4.5936 3.7112 5.0356 1.01114 4.942 5.3328 5.7902 5.7276 2.8382 4.6588 0.24136 2.9486 2.037 0.0 0.0 2.779 4.04 0.0 4.2504 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
54 2.9856 1.82336 3.0218 2.1336 6.5694 2.1336 1.54896 3.73 6.7876 1.56438 2.9936 3.8678 2.6908 1.34222 3.459 1.26924 2.4836 2.8936 1.43006 4.9354 5.5068 5.4466 3.09 4.628 3.458 1.74636 4.7758 2.1336 2.4138 2.1336 2.0272 3.316 2.922 3.3118 3.5962 1.75488 2.1184 2.2968 4.6084 1.77926 2.17 3.3756 2.343 4.9354 5.0902 4.4756 2.0798 3.9204 0.0 0.0 4.8262 1.3222 4.2342 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
55 2.442 2.1978 3.0432 1.14506 6.5128 1.14506 1.9234 3.6734 6.7312 1.02082 3.015 3.6432 3.0652 1.71664 2.4884 0.72566 2.505 2.915 0.81048 4.8788 5.4502 5.3902 2.9036 4.5716 2.9144 1.27182 4.7974 1.14506 1.84318 1.14506 1.55272 3.1294 2.3784 2.7682 2.7318 1.28034 1.12984 1.75326 3.6378 1.23568 1.62642 2.832 2.7174 4.8788 5.1076 4.419 1.09136 3.6958 0.0 0.0 4.7696 0.0 4.1776 1.24112 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
56 5.4002 5.8122 3.7684 4.2714 4.6982 4.2714 5.5376 3.3348 4.9164 4.7272 4.5542 1.98444 6.0756 5.331 1.90646 4.432 4.9064 3.6402 4.5168 2.8382 3.6354 3.8414 3.5148 2.5808 6.1968 4.5852 5.8246 4.2714 3.7004 4.2714 4.204 4.1728 5.6608 5.7266 2.593 4.5936 3.7112 5.0356 1.01114 4.942 5.3328 5.7902 5.7276 2.8382 4.6588 0.24136 2.9486 2.037 0.0 0.0 2.779 4.04 0.0 4.2504 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
57 5.5576 4.5134 1.7778 4.4288 2.9194 4.4288 4.725 2.486 3.1378 4.8844 3.2196 1.2158 4.0848 3.9964 2.0638 4.5894 2.9156 1.64964 4.6742 1.05946 1.85678 0.055646 2.2682 0.59012 6.3542 4.7424 3.834 4.4288 3.8578 4.4288 3.7794 2.926 5.818 5.8838 2.6684 4.751 3.8684 5.193 2.0784 5.0994 5.49 5.9476 3.737 1.05946 2.6682 1.82366 3.106 1.26844 0.0 0.0 0.78828 4.1974 1.5823 3.8258 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
58 2.9856 1.82336 3.0218 2.1336 6.5694 2.1336 1.54896 3.73 6.7876 1.56438 2.9936 3.8678 2.6908 1.34222 3.459 1.26924 2.4836 2.8936 1.43006 4.9354 5.5068 5.4466 3.09 4.628 3.458 1.74636 4.7758 2.1336 2.4138 2.1336 2.0272 3.316 2.922 3.3118 3.5962 1.75488 2.1184 2.2968 4.6084 1.77926 2.17 3.3756 2.343 4.9354 5.0902 4.4756 2.0798 3.9204 0.0 0.0 4.8262 1.3222 4.2342 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
59 4.8572 4.915 2.4094 3.7284 3.443 3.7284 4.9126 1.86562 3.6612 4.184 3.0852 0.51532 4.7164 4.3978 1.36334 3.8888 3.5472 2.2812 3.9736 1.583 2.3804 2.5862 2.0456 1.32566 5.6536 4.042 4.4654 3.7284 3.1574 3.7284 3.5788 2.7036 5.1176 5.1834 1.9679 4.0504 3.168 4.4924 1.37784 4.3988 4.7896 5.2472 4.3686 1.583 3.2998 1.12318 2.4056 0.56796 0.0 0.0 0.0 3.4968 0.88182 3.6252 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
60 2.442 2.1978 3.0432 1.14506 6.5128 1.14506 1.9234 3.6734 6.7312 1.02082 3.015 3.6432 3.0652 1.71664 2.4884 0.72566 2.505 2.915 0.81048 4.8788 5.4502 5.3902 2.9036 4.5716 2.9144 1.27182 4.7974 1.14506 1.84318 1.14506 1.55272 3.1294 2.3784 2.7682 2.7318 1.28034 1.12984 1.75326 3.6378 1.23568 1.62642 2.832 2.7174 4.8788 5.1076 4.419 1.09136 3.6958 0.0 0.0 4.7696 0.0 4.1776 1.24112 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
61 5.4002 5.8122 3.7684 4.2714 4.6982 4.2714 5.5376 3.3348 4.9164 4.7272 4.5542 1.98444 6.0756 5.331 1.90646 4.432 4.9064 3.6402 4.5168 2.8382 3.6354 3.8414 3.5148 2.5808 6.1968 4.5852 5.8246 4.2714 3.7004 4.2714 4.204 4.1728 5.6608 5.7266 2.593 4.5936 3.7112 5.0356 1.01114 4.942 5.3328 5.7902 5.7276 2.8382 4.6588 0.24136 2.9486 2.037 0.0 0.0 2.779 4.04 0.0 4.2504 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
62 5.5576 4.5134 1.7778 4.4288 2.9194 4.4288 4.725 2.486 3.1378 4.8844 3.2196 1.2158 4.0848 3.9964 2.0638 4.5894 2.9156 1.64964 4.6742 1.05946 1.85678 0.055646 2.2682 0.59012 6.3542 4.7424 3.834 4.4288 3.8578 4.4288 3.7794 2.926 5.818 5.8838 2.6684 4.751 3.8684 5.193 2.0784 5.0994 5.49 5.9476 3.737 1.05946 2.6682 1.82366 3.106 1.26844 0.0 0.0 0.78828 4.1974 1.5823 3.8258 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
63 2.9856 1.82336 3.0218 2.1336 6.5694 2.1336 1.54896 3.73 6.7876 1.56438 2.9936 3.8678 2.6908 1.34222 3.459 1.26924 2.4836 2.8936 1.43006 4.9354 5.5068 5.4466 3.09 4.628 3.458 1.74636 4.7758 2.1336 2.4138 2.1336 2.0272 3.316 2.922 3.3118 3.5962 1.75488 2.1184 2.2968 4.6084 1.77926 2.17 3.3756 2.343 4.9354 5.0902 4.4756 2.0798 3.9204 0.0 0.0 4.8262 1.3222 4.2342 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
64 4.8572 4.915 2.4094 3.7284 3.443 3.7284 4.9126 1.86562 3.6612 4.184 3.0852 0.51532 4.7164 4.3978 1.36334 3.8888 3.5472 2.2812 3.9736 1.583 2.3804 2.5862 2.0456 1.32566 5.6536 4.042 4.4654 3.7284 3.1574 3.7284 3.5788 2.7036 5.1176 5.1834 1.9679 4.0504 3.168 4.4924 1.37784 4.3988 4.7896 5.2472 4.3686 1.583 3.2998 1.12318 2.4056 0.56796 0.0 0.0 0.0 3.4968 0.88182 3.6252 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 0.0 19 0.0 20 0.0 21 0.0 22 0.0 23 0.0 24 0.0 25 0.0 26 2.0 27 4.0 28 5.0 29 16.0 30 30.0 31 31.0 32 35.0 33 42.0 34 54.0 35 55.0 36 59.0 37 61.0 38 86.0 39 99.0 40 124.0 41 154.0 42 256.0 43 287.0 44 321.0 45 366.0 46 408.0 47 412.0 48 420.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0 63 0.0 64 0.0;
param dep := 1 439.0 2 439.0 3 439.0 4 439.0 5 439.0 6 439.0 7 439.0 8 439.0 9 439.0 10 439.0 11 439.0 12 439.0 13 439.0 14 439.0 15 439.0 16 439.0 17 439.0 18 439.0 19 439.0 20 439.0 21 439.0 22 439.0 23 439.0 24 439.0 25 15.0 26 17.0 27 19.0 28 20.0 29 31.0 30 45.0 31 46.0 32 50.0 33 57.0 34 69.0 35 70.0 36 74.0 37 76.0 38 101.0 39 114.0 40 139.0 41 169.0 42 271.0 43 302.0 44 336.0 45 381.0 46 423.0 47 427.0 48 435.0 49 439.0 50 439.0 51 439.0 52 439.0 53 439.0 54 439.0 55 439.0 56 439.0 57 439.0 58 439.0 59 439.0 60 439.0 61 439.0 62 439.0 63 439.0 64 439.0;
param d := 1 0.6 2 0.6 3 0.6 4 0.6 5 0.6 6 0.6 7 0.6 8 0.6 9 0.6 10 0.6 11 0.6 12 0.6 13 0.6 14 0.6 15 0.6 16 0.6 17 0.6 18 0.6 19 0.6 20 0.6 21 0.6 22 0.6 23 0.6 24 0.6 25 0.6 26 0.6 27 0.6 28 0.6 29 0.6 30 0.6 31 0.6 32 0.6 33 0.6 34 0.6 35 0.6 36 0.6 37 0.6 38 0.6 39 0.6 40 0.6 41 0.6 42 0.6 43 0.6 44 0.6 45 0.6 46 0.6 47 0.6 48 0.6 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0 63 0.0 64 0.0;
param l := 1 1.0 2 1.0 3 1.0 4 1.0 5 1.0 6 1.0 7 1.0 8 1.0 9 1.0 10 1.0 11 1.0 12 1.0 13 1.0 14 1.0 15 1.0 16 1.0 17 1.0 18 1.0 19 1.0 20 1.0 21 1.0 22 1.0 23 1.0 24 1.0 25 -1.0 26 -1.0 27 -1.0 28 -1.0 29 -1.0 30 -1.0 31 -1.0 32 -1.0 33 -1.0 34 -1.0 35 -1.0 36 -1.0 37 -1.0 38 -1.0 39 -1.0 40 -1.0 41 -1.0 42 -1.0 43 -1.0 44 -1.0 45 -1.0 46 -1.0 47 -1.0 48 -1.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0 63 0.0 64 0.0;
param u := 1 8 2 8 3 8 4 8 5 8 6 8 7 8 8 8 9 8 10 8 11 8 12 8 13 8 14 8 15 8 16 8 17 8 18 8 19 8 20 8 21 8 22 8 23 8 24 8;
param c := 1 3 2 3 3 3 4 3;
param Q := 3.5;
param Binit := 1 3.5 2 3.5 3 3.5 4 3.5;
param r := 0.0;
param beta:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64:=
1 0.0 0.25851254 0.45986082999999994 0.19142123 0.7318139399999999 0.19142123 0.23300706 0.46789170999999996 0.7520956299999999 0.19298279 0.45725823 0.46506602999999996 0.3830097699999999 0.2576574 0.35774596 0.16554394999999997 0.4098537299999999 0.44796322999999993 0.173427969 0.5799336399999999 0.63302668 0.6274496799999999 0.44335290999999993 0.5513608099999999 0.125093969 0.29950349 0.6082276199999999 0.19142123 0.34478873 0.19142123 0.32560385 0.46435961 0.14627727399999998 0.06632354299999998 0.38035139999999995 0.30028426999999996 0.28630458999999997 0.10285847 0.4645826899999999 0.16331500899999998 0.24927330999999997 0.07224631699999999 0.35066316999999997 0.5799336399999999 0.6011820099999999 0.5371952299999999 0.27490891999999995 0.4699737899999999 0.0 0.0 0.5697834999999999 0.22493899999999997 0.5147571 0.29664062999999996 0.22493899999999997 0.5147571 0.62228166 0.29664062999999996 0.5697834999999999 0.22493899999999997 0.5147571 0.62228166 0.29664062999999996 0.5697834999999999
2 0.35947482999999997 0.0 0.42128657999999997 0.37479298999999994 0.7510359999999999 0.37479298999999994 0.13864421999999998 0.48711376999999995 0.77133628 0.26035294999999997 0.41866538999999997 0.49992227999999994 0.34441692999999995 0.21906455999999996 0.49966202 0.23291410999999995 0.37126088999999995 0.40937039 0.24786046999999997 0.5991557 0.6522673299999999 0.6466903299999999 0.46053006999999996 0.57058287 0.28689946999999993 0.35441835 0.5696347799999999 0.37479298999999994 0.41645318 0.37479298999999994 0.3805187099999999 0.48153676999999995 0.38654186999999995 0.35066316999999997 0.50759995 0.35521771999999996 0.37338015 0.32842952999999997 0.5800823599999999 0.20558681 0.31664347 0.34473296 0.31208892 0.5991557 0.59885826 0.55641729 0.36981086999999996 0.5048114499999999 0.0 0.0 0.5890055599999999 0.29937336 0.5339791599999999 0.35155548999999997 0.29937336 0.5339791599999999 0.64150372 0.35155548999999997 0.5890055599999999 0.29937336 0.5339791599999999 0.64150372 0.35155548999999997 0.5890055599999999
3 0.37471862999999994 0.32376343999999996 0.0 0.26533506999999995 0.45556653999999996 0.26533506999999995 0.33432256 0.19164430999999996 0.4758482299999999 0.30768309 0.15367609399999999 0.20443422999999997 0.36386207 0.2756897 0.18076915999999998 0.28024425 0.25518493 0.144381094 0.28812641 0.30368623999999994 0.35677928 0.35120228 0.057056428 0.27511340999999995 0.44874400999999997 0.29448419 0.34053162 0.26533506999999995 0.21224202999999997 0.26533506999999995 0.21034584999999997 0.118208233 0.39892280999999996 0.4050389199999999 0.104109577 0.29526496999999996 0.21324589 0.34081047 0.27048449999999996 0.32764874999999993 0.36397360999999995 0.4109505399999999 0.33151547 0.30368623999999994 0.32493460999999996 0.26094783 0.14236965599999998 0.20934199 0.0 0.0 0.29353609999999997 0.24380785 0.23850969999999996 0.21465873 0.24380785 0.23850969999999996 0.34603426 0.21465873 0.29353609999999997 0.24380785 0.23850969999999996 0.34603426 0.21465873 0.29353609999999997
4 0.22795057999999996 0.27970513999999996 0.32175571999999997 0.0 0.5984492799999999 0.0 0.25419965999999994 0.33452705 0.61873097 0.17030484899999998 0.31913452999999997 0.33170136999999994 0.36032996999999994 0.23497759999999998 0.22438129999999998 0.142871586 0.27173002999999996 0.30983953 0.150755605 0.44656898 0.49966202 0.49408501999999993 0.30876130999999996 0.41799614999999996 0.2725294 0.15710408999999997 0.4848086099999999 0.0 0.21021572 0.0 0.18321374499999998 0.32976801 0.22268960999999998 0.25828945999999997 0.24698673999999998 0.157896024 0.14390704899999998 0.16458284699999998 0.33121803 0.19026864999999998 0.22659351 0.26420108 0.32800196 0.44656898 0.46781734999999997 0.40383056999999994 0.140330333 0.33660913 0.0 0.0 0.4364188399999999 0.10643332699999998 0.38139244 0.15425052499999997 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
5 0.60685196 0.50979357 0.25551955 0.50193 0.0 0.50193 0.5294617899999999 0.32134673999999996 0.020289125999999998 0.5442780199999999 0.38953486 0.20328164999999995 0.46995519999999996 0.46171982999999994 0.28210324999999997 0.51683918 0.36127805999999996 0.24360336 0.5247213399999999 0.04829867899999999 0.090525864 0.11432106399999999 0.30108363999999993 0.145119117 0.6808773399999999 0.5310791199999999 0.36631594999999995 0.50193 0.44885554999999994 0.50193 0.44154967999999994 0.36224474 0.63105614 0.63717225 0.33830082 0.53187849 0.44984082 0.5729437999999999 0.22321013 0.5642436799999999 0.6005685399999999 0.6431024599999999 0.43762718999999994 0.04829867899999999 0.23863983 0.19954505999999997 0.37897574 0.20817081999999995 0.0 0.0 0.16353994799999996 0.48040278 0.17711064799999998 0.44586255999999996 0.48040278 0.17711064799999998 0.109147467 0.44586255999999996 0.16353994799999996 0.48040278 0.17711064799999998 0.109147467 0.44586255999999996 0.16353994799999996
6 0.22795057999999996 0.27970513999999996 0.32175571999999997 0.0 0.5984492799999999 0.0 0.25419965999999994 0.33452705 0.61873097 0.17030484899999998 0.31913452999999997 0.33170136999999994 0.36032996999999994 0.23497759999999998 0.22438129999999998 0.142871586 0.27173002999999996 0.30983953 0.150755605 0.44656898 0.49966202 0.49408501999999993 0.30876130999999996 0.41799614999999996 0.2725294 0.15710408999999997 0.4848086099999999 0.0 0.21021572 0.0 0.18321374499999998 0.32976801 0.22268960999999998 0.25828945999999997 0.24698673999999998 0.157896024 0.14390704899999998 0.16458284699999998 0.33121803 0.19026864999999998 0.22659351 0.26420108 0.32800196 0.44656898 0.46781734999999997 0.40383056999999994 0.140330333 0.33660913 0.0 0.0 0.4364188399999999 0.10643332699999998 0.38139244 0.15425052499999997 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
7 0.27762306 0.037232052 0.29437264999999996 0.25996256 0.62412207 0.25996256 0.0 0.36019983999999994 0.64440376 0.145520661 0.29175145999999996 0.37298976 0.21750299999999997 0.09215062999999998 0.38483158999999995 0.118085539 0.24434695999999997 0.28245645999999996 0.133033758 0.4722417699999999 0.5253348099999999 0.51975781 0.33361613999999995 0.44366893999999996 0.26074334 0.23958791999999995 0.44272084999999994 0.25996256 0.30162275 0.25996256 0.26568828 0.35462283999999994 0.27171143999999997 0.30794335 0.3806674299999999 0.24036869999999996 0.25854972 0.2135991 0.45316842999999996 0.165491898 0.20181303999999997 0.31385496999999996 0.185165695 0.4722417699999999 0.47194432999999997 0.42950335999999995 0.25496185 0.37789751999999993 0.0 0.0 0.46209163 0.18454293 0.40706523 0.23672506 0.18454293 0.40706523 0.5145897899999999 0.23672506 0.46209163 0.18454293 0.40706523 0.5145897899999999 0.23672506 0.46209163
8 0.4477959199999999 0.45316842999999996 0.22027291 0.34287396 0.31636462 0.34287396 0.45294534999999997 0.0 0.33664630999999995 0.38522197999999996 0.28308851999999995 0.04422561 0.43470855999999997 0.4051132799999999 0.12304906899999998 0.35780173 0.32603141999999996 0.20835672 0.36568388999999996 0.143466466 0.21757736 0.23672506 0.18647629 0.119546713 0.52183989 0.37202307999999995 0.41139669999999995 0.34287396 0.28979951 0.34287396 0.32898722999999996 0.2476188 0.4720001 0.47811620999999993 0.17924292099999997 0.37282244999999997 0.29078477999999996 0.41390635 0.12439684399999998 0.40520622999999995 0.4415125 0.48404642 0.40238054999999995 0.143466466 0.30303558999999997 0.10072805599999998 0.2199197 0.049118498 0.0 0.0 0.13796568499999998 0.32136532999999995 0.07829364399999998 0.33330011 0.32136532999999995 0.07829364399999998 0.23155704 0.33330011 0.13796568499999998 0.32136532999999995 0.07829364399999998 0.23155704 0.33330011 0.13796568499999998
9 0.5865516799999999 0.48951187999999995 0.23521926999999998 0.48162972 0.16901656199999998 0.48162972 0.5091800999999999 0.30106504999999995 0.0 0.52399633 0.36923458 0.18298694699999998 0.44967350999999994 0.44143814 0.26180296999999997 0.49655748999999993 0.34099637 0.22332166999999997 0.5044396499999999 0.028009552999999996 0.070238597 0.094031938 0.28080194999999997 0.12483184999999998 0.66059565 0.51079743 0.34603426 0.48162972 0.42855526999999993 0.48162972 0.4212679899999999 0.34196304999999994 0.61077445 0.61689056 0.31800053999999994 0.5115782099999999 0.42955913 0.55266211 0.20292843999999996 0.5439619899999999 0.58028685 0.62280218 0.41732690999999994 0.028009552999999996 0.21833955 0.17925593399999998 0.35867545999999995 0.18788912999999996 0.0 0.0 0.143250822 0.46012108999999995 0.156821522 0.42558086999999994 0.46012108999999995 0.156821522 0.08886019999999999 0.42558086999999994 0.143250822 0.46012108999999995 0.156821522 0.08886019999999999 0.42558086999999994 0.143250822
10 0.18316912899999999 0.25118808 0.4086825599999999 0.18317656499999999 0.7384505699999999 0.18317656499999999 0.22568259999999998 0.47452833999999994 0.75873226 0.0 0.4060613699999999 0.4813694599999999 0.33181290999999996 0.20647912999999998 0.37404939 0.114358244 0.35865686999999996 0.39676637 0.122244122 0.5865516799999999 0.63966331 0.6340863099999999 0.4126236399999999 0.55799744 0.22709543999999998 0.26094783 0.55704935 0.18317656499999999 0.31405945999999996 0.18317656499999999 0.28706677999999997 0.43361174999999996 0.177261227 0.21348756 0.39665483 0.26174719999999996 0.24774892999999998 0.11915446399999999 0.48086752999999993 0.16176646199999997 0.05629052 0.21941776999999996 0.29948489999999994 0.5865516799999999 0.5862542399999999 0.5438132699999999 0.24417964999999994 0.4862586299999999 0.0 0.0 0.57640154 0.17375143499999998 0.5213937299999999 0.25810356 0.17375143499999998 0.5213937299999999 0.62891829 0.25810356 0.57640154 0.17375143499999998 0.5213937299999999 0.62891829 0.25810356 0.57640154
11 0.39674777999999994 0.34579258999999996 0.033521487999999995 0.28736422 0.36328577999999995 0.28736422 0.35635171 0.099356114 0.38356746999999997 0.32973083 0.0 0.112155329 0.36434541 0.29773743999999996 0.19097507 0.30229199 0.25566827 0.021607157 0.31017415 0.21138688999999997 0.26449851999999996 0.25892151999999996 0.07909859099999998 0.182828932 0.47079175 0.31651334 0.34101496 0.28736422 0.23428976999999998 0.28736422 0.23239358999999998 0.140250396 0.42095196 0.42706806999999997 0.12615173999999998 0.31731271 0.23527504 0.36285820999999996 0.19233213999999998 0.34969648999999997 0.38600275999999994 0.43299828 0.33199881 0.21138688999999997 0.23265385 0.16865777499999998 0.164411819 0.117048217 0.0 0.0 0.20125533999999998 0.26585559 0.146223363 0.23670647 0.26585559 0.146223363 0.25375349999999997 0.23670647 0.20125533999999998 0.26585559 0.146223363 0.25375349999999997 0.23670647 0.20125533999999998
