param n := 36.0;
param numVehicles := 3.0;
set Origin := 73 75 76 77;
set O := 75 76 77;
param Ok := 1 75 2 76 3 77;
set S := 83 84 85 86 87;
set F := 74 78 79 80 81 82;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87:=
2 0.33993673999999996 0.0 0.24165140999999998 0.33556808999999993 0.19006415999999998 0.25367913999999997 0.21222343999999996 0.23780327999999995 0.26514916999999993 0.140018021 0.14709895199999998 0.38763867999999996 0.42528342999999996 0.25953498999999997 0.45212738999999996 0.14368025099999998 0.31801913 0.41089476999999996 0.21525360999999996 0.29394507999999997 0.27161849 0.23183589 0.32950775 0.36330436999999993 0.28379493999999994 0.22439989 0.18688527 0.24810213999999997 0.176742566 0.13883755599999997 0.30034004 0.29290404 0.36544222 0.35049585999999994 0.28615587 0.2056054 0.1881308 0.39252784999999996 0.31997107999999996 0.32034288 0.27786472999999995 0.121786808 0.031976659 0.23780327999999995 0.23577696999999997 0.143955383 0.25107653999999996 0.25633751 0.22371206 0.30236635 0.45212738999999996 0.20103225999999996 0.31801913 0.21350615 0.23525644999999998 0.25111372 0.20203611999999999 0.37033139 0.12577808099999999 0.36744994 0.19326163999999998 0.36990381999999994 0.174982093 0.243529 0.18933914999999998 0.13883755599999997 0.15159401399999997 0.22155561999999998 0.39605995 0.42396353999999997 0.23475451999999997 0.2056054 0.0 0.0 0.41494738999999997 0.14099585499999998 0.14099585499999998 0.184083757 0.30742283 0.41494738999999997 0.14099585499999998 0.36244922999999996 0.184083757 0.30742283 0.41494738999999997 0.14099585499999998 0.36244922999999996
3 0.16815212699999998 0.21304139999999996 0.0 0.2004002 0.157708265 0.36670633999999996 0.26836523999999995 0.13778164399999998 0.26440557 0.33521487999999994 0.18278617499999997 0.50064729 0.53831063 0.08775781299999999 0.565136 0.17007247399999997 0.146245671 0.24562966999999997 0.32177431 0.4069536899999999 0.38464569 0.34486309 0.32874555999999994 0.47633157 0.09788564499999998 0.28054169 0.21326447999999998 0.24733994999999998 0.28976232999999996 0.33402511999999995 0.4133672399999999 0.40593124 0.4784694199999999 0.20828236 0.10025029299999999 0.19062186 0.18738719999999998 0.50555505 0.148193903 0.18444440299999998 0.27710253999999995 0.18145698999999998 0.22716979999999998 0.13778164399999998 0.09986919799999999 0.33913737 0.15104932699999998 0.36936471 0.37912446 0.13058173699999998 0.565136 0.31405945999999996 0.146245671 0.32653334999999994 0.27094925 0.25037012 0.27210183 0.4833585899999999 0.32097493999999993 0.48047713999999997 0.34867403999999996 0.19813222 0.21066187999999997 0.35653760999999995 0.30236635 0.33402511999999995 0.34677785999999994 0.25722982999999994 0.48752274999999995 0.25219194 0.17024164299999997 0.19062186 0.0 0.0 0.5279745899999999 0.167388078 0.167388078 0.11520037099999998 0.4204500299999999 0.5279745899999999 0.167388078 0.47547642999999995 0.11520037099999998 0.4204500299999999 0.5279745899999999 0.167388078 0.47547642999999995
4 0.11307925199999999 0.26652483 0.18155923499999999 0.0 0.19112379 0.40199015999999993 0.25157846999999994 0.129406849 0.34021558999999996 0.38869830999999994 0.2162017 0.5359311099999999 0.57359445 0.12823753799999998 0.6004198199999999 0.23564684 0.09600619599999999 0.16081279499999998 0.39758433 0.44223750999999994 0.41991091999999997 0.38014691 0.40455557999999997 0.5115968 0.22369346999999998 0.26375492 0.27885 0.32314996999999995 0.36557234999999993 0.38752713999999994 0.44863246999999995 0.4241680299999999 0.51373465 0.12345619 0.22605439999999996 0.13238682599999999 0.26319721999999995 0.5408202799999999 0.06337702799999999 0.26024140999999995 0.35291256 0.24702391999999998 0.28065323 0.129406849 0.17566992299999998 0.3926393899999999 0.116141025 0.40464852999999995 0.36235628 0.17106146199999997 0.6004198199999999 0.38985089 0.09600619599999999 0.40232478 0.25416247999999997 0.32616154999999997 0.32560385 0.51862382 0.37445837 0.51574237 0.33188727 0.113315345 0.12678194099999998 0.39182142999999997 0.37815777999999994 0.38752713999999994 0.40027988 0.17334803199999999 0.54437097 0.16737878299999998 0.23581414999999997 0.13238682599999999 0.0 0.0 0.56325841 0.23296988 0.23296988 0.148615896 0.45571525999999996 0.56325841 0.23296988 0.5107416599999999 0.148615896 0.45571525999999996 0.56325841 0.23296988 0.5107416599999999
5 0.27736279999999996 0.109954273 0.16496208299999998 0.2921418499999999 0.0 0.29076619 0.179215036 0.185459417 0.18846542 0.23211473999999996 0.10368014799999999 0.42470714 0.46237048 0.19696105 0.48919584999999993 0.06698534699999999 0.25546378 0.35484592 0.24583415999999997 0.33101353999999994 0.30868694999999996 0.26892294 0.25280541 0.40037283 0.2070926 0.19138405 0.11018478899999998 0.17140165899999998 0.21382217999999995 0.23094356999999996 0.33740849999999994 0.32999108999999993 0.40251067999999995 0.30706961999999993 0.20945353 0.16218287799999997 0.11144333199999999 0.42959631 0.25739713999999997 0.24364053999999996 0.20116239 0.078369863 0.124080814 0.185459417 0.15907277099999997 0.23605581999999997 0.19872709999999996 0.29342456 0.28998541 0.23979240999999998 0.48919584999999993 0.23810071999999996 0.25546378 0.2505932 0.19183021 0.17441695699999998 0.169018421 0.40739984999999995 0.21787479999999998 0.4045184 0.25953498999999997 0.30734847 0.13156328899999997 0.28059745999999997 0.22640760999999998 0.23094356999999996 0.24369630999999997 0.17812938 0.4262687 0.36140818999999996 0.067154516 0.16218287799999997 0.0 0.0 0.4520344399999999 0.064300951 0.064300951 0.14066495299999998 0.34450987999999994 0.4520344399999999 0.064300951 0.39953627999999997 0.14066495299999998 0.34450987999999994 0.4520344399999999 0.064300951 0.39953627999999997
6 0.45599410999999995 0.25457145999999997 0.32054736999999994 0.42132375999999994 0.31132673 0.0 0.19519499999999998 0.35908443999999995 0.185474289 0.12298586299999999 0.23785905 0.26592994999999997 0.30359328999999996 0.38081615 0.33041866 0.26607866999999996 0.43892848999999995 0.49666902999999996 0.100445488 0.172241927 0.017930984499999997 0.11014760899999998 0.24981242 0.24161422999999999 0.40542930999999993 0.20737144999999996 0.22133254 0.14926654599999997 0.055046848999999995 0.161957939 0.06227278199999999 0.171210182 0.24375207999999995 0.43627012 0.32731413 0.32686796999999995 0.22259665999999997 0.27081911999999997 0.40630303999999995 0.24103793999999998 0.1981694 0.24417964999999994 0.16719474199999998 0.35908443999999995 0.31465434 0.12692136599999998 0.37233911 0.13465108799999997 0.20668361999999996 0.42362891999999996 0.33041866 0.07933468399999999 0.43892848999999995 0.09869245099999999 0.22045880999999998 0.15228184399999997 0.18499280799999998 0.24862265999999997 0.108744064 0.2457598 0.17623134099999999 0.45623578 0.26074334 0.12182584699999999 0.067643433 0.161957939 0.174714397 0.24098216999999997 0.27436981 0.5102955 0.35603567999999997 0.32686796999999995 0.0 0.0 0.29325724999999997 0.26338311999999997 0.26338311999999997 0.30535934 0.18573083099999999 0.29325724999999997 0.26338311999999997 0.24075908999999995 0.30535934 0.18573083099999999 0.29325724999999997 0.26338311999999997 0.24075908999999995
7 0.41076463999999996 0.20932339999999997 0.33162701 0.37609428999999994 0.26609726 0.157576276 0.0 0.31383637999999997 0.32742567 0.18556537999999997 0.19261098999999998 0.29152838 0.32919171999999997 0.33556808999999993 0.35601709 0.23365770999999996 0.39368042999999997 0.45142097 0.24241359999999998 0.19783478 0.175506331 0.13573488499999997 0.39178424999999995 0.26719407 0.37377054 0.162125249 0.27686087 0.29123094 0.19701681999999998 0.22453001999999997 0.20422974 0.19679373999999997 0.26933192 0.39102206 0.37613146999999997 0.28163849999999996 0.2781064 0.29641755 0.36105497999999997 0.38299118 0.34014122999999996 0.21175868999999997 0.121954118 0.31383637999999997 0.32575256999999996 0.18950646 0.32710964 0.16023836399999997 0.11794239599999999 0.3783994499999999 0.35601709 0.22129535999999997 0.39368042999999997 0.24064754999999996 0.17521260899999996 0.29424251999999995 0.13975218399999997 0.27422109 0.17132543999999997 0.27133964 0.08749011699999999 0.41098771999999995 0.21551386999999997 0.14741312299999998 0.20960224999999996 0.22453001999999997 0.23730134999999997 0.19575269999999997 0.29996823999999994 0.46506602999999996 0.31078762 0.28163849999999996 0.0 0.0 0.31883709 0.23098074999999996 0.23098074999999996 0.26011128 0.21131253 0.31883709 0.23098074999999996 0.26633893 0.26011128 0.21131253 0.31883709 0.23098074999999996 0.26633893
8 0.168765597 0.20580988999999997 0.18236789999999997 0.18818656999999997 0.127241114 0.38828932999999993 0.23789623 0.0 0.29323865999999993 0.32798336999999994 0.15231902399999997 0.5222302799999999 0.55989362 0.129048062 0.5867189899999999 0.17176602299999996 0.136820541 0.23731993999999998 0.35060739999999996 0.42853668 0.40622867999999995 0.36644607999999995 0.35759724 0.49791455999999995 0.22451142999999998 0.25007268 0.21497476 0.27619162999999997 0.31859541999999996 0.32679360999999996 0.43495023 0.41048578999999996 0.50005241 0.19997263 0.22687235999999997 0.101071971 0.21622028999999998 0.52713804 0.13988417299999997 0.26105937 0.30595421999999994 0.18314867999999998 0.21993828999999998 0.0 0.17648044699999998 0.33190586 0.013266195799999998 0.3909477 0.34865545 0.17187198599999998 0.5867189899999999 0.34289254999999996 0.136820541 0.35536643999999995 0.24048023999999998 0.27920321 0.26487032 0.50494158 0.31374343 0.5020601299999999 0.31820502999999994 0.18982248999999995 0.139155445 0.3781205999999999 0.33119943999999996 0.32679360999999996 0.33954635 0.185721536 0.5306701399999999 0.24388221 0.171935192 0.101071971 0.0 0.0 0.54955758 0.16908162699999998 0.16908162699999998 0.08473136099999999 0.44203302 0.54955758 0.16908162699999998 0.4970594199999999 0.08473136099999999 0.44203302 0.54955758 0.16908162699999998 0.4970594199999999
9 0.32117943 0.26157989 0.166014277 0.35343307999999996 0.25551955 0.25444132999999997 0.31764733 0.23559106999999999 0.0 0.24544376999999998 0.25531506 0.38840087 0.40615431999999996 0.24077767999999997 0.45288957999999996 0.15466694099999997 0.29926181999999996 0.39864395999999996 0.172710395 0.29470726999999997 0.27238068 0.23259807999999998 0.17968722199999998 0.36406655999999993 0.25090923 0.32982377999999996 0.19787195999999999 0.13508795299999998 0.17750475599999999 0.27790191 0.30110222999999997 0.29366623 0.36620441 0.36129664999999994 0.17277546 0.28842385 0.07512962599999999 0.39329004 0.30121377 0.08649926999999999 0.12804234299999998 0.22999548 0.27570828999999997 0.23559106999999999 0.16012496499999998 0.24938484999999996 0.24886432999999997 0.25711828999999997 0.32913594999999995 0.28360904 0.45288957999999996 0.20179444999999996 0.29926181999999996 0.19158853999999997 0.34291113999999995 0.13810325099999998 0.30746000999999995 0.37109358 0.23120382999999997 0.36821212999999997 0.29868553 0.35114650999999997 0.28320006 0.24429119 0.19010133999999998 0.27790191 0.29067324 0.32976801 0.34330152999999997 0.40520622999999995 0.25243361 0.28842385 0.0 0.0 0.39581827999999997 0.24919894999999997 0.24919894999999997 0.21300421999999997 0.30818502 0.39581827999999997 0.24919894999999997 0.36321141999999995 0.21300421999999997 0.30818502 0.39581827999999997 0.24919894999999997 0.36321141999999995
10 0.49042279 0.29346173999999997 0.41948335 0.45575244 0.35021700999999994 0.13759946199999998 0.164177585 0.3979561299999999 0.30746000999999995 0.0 0.27673074 0.27154413 0.30920747 0.4197064299999999 0.33603284 0.32149545999999996 0.47335716999999994 0.53109771 0.22242934999999997 0.177854248 0.155531376 0.11575993 0.37179999999999996 0.24720982 0.4616082899999999 0.17635589399999999 0.29740282 0.27124669 0.17703257 0.20456436 0.184256644 0.17682250299999996 0.24936625999999995 0.47068020999999993 0.42792320999999994 0.36575824999999995 0.29866694 0.2764333 0.44073171999999994 0.36302552 0.32015698 0.29961502999999995 0.20980674 0.3979561299999999 0.41359031999999996 0.0039356888999999996 0.41122939 0.14026154999999998 0.09796744099999999 0.46251919999999996 0.33603284 0.20131111 0.47335716999999994 0.22068189 0.19216482999999998 0.27425826999999997 0.22759736999999997 0.25423683999999996 0.15134862599999999 0.25135539 0.06751516199999999 0.49066445999999997 0.29517202 0.127438168 0.18963659 0.20456436 0.21731709999999999 0.27541085 0.27998398999999996 0.54472418 0.39492595999999996 0.36575824999999995 0.0 0.0 0.29887142999999994 0.3188185 0.3188185 0.3442496199999999 0.19134687 0.29887142999999994 0.3188185 0.24637326999999995 0.3442496199999999 0.19134687 0.29887142999999994 0.3188185 0.24637326999999995
11 0.25444132999999997 0.08458449999999999 0.22737428999999998 0.25007268 0.104576186 0.26706394 0.11666526299999998 0.15231902399999997 0.27057745 0.20675798 0.0 0.40100488999999995 0.43866823 0.17405073399999998 0.46549359999999995 0.149101095 0.23254230999999995 0.32541794999999996 0.28199170999999995 0.30731128999999996 0.28500328999999996 0.24522068999999996 0.33491744 0.37668916999999996 0.26949923 0.12884171299999997 0.19229496 0.25351182999999994 0.24347322999999998 0.20556821999999997 0.31372483999999995 0.2892604 0.37882701999999996 0.26500045 0.27187874999999995 0.120117426 0.19355907999999997 0.40591265 0.23449425999999998 0.30606575999999996 0.28327441999999997 0.16048561099999997 0.09871104099999999 0.15231902399999997 0.22148125999999999 0.21068046999999998 0.16558484799999998 0.26972230999999997 0.22743006 0.21687093999999998 0.46549359999999995 0.26777035999999993 0.23254230999999995 0.28024425 0.119251132 0.25654199999999994 0.14365050699999998 0.38371618999999996 0.19251804 0.38083473999999995 0.19697964 0.284427 0.08949969599999999 0.25689521 0.25607725 0.20556821999999997 0.21832096 0.136065787 0.40944474999999997 0.33848671999999996 0.14927026399999999 0.120117426 0.0 0.0 0.42833218999999995 0.14641669899999998 0.14641669899999998 0.09860135999999999 0.32080762999999995 0.42833218999999995 0.14641669899999998 0.37583403 0.09860135999999999 0.32080762999999995 0.42833218999999995 0.14641669899999998 0.37583403
12 0.56138082 0.36441977 0.47185137999999993 0.5267104699999999 0.42117503999999995 0.16691403299999996 0.23512631999999997 0.46891415999999997 0.33677644 0.27427685999999996 0.34768877 0.0 0.23627889999999996 0.49064586999999993 0.06753747 0.4173640899999999 0.5443151999999999 0.60205574 0.25174578 0.13243516 0.18484594699999998 0.26144976 0.40111642999999997 0.133202927 0.55673332 0.24730276999999998 0.37263655 0.30056311999999996 0.206349 0.31326009 0.21356192 0.131403415 0.13069699499999998 0.5416382399999999 0.47859954999999993 0.43671628 0.37390066999999994 0.162424548 0.51167116 0.39232335999999995 0.34947340999999993 0.39548366 0.31850247 0.46891415999999997 0.46595834999999997 0.27821793999999994 0.4821874199999999 0.28595138 0.25109513 0.5334772299999999 0.06753747 0.23062753999999996 0.5443151999999999 0.24999831999999997 0.26312285999999996 0.3035747 0.33629309999999996 0.13558058799999997 0.26003692 0.28067181999999996 0.22064471 0.56162249 0.36613005 0.14225068 0.21893442999999999 0.31326009 0.32601283 0.34636887999999993 0.30930041999999996 0.61568221 0.46586539999999993 0.43671628 0.0 0.0 0.22594286 0.41468712999999996 0.41468712999999996 0.41520764999999993 0.145924064 0.22594286 0.41468712999999996 0.132353364 0.41520764999999993 0.145924064 0.22594286 0.41468712999999996 0.132353364
13 0.52598546 0.32900581999999995 0.4024177299999999 0.49131510999999994 0.38577968 0.09749525499999999 0.19973095999999999 0.4335187999999999 0.26736138 0.2048618 0.31229340999999994 0.10317264099999998 0.0 0.45525051 0.167659492 0.34794902999999994 0.50890125 0.5666417899999999 0.182325143 0.12324798199999999 0.11542716899999998 0.19203469999999997 0.33170136999999994 0.063784149 0.48731825999999995 0.21190740999999996 0.30322149 0.23114806 0.13692650399999998 0.24384503 0.14415243699999997 0.12221623699999998 0.080983617 0.50624288 0.40918448999999996 0.4013209199999999 0.30448560999999996 0.09300576999999999 0.4762757999999999 0.3229083 0.28005834999999996 0.32605000999999995 0.24906882 0.4335187999999999 0.39654329 0.20880287999999997 0.44679205999999994 0.21653631999999998 0.18167077499999998 0.4980818699999999 0.167659492 0.16121433899999998 0.50890125 0.18057210599999998 0.22770891 0.23415963999999997 0.26687804 0.08586720999999999 0.19062186 0.06792785999999999 0.151218496 0.52622713 0.33073468999999994 0.07283190199999999 0.149523088 0.24384503 0.25659777 0.31097352 0.23988535999999996 0.58028685 0.43047003999999994 0.4013209199999999 0.0 0.0 0.176223905 0.34527206999999993 0.34527206999999993 0.3797937 0.13673688599999997 0.176223905 0.34527206999999993 0.062934586 0.3797937 0.13673688599999997 0.176223905 0.34527206999999993 0.062934586
14 0.15941668599999997 0.22754159999999998 0.13940826899999997 0.19166289999999997 0.14897282399999998 0.40035424 0.25962794 0.129048062 0.29805347 0.34971507999999996 0.17405073399999998 0.53431378 0.57195853 0.0 0.5987838999999999 0.19350330999999996 0.13751022999999998 0.21400808 0.35542220999999996 0.44060158999999993 0.41829359 0.37851098999999994 0.36241205 0.50997947 0.124454473 0.27180438999999995 0.23670647 0.28100643999999997 0.32341022999999997 0.34852531999999997 0.4470151399999999 0.4322175 0.51211732 0.19954505999999997 0.12681912099999998 0.18188456 0.22103509999999998 0.53920295 0.13945846199999998 0.21809788 0.31076902999999995 0.20488039 0.24167 0.129048062 0.133520816 0.35365616 0.14231388599999997 0.40301260999999994 0.37038715999999994 0.06605956499999999 0.5987838999999999 0.34770735999999997 0.13751022999999998 0.36018124999999995 0.26221194999999997 0.28401802 0.28660203 0.51700649 0.33547513999999995 0.5141250399999999 0.33993673999999996 0.18939491999999997 0.20194316999999998 0.39018550999999996 0.33601425 0.34852531999999997 0.36127805999999996 0.24849253 0.52117065 0.19473025 0.19367062 0.18188456 0.0 0.0 0.56162249 0.19080775999999997 0.19080775999999997 0.10646492999999999 0.4540979299999999 0.56162249 0.19080775999999997 0.50912433 0.10646492999999999 0.4540979299999999 0.56162249 0.19080775999999997 0.50912433
15 0.55277365 0.3558126 0.42922450999999995 0.5181032999999999 0.41256786999999995 0.124285304 0.22651914999999997 0.46030698999999997 0.29414956999999997 0.23164998999999997 0.3390816 0.11025728999999998 0.19365203 0.48203869999999993 0.0 0.37473722 0.53568944 0.59344857 0.20911891 0.08980643099999999 0.14221721799999998 0.21882289 0.35848955999999993 0.09057605699999999 0.5141064499999999 0.23869559999999998 0.33000967999999997 0.25793625 0.16371841199999998 0.27063321999999995 0.17094248599999998 0.08877468599999999 0.08806826599999999 0.5330310699999999 0.43597268 0.42810911 0.33127379999999995 0.119795819 0.50306399 0.34969648999999997 0.30684654 0.3528567899999999 0.27585700999999996 0.46030698999999997 0.42333148 0.23559106999999999 0.4735802499999999 0.24332450999999997 0.20846825999999996 0.5248700599999999 0.0 0.18800067 0.53568944 0.20735285999999997 0.25451568999999996 0.26094783 0.29366623 0.09295185899999998 0.21741004999999997 0.23804494999999998 0.17801040399999998 0.55301532 0.35752288 0.09962381 0.17631313699999998 0.27063321999999995 0.28338596 0.33776170999999994 0.26667355 0.6070750399999999 0.45725823 0.42810911 0.0 0.0 0.18331041299999998 0.3720602599999999 0.3720602599999999 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
16 0.33363472999999993 0.24245077999999998 0.17847329499999998 0.36588837999999996 0.26797485 0.23531222 0.29849962999999996 0.24804637 0.133005873 0.22629607 0.23616735999999997 0.36925316999999996 0.40691650999999995 0.25323298 0.43374187999999997 0.0 0.31171711999999996 0.41111784999999995 0.19038018999999998 0.27555957 0.25323298 0.21346897 0.19735144 0.34491885999999994 0.26336453 0.31067607999999997 0.05472895999999999 0.11594583 0.15836263299999997 0.25877279999999997 0.28195453 0.2745185299999999 0.34705671 0.37375194999999994 0.18523447799999998 0.29467008999999994 0.055985643999999994 0.37414233999999996 0.31366907 0.18855836999999998 0.14570842 0.21086637 0.25656059 0.24804637 0.172585842 0.23023714999999997 0.26131962999999997 0.23797058999999998 0.31000683999999995 0.29606434 0.43374187999999997 0.18265046799999998 0.31171711999999996 0.19512063999999998 0.32376343999999996 0.118961128 0.28831230999999996 0.35194588 0.21205612999999998 0.3490644299999999 0.27955641999999997 0.36362039999999995 0.26405236 0.22514349 0.17095735799999998 0.25877279999999997 0.27152553999999995 0.31062030999999996 0.3708147299999999 0.41768011999999993 0.26488891 0.29467008999999994 0.0 0.0 0.39658047 0.23006984 0.23006984 0.22545952 0.28905590999999997 0.39658047 0.23006984 0.34406371999999996 0.22545952 0.28905590999999997 0.39658047 0.23006984 0.34406371999999996
17 0.163209046 0.22426975999999996 0.13613456999999998 0.19545525999999996 0.14569912499999998 0.3970824 0.2563561 0.125774363 0.29478163 0.34644323999999993 0.170778894 0.53102335 0.5686866899999999 0.08281287299999998 0.5955120599999999 0.19023147 0.0 0.24068472999999996 0.35215037 0.43732974999999996 0.41502174999999997 0.37523914999999997 0.35914020999999996 0.50670763 0.17826880499999997 0.26853255 0.23341604 0.27771600999999996 0.32013838999999994 0.34525347999999995 0.44374329999999995 0.42894565999999995 0.50884548 0.20333742 0.180633453 0.17861086099999998 0.21776326 0.5359311099999999 0.143250822 0.21482603999999997 0.30749719 0.20160855 0.23839815999999997 0.125774363 0.130247117 0.35036573 0.13904018699999998 0.39974076999999997 0.36711531999999997 0.125638656 0.5955120599999999 0.34443551999999994 0.0 0.3569094099999999 0.25894011 0.28074617999999996 0.28333019 0.51373465 0.3322033 0.5108532 0.33666489999999993 0.19318727999999996 0.19867132999999998 0.38691367 0.33274241 0.34525347999999995 0.35800621999999993 0.24522068999999996 0.5178988099999999 0.247247 0.19039878 0.17861086099999998 0.0 0.0 0.55835065 0.18753591999999997 0.18753591999999997 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999
18 0.07035385499999999 0.31545371 0.22731852 0.19891299999999998 0.23689236999999996 0.48826634999999996 0.34754004999999993 0.17814425199999998 0.38596558 0.43762718999999994 0.26197028 0.62222589 0.65987064 0.11114960999999998 0.6867146 0.28141541999999997 0.144743599 0.0 0.44333431999999995 0.52853229 0.5062057 0.4664230999999999 0.45032416 0.59789158 0.19045454999999997 0.3597165 0.32461858 0.36891854999999996 0.41132234 0.43643742999999996 0.53492725 0.5201296099999999 0.60002943 0.19722130999999998 0.19281547999999996 0.20677657 0.30894720999999997 0.62711506 0.14669183099999997 0.30600998999999995 0.39868114 0.29279249999999996 0.32958210999999993 0.17814425199999998 0.22142548999999997 0.44156827 0.164878428 0.49092472 0.45829927 0.132054065 0.6867146 0.43561947 0.144743599 0.44809336 0.35012405999999996 0.37193012999999997 0.37451414 0.6049186 0.42338724999999994 0.60203715 0.42784884999999995 0.070589948 0.24486747999999997 0.47811620999999993 0.42392636 0.43643742999999996 0.44920875999999993 0.29143543 0.60908276 0.12465338599999999 0.28158272999999995 0.20677657 0.0 0.0 0.6495346 0.27871987 0.27871987 0.19437704 0.54201004 0.6495346 0.27871987 0.5970364399999999 0.19437704 0.54201004 0.6495346 0.27871987 0.5970364399999999
19 0.37553658999999995 0.18896734999999998 0.25828945999999997 0.37116794 0.22566400999999997 0.181836226 0.24503478999999997 0.27340312999999994 0.21281831999999998 0.17283122999999997 0.182700661 0.31578833 0.35345166999999994 0.29513483999999995 0.38027703999999996 0.17928196 0.35361897999999997 0.44649462 0.0 0.22209473 0.19976813999999998 0.159994835 0.2771769 0.29145402 0.31939479 0.25721123999999995 0.134550702 0.06247727199999999 0.10489407499999999 0.20528937 0.22848969 0.22105369 0.29359187 0.38609571 0.26505621999999995 0.24120524999999998 0.13580738599999997 0.3206775 0.35557092999999995 0.26838383 0.22553388 0.15738851699999998 0.20309575 0.27340312999999994 0.25241501999999993 0.17676673299999998 0.28667639 0.184498314 0.25652340999999995 0.3379662 0.38027703999999996 0.129180051 0.35361897999999997 0.14166137699999998 0.27029859999999994 0.06549257 0.23484747 0.29848104 0.15859128999999997 0.29559958999999997 0.22607298999999997 0.4055036699999999 0.21058751999999997 0.17167307299999998 0.11748879999999999 0.20528937 0.2180607 0.25715547 0.32422818999999997 0.45958197999999995 0.27035436999999995 0.24120524999999998 0.0 0.0 0.34309703999999996 0.17659570499999996 0.17659570499999996 0.21967802999999997 0.23557248 0.34309703999999996 0.17659570499999996 0.29059887999999995 0.21967802999999997 0.23557248 0.34309703999999996 0.17659570499999996 0.29059887999999995
20 0.5351875099999999 0.33820786999999997 0.5092172799999999 0.50051716 0.3949817299999999 0.30634460999999996 0.20893300999999997 0.44272084999999994 0.47622002999999996 0.34456564999999995 0.32149545999999996 0.29232775 0.37572248999999996 0.46445256 0.35681645999999995 0.41124798 0.5181032999999999 0.5758438399999999 0.3911893699999999 0.0 0.32428396 0.29474444999999994 0.5405600199999999 0.27264093999999994 0.5513608099999999 0.22110945999999998 0.4544511399999999 0.4400067099999999 0.34579258999999996 0.38354888 0.35300550999999997 0.16476317 0.27013128999999997 0.5154449299999999 0.55372174 0.41052296999999993 0.45571525999999996 0.30186441999999997 0.48547784999999993 0.53176695 0.48891699999999993 0.3893489599999999 0.29954066999999995 0.44272084999999994 0.50334284 0.34850673 0.45599410999999995 0.31924607 0.27693523 0.50728392 0.35681645999999995 0.37007112999999997 0.5181032999999999 0.38942332 0.23691095999999998 0.44301829 0.31734988999999997 0.27502045999999997 0.33032570999999994 0.42011540999999997 0.24648481 0.53541059 0.33993673999999996 0.28169426999999997 0.35837801999999996 0.38354888 0.39630161999999997 0.32017556999999996 0.44874400999999997 0.5894888999999999 0.43967208999999996 0.41052296999999993 0.0 0.0 0.36538645 0.40857101999999995 0.40857101999999995 0.3889957499999999 0.013488903999999998 0.36538645 0.40857101999999995 0.27178579999999997 0.3889957499999999 0.013488903999999998 0.36538645 0.40857101999999995 0.27178579999999997
21 0.43807335 0.23663210999999995 0.30260802 0.40340299999999996 0.29340596999999996 0.11405708599999999 0.17725750899999998 0.34114509 0.167542375 0.105053949 0.2199197 0.24800919 0.28567253 0.36287679999999994 0.3124979 0.24813931999999997 0.42098914 0.47872968 0.08251357399999999 0.154311872 0.0 0.092217554 0.23189166 0.22367488 0.38750854999999995 0.18943209999999996 0.20341178 0.13133649099999997 0.037116793999999995 0.144026025 0.044340868 0.153280127 0.22581272999999996 0.41833077 0.30937477999999996 0.30894720999999997 0.20467589999999997 0.25289836 0.38836369 0.22309858999999996 0.18024678099999997 0.2262403 0.14926468699999998 0.34114509 0.29673358 0.108989452 0.35441835 0.11671917399999998 0.18874427 0.40570815999999993 0.3124979 0.06140276999999999 0.42098914 0.080760537 0.20251945999999996 0.13434992999999998 0.16706275299999998 0.2307019 0.09081215 0.22782044999999998 0.15830128599999999 0.43829642999999996 0.24282257999999998 0.103895792 0.04971151899999999 0.144026025 0.156784342 0.22306140999999996 0.25644904999999996 0.49237474 0.33809632999999994 0.30894720999999997 0.0 0.0 0.2753179 0.24546236 0.24546236 0.28741998999999996 0.16780077599999998 0.2753179 0.24546236 0.22281974 0.28741998999999996 0.16780077599999998 0.2753179 0.24546236 0.22281974
