param n := 40.0;
param numVehicles := 5.0;
set Origin := 81 83 84 85 86 87;
set O := 83 84 85 86 87;
param Ok := 1 83 2 84 3 85 4 86 5 87;
set S := 93 94 95 96 97;
set F := 82 88 89 90 91 92;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97:=
71 6.3034 5.3492 4.0108 5.7764 3.3164 5.058 3.5852 4.6012 4.0298 3.4108 5.0472 5.7214 3.9838 2.8814 2.2012 3.9146 2.369 5.3522 4.0408 4.0016 1.75082 5.3686 4.74 3.5788 6.0228 4.8772 3.9702 5.5288 3.3748 3.8708 2.6466 2.954 4.4038 6.1454 3.7854 3.9352 5.498 5.6962 2.5398 3.7594 3.6256 1.9383 3.213 5.2166 1.12086 6.5428 3.1912 3.9796 2.9224 2.1032 5.4496 3.6896 4.1948 6.467 3.3586 3.257 4.388 2.9448 3.3582 3.7258 4.9132 4.7664 4.8488 5.7592 5.465 2.5678 4.6106 5.2986 1.79448 3.8708 0.0 4.1576 5.4058 4.6962 2.342 1.35486 4.227 5.9292 3.6094 4.8154 0.0 0.0 4.2172 2.9562 0.17726 4.4276 4.2172 4.2172 0.17726 3.963 4.4276 2.9562 4.2172 0.17726 3.963 4.4276 2.9562
72 2.9936 1.68134 2.377 2.4666 4.5266 1.7282 4.7952 2.2694 2.64 4.621 1.12932 3.4176 1.58396 2.9196 3.065 4.8988 3.5792 1.70236 2.219 3.6196 3.422 2.0588 5.7242 2.7924 3.7188 1.01144 1.5703 1.86096 2.993 5.081 2.6848 4.1642 2.32 2.9116 3.4034 5.1454 1.8302 2.3864 3.7498 3.3776 1.89974 3.2346 2.9992 3.2328 4.088 3.309 3.2294 2.2538 4.1326 3.3134 3.5138 3.3078 2.469 2.835 4.5688 4.467 2.6102 2.453 4.5184 4.71 4.5314 2.3586 5.833 4.0994 3.0572 3.324 2.3128 3.3148 3.51 5.081 3.3472 0.0 2.0958 1.38636 3.0582 3.854 2.5012 2.6194 4.5936 2.0954 0.0 0.0 2.2544 4.1164 3.5244 2.0278 2.2544 2.2544 3.5244 4.6812 2.0278 4.1164 2.2544 3.5244 4.6812 2.0278 4.1164
73 2.0506 2.6484 3.192 0.72164 5.1896 1.25928 5.4584 3.2626 3.955 5.284 1.9444 4.4108 3.261 4.2348 3.88 4.2438 4.3944 1.55344 3.896 4.1268 4.2372 1.56988 5.0694 4.4694 4.712 2.0726 3.2474 2.828 3.8082 5.7442 4.0 4.9792 3.381 3.9046 3.6506 5.8084 2.7972 0.64144 4.565 3.9106 3.5768 4.0496 4.6702 4.2258 4.903 4.3022 4.5444 3.931 4.5026 4.1284 2.5708 3.8408 4.146 3.3602 4.0408 5.1362 2.4134 3.2682 5.0256 4.055 3.8766 3.3518 5.1782 5.0924 4.0502 4.379 3.3738 4.3078 4.5652 5.7442 4.1622 3.4348 0.0 2.2014 3.8734 4.669 4.1782 1.22844 3.9386 2.9106 0.0 0.0 3.3154 4.6234 4.3394 3.705 3.3154 3.3154 4.3394 4.0262 3.705 4.6234 3.3154 4.3394 4.0262 3.705 4.6234
74 1.7019 3.2976 2.4112 1.37086 4.1268 1.9085 4.3956 3.7718 3.1742 4.2212 2.5936 4.996 2.4802 3.454 3.0992 3.895 3.6136 2.2026 3.1152 3.058 3.4564 2.219 4.7206 3.6886 5.2972 2.7218 2.4666 3.4772 3.0274 4.6814 3.2192 4.1984 3.5742 4.5538 2.5558 4.7456 3.4464 1.29066 3.7842 2.8158 2.796 3.2688 3.8894 4.811 4.1222 4.9514 3.7636 3.1502 3.733 3.3476 2.222 2.746 3.3652 4.0094 3.692 4.0674 1.31852 2.4874 3.9568 3.7062 3.5278 3.937 4.8294 5.3596 4.6354 3.5982 3.781 4.8932 3.7844 4.6814 3.3814 2.6542 0.80416 0.0 3.0926 3.8882 3.3974 1.87766 3.5898 2.1298 0.0 0.0 3.3876 3.5546 3.5586 2.9242 3.3876 3.3876 3.5586 3.6776 2.9242 3.5546 3.3876 3.5586 3.6776 2.9242 3.5546
75 4.6426 4.7864 2.35 4.1156 1.65554 3.3972 1.92424 4.6304 3.113 1.7499 4.0062 5.7506 3.889 2.8286 1.30424 2.2538 0.70822 3.6914 3.1238 2.3406 0.55104 3.7078 3.0792 3.6078 6.0518 4.2104 3.8752 4.966 1.714 2.21 2.5938 1.29316 4.4328 6.0424 2.1244 2.2742 4.9352 4.0354 0.87884 2.0986 3.6548 0.36356 3.2422 5.2458 1.21688 6.44 3.1382 4.0088 1.26158 0.44228 3.7888 2.0286 4.224 5.498 1.69768 1.59604 2.7272 2.048 1.69738 2.065 3.2524 4.7956 3.188 5.7884 5.494 1.67088 4.6396 5.3278 1.85702 2.21 0.47608 4.0628 3.7448 3.0354 0.0 0.98288 4.2562 4.2684 1.94848 3.5384 0.0 0.0 4.2464 1.29534 0.65334 4.3328 4.2464 4.2464 0.65334 2.3022 4.3328 1.29534 4.2464 0.65334 2.3022 4.3328 1.29534
76 5.0914 4.9812 2.7988 4.5644 2.1044 3.846 2.3732 4.3152 2.8178 2.1988 4.0712 5.4354 3.6158 2.5134 0.9891 2.7026 1.15708 4.1402 2.8288 2.7894 0.53882 4.1566 3.528 3.2928 5.7368 4.5092 3.6022 5.1608 2.1628 2.6588 2.2786 1.74202 4.1178 5.7774 2.5734 2.7232 5.13 4.4842 1.3277 2.5474 3.3396 0.7263 2.927 4.9306 0.234 6.1748 2.8232 3.6936 1.71044 0.89114 4.2376 2.4776 3.9088 5.827 2.1466 2.0448 3.176 1.73288 2.1462 2.5138 3.7012 4.4804 3.6368 5.4732 5.179 1.35574 4.3246 5.0126 1.54188 2.6588 0.92494 3.7896 4.1936 3.4842 1.13008 0.0 3.941 4.7172 2.3974 3.6034 0.0 0.0 3.9312 1.7442 1.1022 4.0596 3.9312 3.9312 1.1022 2.751 4.0596 1.7442 3.9312 1.1022 2.751 4.0596 1.7442
77 4.4418 2.6676 3.5952 3.9148 4.6648 3.1704 4.9334 1.82766 3.2322 4.7592 2.5776 2.1558 1.87216 2.3278 3.1674 5.037 3.7174 3.1446 2.8112 3.7578 3.2692 3.507 5.8624 0.52258 2.4572 2.4076 2.4944 2.8472 3.1312 5.2192 2.093 4.3024 1.63012 3.4638 3.5416 5.2836 2.8164 3.8346 3.888 3.5158 1.58196 3.3728 1.03936 1.651 3.0552 3.8612 2.6376 1.61608 4.2708 3.4516 4.96 3.446 1.83116 3.7854 4.707 4.6052 3.8984 2.5912 4.6566 4.8482 4.6696 1.99284 5.9712 2.1936 2.6914 2.7322 1.83692 1.73302 2.3768 5.2192 3.4854 1.68802 3.544 2.8346 3.1964 3.2892 0.0 3.8516 4.7318 3.5438 0.0 0.0 1.4436 4.2546 3.6626 1.95804 1.4436 1.4436 3.6626 4.8194 1.95804 4.2546 1.4436 3.6626 4.8194 1.95804 4.2546
78 1.8135 3.0472 3.5908 0.67858 4.9524 1.65808 5.2212 3.6614 4.3538 5.0468 2.3432 4.8096 3.6598 4.6336 4.2788 4.0066 4.7912 1.95224 4.2948 3.8896 4.636 1.9687 4.8322 4.8682 5.1108 2.4714 3.6462 3.2268 4.207 5.507 4.3988 5.376 3.7798 4.3034 3.6054 5.5712 3.196 1.04026 4.6354 3.8654 3.9756 4.4484 5.069 4.6246 5.3018 4.701 4.9432 4.3298 4.2654 4.5272 2.3336 3.7956 4.5448 3.759 3.8036 4.899 2.5982 3.667 4.7884 3.8178 3.6394 3.7506 4.941 5.4912 4.449 4.7778 3.7726 4.7068 4.964 5.507 4.561 3.8336 2.2978 2.6002 4.2722 5.0678 4.577 0.0 3.7014 3.3094 0.0 0.0 3.7142 4.3862 4.7382 4.1038 3.7142 3.7142 4.7382 3.789 4.1038 4.3862 3.7142 4.7382 3.789 4.1038 4.3862
79 5.9738 6.1176 3.6812 5.4468 1.37476 4.7284 1.64348 6.0536 4.4442 1.46912 5.3376 7.1738 5.2202 4.3338 2.9612 0.42896 2.0394 5.0226 4.4552 2.5158 2.6702 5.039 1.25442 5.0312 7.475 5.5416 5.2064 6.2972 3.0452 1.92926 4.099 2.6244 5.8562 7.3738 3.4556 1.99352 6.2664 5.3666 2.21 3.4298 5.078 2.4828 4.6654 6.669 2.5732 7.7712 4.6436 5.432 1.85368 2.3202 4.63 3.3598 5.6472 6.8292 1.8109 2.5212 4.0584 3.7572 3.0286 1.8015 3.8856 6.2188 1.36322 7.2116 6.9174 3.4602 6.063 6.751 3.2468 1.92926 2.5954 5.394 5.076 4.3666 2.9544 2.8072 5.6794 5.5996 0.0 4.8696 0.0 0.0 5.6696 2.6266 2.7726 5.664 5.6696 5.6696 2.7726 2.4154 5.664 2.6266 5.6696 2.7726 2.4154 5.664 2.6266
80 2.4854 1.66508 1.86872 1.9583 4.0184 1.21994 4.287 2.2792 2.6316 4.1126 0.62106 3.4274 1.93768 2.9114 2.5566 4.3906 3.071 1.1941 2.5726 3.1114 2.9138 1.55054 5.216 3.1462 3.7286 1.08918 1.92402 1.8447 2.4848 4.5728 2.6766 3.656 2.3976 2.9212 2.8952 4.637 1.81392 1.8781 3.2416 2.8694 2.2534 2.7264 3.3468 3.2426 3.5796 3.3188 3.221 2.6076 3.6244 2.805 3.0054 2.7994 2.8226 2.3768 4.0604 3.9588 2.102 1.9448 4.0102 4.2018 4.0232 2.3684 5.3248 4.109 3.0668 3.0556 2.3904 3.3246 3.2418 4.5728 2.8388 2.1116 1.5876 0.8781 2.55 3.3456 2.855 2.111 4.0852 0.0 0.0 0.0 2.3322 3.6082 3.0162 2.3816 2.3322 2.3322 3.0162 4.173 2.3816 3.6082 2.3322 3.0162 4.173 2.3816 3.6082
81 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83 3.725 1.5576 3.1082 3.1308 5.1798 2.1004 5.4486 0.7177 3.2412 5.2742 1.86062 1.9419 1.15524 2.843 3.6826 5.552 4.2326 2.0746 2.8202 4.273 3.7842 2.723 6.3776 1.75966 2.2432 1.3377 2.3016 1.73722 3.6464 5.7344 2.6082 4.8174 0.9132 2.3538 4.0568 5.7986 1.70646 3.0506 4.4032 4.0308 0.86704 3.8878 1.96644 1.75706 3.5704 2.7514 3.1526 1.22116 4.786 3.9666 4.245 3.961 1.43624 2.6754 5.222 5.1204 3.3416 3.1064 5.1718 5.3632 5.1848 0.8829 6.4864 2.6236 1.5814 3.2472 0.72698 1.83908 2.892 5.7344 4.0004 0.9711 2.8272 2.1176 3.7116 3.8044 1.46848 2.7416 5.2468 2.8268 0.0 0.0 0.0 4.7696 4.1776 1.24112 0.0 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
84 4.767 4.5468 2.4744 4.24 1.88402 3.5216 2.1528 3.8808 2.3834 1.97838 3.6368 5.001 3.1814 2.0792 0.42236 2.4822 0.9367 3.8158 2.3944 2.4652 0.77952 3.8322 3.3076 2.8584 5.3024 4.0748 3.1678 4.7264 1.83848 2.4386 1.84428 1.52164 3.6834 5.343 2.249 2.5028 4.6956 4.1598 1.10732 2.223 2.9052 0.59204 2.4926 4.4962 1.44536 5.7404 2.3888 3.2594 1.49006 0.67078 3.9132 2.1532 3.4744 5.3926 1.92616 1.82452 2.8516 1.2985 1.92586 2.2934 3.3768 4.046 3.4164 5.0388 4.7446 0.92136 3.8902 4.5782 1.1075 2.4386 0.70456 3.3552 3.8694 3.1598 0.4157 1.21138 3.5066 4.3928 2.177 3.169 0.0 0.0 3.4968 0.0 0.88182 3.6252 3.4968 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
85 6.1262 5.172 3.8336 5.5992 3.1392 4.8808 3.4078 4.424 3.8526 3.2336 4.8698 5.5442 3.8066 2.7042 2.0238 3.7374 2.1918 5.175 3.8636 3.8242 1.57356 5.1914 4.5628 3.4014 5.8454 4.7 3.7928 5.3516 3.1976 3.6936 2.4694 2.7768 4.2264 5.968 3.608 3.7578 5.3208 5.519 2.3624 3.5822 3.4484 1.76104 3.0358 5.0394 0.94362 6.3656 3.0138 3.8024 2.7452 1.9259 5.2724 3.5122 4.0176 6.2896 3.1812 3.0796 4.2108 2.7676 3.181 3.5486 4.736 4.5892 4.6716 5.582 5.2878 2.3904 4.4332 5.1214 1.61722 3.6936 1.9597 3.9804 5.2284 4.519 2.1648 1.1776 4.0498 5.752 3.432 4.638 0.0 0.0 4.04 2.779 0.0 4.2504 4.04 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
86 3.7034 1.18318 3.0868 2.5044 5.2364 1.47404 5.5052 1.33728 3.4278 5.3308 1.83916 2.4854 1.62978 3.7076 3.7748 5.6086 4.289 1.4482 3.0068 4.3296 4.132 2.0966 6.434 2.7482 2.7868 0.71128 2.3582 1.3628 3.7028 5.7908 3.4726 4.874 1.38774 1.97936 4.1134 5.8552 1.33202 2.4242 4.4598 4.0874 1.85558 3.9444 2.955 2.3006 4.5408 2.3768 4.0172 2.2098 4.8424 4.0232 4.2236 4.0176 2.4248 2.301 5.2786 5.177 3.32 3.1628 5.2282 5.4198 5.2412 1.42646 6.5428 3.1672 2.125 4.1118 1.38056 2.3826 3.8624 5.7908 4.057 1.44564 2.8058 2.0962 3.768 4.5638 2.457 2.3672 5.3034 2.8054 0.0 0.0 1.3222 4.8262 4.2342 0.0 1.3222 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
87 3.725 1.5576 3.1082 3.1308 5.1798 2.1004 5.4486 0.7177 3.2412 5.2742 1.86062 1.9419 1.15524 2.843 3.6826 5.552 4.2326 2.0746 2.8202 4.273 3.7842 2.723 6.3776 1.75966 2.2432 1.3377 2.3016 1.73722 3.6464 5.7344 2.6082 4.8174 0.9132 2.3538 4.0568 5.7986 1.70646 3.0506 4.4032 4.0308 0.86704 3.8878 1.96644 1.75706 3.5704 2.7514 3.1526 1.22116 4.786 3.9666 4.245 3.961 1.43624 2.6754 5.222 5.1204 3.3416 3.1064 5.1718 5.3632 5.1848 0.8829 6.4864 2.6236 1.5814 3.2472 0.72698 1.83908 2.892 5.7344 4.0004 0.9711 2.8272 2.1176 3.7116 3.8044 1.46848 2.7416 5.2468 2.8268 0.0 0.0 0.0 4.7696 4.1776 1.24112 0.0 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
88 3.725 1.5576 3.1082 3.1308 5.1798 2.1004 5.4486 0.7177 3.2412 5.2742 1.86062 1.9419 1.15524 2.843 3.6826 5.552 4.2326 2.0746 2.8202 4.273 3.7842 2.723 6.3776 1.75966 2.2432 1.3377 2.3016 1.73722 3.6464 5.7344 2.6082 4.8174 0.9132 2.3538 4.0568 5.7986 1.70646 3.0506 4.4032 4.0308 0.86704 3.8878 1.96644 1.75706 3.5704 2.7514 3.1526 1.22116 4.786 3.9666 4.245 3.961 1.43624 2.6754 5.222 5.1204 3.3416 3.1064 5.1718 5.3632 5.1848 0.8829 6.4864 2.6236 1.5814 3.2472 0.72698 1.83908 2.892 5.7344 4.0004 0.9711 2.8272 2.1176 3.7116 3.8044 1.46848 2.7416 5.2468 2.8268 0.0 0.0 0.0 4.7696 4.1776 1.24112 0.0 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
89 6.1262 5.172 3.8336 5.5992 3.1392 4.8808 3.4078 4.424 3.8526 3.2336 4.8698 5.5442 3.8066 2.7042 2.0238 3.7374 2.1918 5.175 3.8636 3.8242 1.57356 5.1914 4.5628 3.4014 5.8454 4.7 3.7928 5.3516 3.1976 3.6936 2.4694 2.7768 4.2264 5.968 3.608 3.7578 5.3208 5.519 2.3624 3.5822 3.4484 1.76104 3.0358 5.0394 0.94362 6.3656 3.0138 3.8024 2.7452 1.9259 5.2724 3.5122 4.0176 6.2896 3.1812 3.0796 4.2108 2.7676 3.181 3.5486 4.736 4.5892 4.6716 5.582 5.2878 2.3904 4.4332 5.1214 1.61722 3.6936 1.9597 3.9804 5.2284 4.519 2.1648 1.1776 4.0498 5.752 3.432 4.638 0.0 0.0 4.04 2.779 0.0 4.2504 4.04 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
90 4.1356 4.2792 1.8429 3.6084 1.3605 2.8902 1.6292 4.5814 2.6058 1.45484 3.4992 5.7016 3.3818 2.7796 1.12284 1.95868 1.19318 3.1842 2.6168 0.29158 1.47998 3.2008 2.7842 3.5588 6.0028 3.7034 3.3682 4.4588 1.20696 1.91498 2.5448 1.7781 4.3838 5.5354 1.6174 1.97924 4.4282 3.5282 1.03738 1.5915 3.6056 1.29252 3.193 5.1968 2.1458 5.933 3.0892 3.9598 0.96652 1.37124 3.2816 1.52162 4.1748 4.991 1.40264 1.301 2.2202 1.91898 1.19034 1.7699 2.7454 4.7466 2.893 5.7392 5.445 1.62182 4.5906 5.2788 1.80796 1.91498 1.40504 3.5558 3.2378 2.5282 1.11618 1.91184 4.2072 3.7612 1.65344 3.0314 0.0 0.0 4.1974 0.78828 1.5823 3.8258 4.1974 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
91 3.7034 1.18318 3.0868 2.5044 5.2364 1.47404 5.5052 1.33728 3.4278 5.3308 1.83916 2.4854 1.62978 3.7076 3.7748 5.6086 4.289 1.4482 3.0068 4.3296 4.132 2.0966 6.434 2.7482 2.7868 0.71128 2.3582 1.3628 3.7028 5.7908 3.4726 4.874 1.38774 1.97936 4.1134 5.8552 1.33202 2.4242 4.4598 4.0874 1.85558 3.9444 2.955 2.3006 4.5408 2.3768 4.0172 2.2098 4.8424 4.0232 4.2236 4.0176 2.4248 2.301 5.2786 5.177 3.32 3.1628 5.2282 5.4198 5.2412 1.42646 6.5428 3.1672 2.125 4.1118 1.38056 2.3826 3.8624 5.7908 4.057 1.44564 2.8058 2.0962 3.768 4.5638 2.457 2.3672 5.3034 2.8054 0.0 0.0 1.3222 4.8262 4.2342 0.0 1.3222 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
92 4.767 4.5468 2.4744 4.24 1.88402 3.5216 2.1528 3.8808 2.3834 1.97838 3.6368 5.001 3.1814 2.0792 0.42236 2.4822 0.9367 3.8158 2.3944 2.4652 0.77952 3.8322 3.3076 2.8584 5.3024 4.0748 3.1678 4.7264 1.83848 2.4386 1.84428 1.52164 3.6834 5.343 2.249 2.5028 4.6956 4.1598 1.10732 2.223 2.9052 0.59204 2.4926 4.4962 1.44536 5.7404 2.3888 3.2594 1.49006 0.67078 3.9132 2.1532 3.4744 5.3926 1.92616 1.82452 2.8516 1.2985 1.92586 2.2934 3.3768 4.046 3.4164 5.0388 4.7446 0.92136 3.8902 4.5782 1.1075 2.4386 0.70456 3.3552 3.8694 3.1598 0.4157 1.21138 3.5066 4.3928 2.177 3.169 0.0 0.0 3.4968 0.0 0.88182 3.6252 3.4968 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
93 3.725 1.5576 3.1082 3.1308 5.1798 2.1004 5.4486 0.7177 3.2412 5.2742 1.86062 1.9419 1.15524 2.843 3.6826 5.552 4.2326 2.0746 2.8202 4.273 3.7842 2.723 6.3776 1.75966 2.2432 1.3377 2.3016 1.73722 3.6464 5.7344 2.6082 4.8174 0.9132 2.3538 4.0568 5.7986 1.70646 3.0506 4.4032 4.0308 0.86704 3.8878 1.96644 1.75706 3.5704 2.7514 3.1526 1.22116 4.786 3.9666 4.245 3.961 1.43624 2.6754 5.222 5.1204 3.3416 3.1064 5.1718 5.3632 5.1848 0.8829 6.4864 2.6236 1.5814 3.2472 0.72698 1.83908 2.892 5.7344 4.0004 0.9711 2.8272 2.1176 3.7116 3.8044 1.46848 2.7416 5.2468 2.8268 0.0 0.0 0.0 4.7696 4.1776 1.24112 0.0 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
94 6.1262 5.172 3.8336 5.5992 3.1392 4.8808 3.4078 4.424 3.8526 3.2336 4.8698 5.5442 3.8066 2.7042 2.0238 3.7374 2.1918 5.175 3.8636 3.8242 1.57356 5.1914 4.5628 3.4014 5.8454 4.7 3.7928 5.3516 3.1976 3.6936 2.4694 2.7768 4.2264 5.968 3.608 3.7578 5.3208 5.519 2.3624 3.5822 3.4484 1.76104 3.0358 5.0394 0.94362 6.3656 3.0138 3.8024 2.7452 1.9259 5.2724 3.5122 4.0176 6.2896 3.1812 3.0796 4.2108 2.7676 3.181 3.5486 4.736 4.5892 4.6716 5.582 5.2878 2.3904 4.4332 5.1214 1.61722 3.6936 1.9597 3.9804 5.2284 4.519 2.1648 1.1776 4.0498 5.752 3.432 4.638 0.0 0.0 4.04 2.779 0.0 4.2504 4.04 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
95 4.1356 4.2792 1.8429 3.6084 1.3605 2.8902 1.6292 4.5814 2.6058 1.45484 3.4992 5.7016 3.3818 2.7796 1.12284 1.95868 1.19318 3.1842 2.6168 0.29158 1.47998 3.2008 2.7842 3.5588 6.0028 3.7034 3.3682 4.4588 1.20696 1.91498 2.5448 1.7781 4.3838 5.5354 1.6174 1.97924 4.4282 3.5282 1.03738 1.5915 3.6056 1.29252 3.193 5.1968 2.1458 5.933 3.0892 3.9598 0.96652 1.37124 3.2816 1.52162 4.1748 4.991 1.40264 1.301 2.2202 1.91898 1.19034 1.7699 2.7454 4.7466 2.893 5.7392 5.445 1.62182 4.5906 5.2788 1.80796 1.91498 1.40504 3.5558 3.2378 2.5282 1.11618 1.91184 4.2072 3.7612 1.65344 3.0314 0.0 0.0 4.1974 0.78828 1.5823 3.8258 4.1974 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
96 3.7034 1.18318 3.0868 2.5044 5.2364 1.47404 5.5052 1.33728 3.4278 5.3308 1.83916 2.4854 1.62978 3.7076 3.7748 5.6086 4.289 1.4482 3.0068 4.3296 4.132 2.0966 6.434 2.7482 2.7868 0.71128 2.3582 1.3628 3.7028 5.7908 3.4726 4.874 1.38774 1.97936 4.1134 5.8552 1.33202 2.4242 4.4598 4.0874 1.85558 3.9444 2.955 2.3006 4.5408 2.3768 4.0172 2.2098 4.8424 4.0232 4.2236 4.0176 2.4248 2.301 5.2786 5.177 3.32 3.1628 5.2282 5.4198 5.2412 1.42646 6.5428 3.1672 2.125 4.1118 1.38056 2.3826 3.8624 5.7908 4.057 1.44564 2.8058 2.0962 3.768 4.5638 2.457 2.3672 5.3034 2.8054 0.0 0.0 1.3222 4.8262 4.2342 0.0 1.3222 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
97 4.767 4.5468 2.4744 4.24 1.88402 3.5216 2.1528 3.8808 2.3834 1.97838 3.6368 5.001 3.1814 2.0792 0.42236 2.4822 0.9367 3.8158 2.3944 2.4652 0.77952 3.8322 3.3076 2.8584 5.3024 4.0748 3.1678 4.7264 1.83848 2.4386 1.84428 1.52164 3.6834 5.343 2.249 2.5028 4.6956 4.1598 1.10732 2.223 2.9052 0.59204 2.4926 4.4962 1.44536 5.7404 2.3888 3.2594 1.49006 0.67078 3.9132 2.1532 3.4744 5.3926 1.92616 1.82452 2.8516 1.2985 1.92586 2.2934 3.3768 4.046 3.4164 5.0388 4.7446 0.92136 3.8902 4.5782 1.1075 2.4386 0.70456 3.3552 3.8694 3.1598 0.4157 1.21138 3.5066 4.3928 2.177 3.169 0.0 0.0 3.4968 0.0 0.88182 3.6252 3.4968 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 0.0 19 0.0 20 0.0 21 0.0 22 0.0 23 0.0 24 0.0 25 0.0 26 0.0 27 0.0 28 0.0 29 0.0 30 0.0 31 0.0 32 0.0 33 0.0 34 0.0 35 0.0 36 0.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 4.0 43 13.0 44 15.0 45 20.0 46 25.0 47 28.0 48 36.0 49 41.0 50 43.0 51 51.0 52 58.0 53 60.0 54 61.0 55 69.0 56 72.0 57 80.0 58 86.0 59 90.0 60 95.0 61 100.0 62 104.0 63 107.0 64 109.0 65 118.0 66 121.0 67 125.0 68 129.0 69 137.0 70 138.0 71 145.0 72 156.0 73 157.0 74 162.0 75 168.0 76 169.0 77 177.0 78 184.0 79 190.0 80 192.0 81 0.0 82 0.0 83 0.0 84 0.0 85 0.0 86 0.0 87 0.0 88 0.0 89 0.0 90 0.0 91 0.0 92 0.0 93 0.0 94 0.0 95 0.0 96 0.0 97 0.0;
