param n := 40.0;
param numVehicles := 4.0;
set Origin := 81 83 84 85 86;
set O := 83 84 85 86;
param Ok := 1 83 2 84 3 85 4 86;
set S := 92 93 94 95 96;
set F := 82 87 88 89 90 91;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96:=
96 2.0456 1.32566 3.4136 4.513 2.3864 4.1738 1.4372 2.9528 4.9922 0.59492 3.8438 4.2616 5.0666 5.2342 1.33896 4.461 3.6214 2.26 3.0164 1.41902 2.435 3.2126 3.0622 1.52824 0.149534 2.185 2.557 2.059 3.2346 3.1128 3.4626 3.4798 2.475 4.3466 0.23972 3.0984 0.60804 3.5756 4.3158 2.552 2.4056 0.56796 3.5594 5.0582 3.8848 3.71 5.4312 2.6952 1.71532 2.0914 4.2466 3.9902 3.3542 5.6594 4.4108 4.3838 3.9756 3.2298 4.7726 3.8056 0.84466 0.86836 4.5374 5.5034 0.93678 4.5774 3.2954 0.58398 2.3628 3.415 3.1352 4.6124 4.3522 3.5224 1.58484 1.20564 1.12854 1.77464 4.2548 2.5014 0.0 0.0 3.6252 2.5306 0.0 0.88182 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 0.0 19 0.0 20 0.0 21 0.0 22 0.0 23 0.0 24 0.0 25 0.0 26 0.0 27 0.0 28 0.0 29 0.0 30 0.0 31 0.0 32 0.0 33 0.0 34 0.0 35 0.0 36 0.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 8.0 43 17.0 44 21.0 45 41.0 46 71.0 47 86.0 48 109.0 49 114.0 50 129.0 51 150.0 52 151.0 53 160.0 54 188.0 55 199.0 56 206.0 57 209.0 58 218.0 59 256.0 60 265.0 61 265.0 62 287.0 63 289.0 64 315.0 65 327.0 66 331.0 67 344.0 68 344.0 69 374.0 70 378.0 71 383.0 72 407.0 73 409.0 74 417.0 75 430.0 76 441.0 77 441.0 78 452.0 79 452.0 80 452.0 81 0.0 82 0.0 83 0.0 84 0.0 85 0.0 86 0.0 87 0.0 88 0.0 89 0.0 90 0.0 91 0.0 92 0.0 93 0.0 94 0.0 95 0.0 96 0.0;
param dep := 1 471.0 2 471.0 3 471.0 4 471.0 5 471.0 6 471.0 7 471.0 8 471.0 9 471.0 10 471.0 11 471.0 12 471.0 13 471.0 14 471.0 15 471.0 16 471.0 17 471.0 18 471.0 19 471.0 20 471.0 21 471.0 22 471.0 23 471.0 24 471.0 25 471.0 26 471.0 27 471.0 28 471.0 29 471.0 30 471.0 31 471.0 32 471.0 33 471.0 34 471.0 35 471.0 36 471.0 37 471.0 38 471.0 39 471.0 40 471.0 41 15.0 42 23.0 43 32.0 44 36.0 45 56.0 46 86.0 47 101.0 48 124.0 49 129.0 50 144.0 51 165.0 52 166.0 53 175.0 54 203.0 55 214.0 56 221.0 57 224.0 58 233.0 59 271.0 60 280.0 61 280.0 62 302.0 63 304.0 64 330.0 65 342.0 66 346.0 67 359.0 68 359.0 69 389.0 70 393.0 71 398.0 72 422.0 73 424.0 74 432.0 75 445.0 76 456.0 77 456.0 78 467.0 79 467.0 80 467.0 81 471.0 82 471.0 83 471.0 84 471.0 85 471.0 86 471.0 87 471.0 88 471.0 89 471.0 90 471.0 91 471.0 92 471.0 93 471.0 94 471.0 95 471.0 96 471.0;
param d := 1 0.5 2 0.5 3 0.5 4 0.5 5 0.5 6 0.5 7 0.5 8 0.5 9 0.5 10 0.5 11 0.5 12 0.5 13 0.5 14 0.5 15 0.5 16 0.5 17 0.5 18 0.5 19 0.5 20 0.5 21 0.5 22 0.5 23 0.5 24 0.5 25 0.5 26 0.5 27 0.5 28 0.5 29 0.5 30 0.5 31 0.5 32 0.5 33 0.5 34 0.5 35 0.5 36 0.5 37 0.5 38 0.5 39 0.5 40 0.5 41 0.5 42 0.5 43 0.5 44 0.5 45 0.5 46 0.5 47 0.5 48 0.5 49 0.5 50 0.5 51 0.5 52 0.5 53 0.5 54 0.5 55 0.5 56 0.5 57 0.5 58 0.5 59 0.5 60 0.5 61 0.5 62 0.5 63 0.5 64 0.5 65 0.5 66 0.5 67 0.5 68 0.5 69 0.5 70 0.5 71 0.5 72 0.5 73 0.5 74 0.5 75 0.5 76 0.5 77 0.5 78 0.5 79 0.5 80 0.5 81 0.0 82 0.0 83 0.0 84 0.0 85 0.0 86 0.0 87 0.0 88 0.0 89 0.0 90 0.0 91 0.0 92 0.0 93 0.0 94 0.0 95 0.0 96 0.0;
param l := 1 1.0 2 1.0 3 1.0 4 1.0 5 1.0 6 1.0 7 1.0 8 1.0 9 1.0 10 1.0 11 1.0 12 1.0 13 1.0 14 1.0 15 1.0 16 1.0 17 1.0 18 1.0 19 1.0 20 1.0 21 1.0 22 1.0 23 1.0 24 1.0 25 1.0 26 1.0 27 1.0 28 1.0 29 1.0 30 1.0 31 1.0 32 1.0 33 1.0 34 1.0 35 1.0 36 1.0 37 1.0 38 1.0 39 1.0 40 1.0 41 -1.0 42 -1.0 43 -1.0 44 -1.0 45 -1.0 46 -1.0 47 -1.0 48 -1.0 49 -1.0 50 -1.0 51 -1.0 52 -1.0 53 -1.0 54 -1.0 55 -1.0 56 -1.0 57 -1.0 58 -1.0 59 -1.0 60 -1.0 61 -1.0 62 -1.0 63 -1.0 64 -1.0 65 -1.0 66 -1.0 67 -1.0 68 -1.0 69 -1.0 70 -1.0 71 -1.0 72 -1.0 73 -1.0 74 -1.0 75 -1.0 76 -1.0 77 -1.0 78 -1.0 79 -1.0 80 -1.0 81 0.0 82 0.0 83 0.0 84 0.0 85 0.0 86 0.0 87 0.0 88 0.0 89 0.0 90 0.0 91 0.0 92 0.0 93 0.0 94 0.0 95 0.0 96 0.0;
param u := 1 8 2 8 3 8 4 8 5 8 6 8 7 8 8 8 9 8 10 8 11 8 12 8 13 8 14 8 15 8 16 8 17 8 18 8 19 8 20 8 21 8 22 8 23 8 24 8 25 8 26 8 27 8 28 8 29 8 30 8 31 8 32 8 33 8 34 8 35 8 36 8 37 8 38 8 39 8 40 8;
param c := 1 3 2 3 3 3 4 3;
param Q := 3.5;
param Binit := 1 3.5 2 3.5 3 3.5 4 3.5;
param r := 0.0;
param beta:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96:=
1 0.0 0.33950916999999997 0.20118097999999998 0.38702520999999995 0.22451142999999998 0.27258517 0.2162017 0.21859980999999998 0.35239203999999996 0.27622881 0.32484166 0.36365758 0.35482733 0.32934043999999996 0.34538361 0.3821918099999999 0.22049598999999998 0.05288297299999999 0.28305134 0.35281960999999995 0.30894720999999997 0.182507325 0.168520209 0.22466014999999995 0.23482888 0.08697889199999999 0.24035010999999998 0.27399800999999996 0.18454850699999997 0.132139579 0.16466464299999997 0.21179586999999997 0.23960650999999997 0.37120511999999994 0.24321296999999997 0.27470443 0.27743715999999996 0.53228747 0.27779036999999995 0.41240055999999997 0.107483662 0.25810356 0.29840668 0.35850814999999997 0.32826222 0.24416105999999996 0.3729153999999999 0.09333295399999998 0.24206039 0.037207884999999996 0.27135823 0.25477595 0.19567833999999998 0.4143896899999999 0.37717251 0.37464426999999995 0.37220898 0.18409305199999998 0.28641613 0.22800634999999997 0.28383211999999997 0.30164134 0.31011837999999997 0.39542788999999995 0.21783761999999998 0.30935619 0.19021288 0.27520636 0.22917751999999997 0.28496610999999994 0.37403079999999994 0.31260943999999996 0.28916745 0.29253224 0.36823071999999996 0.17426451899999998 0.181430964 0.38587262999999994 0.27213900999999996 0.31513768 0.0 0.0 0.17977831299999997 0.41043002 0.35791326999999995 0.30288687 0.20891441999999996 0.30288687 0.41043002 0.17977831299999997 0.35791326999999995 0.20891441999999996 0.30288687 0.41043002 0.17977831299999997 0.35791326999999995
2 0.18744297 0.0 0.36644607999999995 0.33738990999999996 0.13973545299999998 0.43785027 0.28219619999999995 0.23830521 0.51765714 0.22789480999999998 0.27520636 0.31402228 0.52011102 0.48103483999999996 0.19573410999999996 0.33255650999999997 0.38576109 0.21815364999999998 0.19829952999999997 0.2756897 0.144241669 0.34778171999999996 0.33378345 0.29067324 0.18649488 0.25224770999999996 0.155583428 0.109292469 0.34980802999999994 0.29740282 0.31710821999999994 0.37706097 0.147965246 0.32194162 0.19487896999999998 0.20592142999999996 0.22912174999999996 0.36758007 0.4294847699999999 0.24769315999999997 0.27275247999999996 0.22538515999999997 0.24877138 0.52377325 0.27899872 0.30868694999999996 0.44411509999999993 0.25860549 0.19372639 0.20248227999999996 0.42305263 0.42004104999999997 0.36094343999999995 0.57965479 0.32790900999999995 0.32538077 0.28743858 0.34936186999999996 0.4381291199999999 0.38044435 0.25111372 0.25330734 0.4753834799999999 0.56069299 0.25966511999999997 0.47462129 0.35547797999999997 0.22687235999999997 0.137530679 0.23533080999999997 0.20932339999999997 0.47787454 0.45443255 0.24531364 0.21859980999999998 0.28466867 0.27749292999999997 0.23624171999999996 0.42383340999999997 0.15042656199999999 0.0 0.0 0.33222188999999996 0.24572262 0.19320586999999997 0.25457145999999997 0.37419811 0.25457145999999997 0.24572262 0.33222188999999996 0.19320586999999997 0.37419811 0.25457145999999997 0.24572262 0.33222188999999996 0.19320586999999997
3 0.24146550999999997 0.39483300999999993 0.0 0.28526355 0.23652056999999999 0.21060610999999999 0.31039722999999997 0.20532655 0.33335587999999994 0.33155265 0.22307999999999997 0.26189592 0.28115515999999996 0.22757877999999998 0.40070744999999997 0.28044874 0.041777307 0.27217619 0.29507906999999994 0.40816204 0.36427105 0.12796984199999997 0.134059926 0.31885568 0.29015272 0.16201928599999998 0.25235925 0.32932184999999997 0.13001102399999998 0.19917325999999996 0.062906701 0.19275970999999997 0.25163423999999995 0.26944345999999997 0.29853681 0.17294091099999997 0.33277958999999996 0.5876113099999999 0.176030569 0.4677429899999999 0.12024197899999998 0.329043 0.19664502 0.31976658999999996 0.22650055999999996 0.142412413 0.27115374 0.18751732999999998 0.29738422999999997 0.25650481999999997 0.169607724 0.181087049 0.14113342099999998 0.37564812999999997 0.27541085 0.27288260999999997 0.36302552 0.12955556899999998 0.18466748299999997 0.126252126 0.35477156 0.35696517999999994 0.29108222 0.3217371299999999 0.31201455999999994 0.23566542999999998 0.135667961 0.3305302 0.24118666 0.18320630899999998 0.42935463999999995 0.23891867999999997 0.22720697999999998 0.19078916999999998 0.42357315 0.26843959999999994 0.27561533999999993 0.44121506 0.17037363199999997 0.37046151999999993 0.0 0.0 0.07802037099999999 0.4657538599999999 0.41325569999999995 0.3582293 0.15438623199999998 0.3582293 0.4657538599999999 0.07802037099999999 0.41325569999999995 0.15438623199999998 0.3582293 0.4657538599999999 0.07802037099999999 0.41325569999999995
4 0.3956881499999999 0.41167555 0.39641316 0.0 0.34110790999999996 0.40163694999999994 0.4904413799999999 0.30991388999999997 0.5284765199999999 0.4361399899999999 0.21371063999999998 0.25252656 0.46584680999999994 0.41228901999999995 0.43260789 0.27106078999999994 0.36795186999999996 0.42639882999999995 0.29981951999999995 0.5125448899999999 0.40137669 0.3777488 0.42658472999999997 0.49891842 0.39474006 0.45454408999999996 0.35694658999999995 0.36642748999999997 0.37977510999999997 0.38704379999999994 0.3887169 0.48529194999999997 0.35620298999999994 0.031037863999999995 0.40312414999999996 0.27753010999999994 0.43736693 0.49644594999999997 0.36073894999999995 0.37655903999999996 0.41277236 0.4336303399999999 0.20716695999999998 0.5044768299999999 0.2102529 0.24698673999999998 0.37536927999999997 0.4668506699999999 0.40197157 0.41072746 0.35430680999999997 0.36579543 0.43366752 0.56035837 0.037005253999999994 0.03448444999999999 0.24509055999999999 0.42208595 0.36936471 0.31727553 0.45935889999999996 0.46155251999999997 0.48620285999999996 0.50644737 0.46791029999999995 0.4203756699999999 0.42820205999999994 0.4351175399999999 0.34577399999999997 0.166583131 0.33818928 0.42362891999999996 0.41821922999999994 0.17657525599999999 0.45547358999999993 0.49291384999999993 0.4857381099999999 0.4008004 0.35508758999999995 0.38730406 0.0 0.0 0.40383056999999994 0.3745885 0.4300796499999999 0.46279804999999996 0.36761724999999995 0.46279804999999996 0.3745885 0.40383056999999994 0.4300796499999999 0.36761724999999995 0.46279804999999996 0.3745885 0.40383056999999994 0.4300796499999999
5 0.21588566999999997 0.31961786999999997 0.25936768 0.22919611 0.0 0.33077186999999997 0.31065749 0.130109551 0.44608563999999995 0.25633751 0.16701255999999998 0.20582847999999998 0.41303261999999996 0.37284103999999996 0.32549230999999995 0.22438129999999998 0.27868269 0.24659635 0.21986392999999999 0.33294689999999993 0.28905590999999997 0.24070331999999997 0.24678224999999995 0.31911593999999993 0.21493757999999996 0.27474160999999997 0.015848160899999998 0.25410670999999996 0.24274822 0.20724131999999998 0.20891441999999996 0.30548947 0.176411664 0.21374781999999998 0.22332166999999997 0.09772577099999999 0.25756444999999994 0.5123961699999999 0.32129096999999995 0.39252784999999996 0.23296988 0.25382785999999996 0.140575721 0.45164404999999996 0.170806779 0.20049314999999998 0.3359213 0.28704819 0.22216908999999999 0.23092497999999997 0.31487741999999996 0.31296264999999995 0.25386504 0.50752559 0.21971520999999997 0.21718696999999995 0.30695807999999997 0.24228346999999995 0.32993532 0.27225055 0.27955641999999997 0.28175004 0.40381197999999996 0.45361459 0.28810781999999996 0.36754288999999996 0.24839957999999998 0.25533364999999997 0.165977097 0.127138869 0.3541395 0.37079613999999994 0.34737273999999996 0.13713099399999998 0.34835800999999994 0.31311136999999994 0.30593562999999996 0.36599992 0.31563960999999996 0.29524638 0.0 0.0 0.22402808999999999 0.39053871999999995 0.33804056 0.28301415999999996 0.26711971 0.28301415999999996 0.39053871999999995 0.22402808999999999 0.33804056 0.26711971 0.28301415999999996 0.39053871999999995 0.22402808999999999 0.33804056
6 0.33354177999999995 0.47742838 0.123459908 0.35038431999999997 0.33752003999999997 0.0 0.3541395 0.30632602 0.18524934999999998 0.4141480199999999 0.32407947 0.36289538999999993 0.21094073 0.24269245 0.48330281999999997 0.38144820999999995 0.142776777 0.33357896 0.3960785399999999 0.49075740999999995 0.44686641999999993 0.104789971 0.22612875999999996 0.36259794999999995 0.37274809 0.20686951999999997 0.35335871999999996 0.41191722 0.10682929399999998 0.29124953 0.16390802999999998 0.12013787499999999 0.35263371 0.28455712999999994 0.38113217999999993 0.27394224 0.41537495999999996 0.6702066799999999 0.141137139 0.5503383599999999 0.165099649 0.39602276999999997 0.29764449 0.16125151899999998 0.24161422999999999 0.24341745999999995 0.28626741 0.2795936 0.3799796 0.31790758999999996 0.13471429399999998 0.11087261899999999 0.10772904999999999 0.21713119999999997 0.29052451999999995 0.28799627999999994 0.46402498999999997 0.174415098 0.19978672999999997 0.09371590799999999 0.4217513299999999 0.43956054999999994 0.14297569 0.18479389499999999 0.35575682999999997 0.16546029499999998 0.10226173099999998 0.4131441599999999 0.34218613 0.24832521999999999 0.51195001 0.16870796799999999 0.03447887299999999 0.22932624 0.5061685199999999 0.31218187 0.31935760999999996 0.5238104299999999 0.135480202 0.45305689 0.0 0.0 0.17902169999999998 0.5483492299999999 0.49585106999999995 0.44082467 0.09616049299999999 0.44082467 0.5483492299999999 0.17902169999999998 0.49585106999999995 0.09616049299999999 0.44082467 0.5483492299999999 0.17902169999999998 0.49585106999999995
7 0.070922709 0.28898155 0.24992395999999997 0.35880558999999995 0.16115856899999997 0.32132815 0.0 0.155246949 0.40113501999999995 0.22570118999999997 0.29662204 0.33545654999999996 0.4035888999999999 0.37808341999999995 0.29487458 0.35399077999999995 0.26925755999999995 0.10163524799999998 0.21971520999999997 0.30231058 0.25841959 0.23125959999999998 0.21727992 0.0084619821 0.18430869599999997 0.13573116699999999 0.177006544 0.22347038999999996 0.23330449999999997 0.180891854 0.21341319999999997 0.26055744 0.176266662 0.3433573 0.19268534999999998 0.22733711 0.22692812999999995 0.48175984999999993 0.32653334999999994 0.36189152999999996 0.156235937 0.22321013 0.27018706 0.40725112999999996 0.30041439999999997 0.22562682999999997 0.38559377999999994 0.142085229 0.19153277 0.08596016 0.32011979999999995 0.30351892999999996 0.24442131999999997 0.4631326699999999 0.34932468999999994 0.34679645 0.30887285 0.23283974999999996 0.33517769999999997 0.27676791999999995 0.24892009999999998 0.25113230999999997 0.35886135999999996 0.44418946 0.167323013 0.35811775999999995 0.23895586 0.22469733 0.16583209499999998 0.25674649 0.32352177 0.36135241999999995 0.33792901999999997 0.26674791 0.31772169 0.19231354999999997 0.18514524599999999 0.3353636 0.32088198999999995 0.26461006 0.0 0.0 0.22852687 0.35990239999999996 0.30740423999999994 0.25237783999999996 0.25767599 0.25237783999999996 0.35990239999999996 0.22852687 0.30740423999999994 0.25767599 0.25237783999999996 0.35990239999999996 0.22852687 0.30740423999999994
8 0.141977407 0.35036573 0.15181709399999999 0.32372626 0.19205328999999996 0.22321013 0.23674365 0.0 0.33852389999999993 0.28710396 0.26152411999999997 0.30035862999999996 0.30547087999999994 0.2660229 0.35625876 0.31889286 0.17113396299999997 0.172688087 0.25061179 0.36369475999999995 0.31982235999999997 0.13314529799999997 0.139235382 0.24520209999999998 0.24570403 0.16719474199999998 0.20791056 0.28487315999999996 0.13518647999999997 0.09969445199999999 0.101358257 0.19794631999999998 0.20716695999999998 0.30788757999999994 0.25408812 0.21138688999999997 0.28831230999999996 0.5431440299999999 0.21447282999999998 0.42327570999999997 0.125417435 0.28459430999999996 0.23508913999999997 0.34408230999999995 0.26494468 0.18086396899999999 0.30961645 0.19268534999999998 0.25293553999999996 0.157012999 0.20805927999999999 0.20540091 0.14630887699999998 0.39996384999999995 0.31385496999999996 0.31134532 0.33976943 0.13473102499999998 0.22311717999999997 0.164703682 0.31030428 0.31251649 0.29625023999999994 0.34607143999999995 0.23837956999999999 0.25999974 0.140843417 0.28608151 0.19673796999999998 0.22164856999999996 0.38490594999999994 0.26325298999999996 0.239811 0.22923329 0.37910586999999996 0.26336453 0.25620738 0.39674777999999994 0.20882146999999998 0.32599424 0.0 0.0 0.11647192699999999 0.42128657999999997 0.36878841999999995 0.31376202 0.159559829 0.31376202 0.42128657999999997 0.11647192699999999 0.36878841999999995 0.159559829 0.31376202 0.42128657999999997 0.11647192699999999 0.36878841999999995
9 0.45766720999999994 0.5656751099999999 0.25074191999999995 0.43416944999999996 0.44788886999999994 0.17547286899999998 0.44238623 0.41669484999999995 0.0 0.50239475 0.4344483 0.4732642199999999 0.20772465999999998 0.24523927999999998 0.57154955 0.4918170399999999 0.27005693 0.4218256899999999 0.50644737 0.5790041399999999 0.5351131499999999 0.23207755999999996 0.35025418999999997 0.45084467999999994 0.46099481999999997 0.30757154999999997 0.46372754999999993 0.50016395 0.23412246 0.41537495999999996 0.29119375999999997 0.162653205 0.46300253999999996 0.34566245999999995 0.46937891 0.3843110699999999 0.5036216899999999 0.75845341 0.20224061 0.6385850899999999 0.28922322 0.48426949999999996 0.40801331999999996 0.11732334899999998 0.30271956 0.35378628999999995 0.28881424 0.40371903 0.46822632999999997 0.40615431999999996 0.19582705999999997 0.171977949 0.23966227999999995 0.10795398899999999 0.35162984999999997 0.34910160999999995 0.55970772 0.30169711 0.26089206 0.21951072 0.5099980599999999 0.52780728 0.11949466099999999 0.16168466599999998 0.4440035599999999 0.16224236599999997 0.23419681999999997 0.5013723 0.45255495999999995 0.33211034999999994 0.60019674 0.165491898 0.19207187999999997 0.31311136999999994 0.59441525 0.40042859999999997 0.40760433999999995 0.61205716 0.19658925 0.54130362 0.0 0.0 0.30630742999999994 0.63659596 0.5840977999999999 0.5290714 0.22196459999999996 0.5290714 0.63659596 0.30630742999999994 0.5840977999999999 0.22196459999999996 0.5290714 0.63659596 0.30630742999999994 0.5840977999999999
10 0.152692683 0.21943635999999997 0.27983526999999997 0.3820245 0.18437004299999998 0.35049585999999994 0.096136326 0.23702249999999997 0.42658472999999997 0.0 0.31984094999999996 0.35865686999999996 0.43348161999999996 0.44907863 0.22531079999999998 0.37719109999999995 0.29915028 0.172623022 0.24293411999999998 0.23274679999999998 0.1888744 0.26117091 0.24717263999999994 0.104598494 0.11475606999999999 0.16563504099999998 0.20021429999999998 0.15392705899999998 0.26319721999999995 0.25187591 0.28440841 0.28598855999999995 0.1925924 0.36657620999999996 0.12314015999999998 0.25055602 0.15737550399999997 0.41221465999999995 0.36369475999999995 0.29232775 0.18614167 0.015339910299999997 0.29340596999999996 0.4327008399999999 0.32363330999999995 0.30740423999999994 0.46737118999999994 0.21307858 0.12198757999999998 0.15694793399999998 0.35726262 0.33343024 0.27433262999999997 0.48858238 0.3725436 0.37001535999999996 0.33207317 0.26275106 0.40615431999999996 0.31627166999999995 0.041059733 0.181572248 0.3843110699999999 0.4740821799999999 0.049622286999999994 0.38801048 0.26886716999999993 0.155139127 0.18216526899999996 0.2799654 0.25395798999999997 0.3912637299999999 0.36707813999999994 0.28994823 0.24817649999999997 0.07461096499999999 0.06744452 0.26581840999999995 0.35804339999999996 0.19506486999999997 0.0 0.0 0.29952207999999997 0.29035721 0.23784046 0.182823355 0.28758729999999993 0.182823355 0.29035721 0.29952207999999997 0.23784046 0.28758729999999993 0.182823355 0.29035721 0.29952207999999997 0.23784046
11 0.20863557 0.31236776999999993 0.25213617 0.22196459999999996 0.15405904799999998 0.32352177 0.30340739 0.12286502799999997 0.4388355399999999 0.249106 0.0 0.038821496999999996 0.4057825199999999 0.3655909399999999 0.31826079999999995 0.21713119999999997 0.27145117999999996 0.23934624999999998 0.21261382999999998 0.32569679999999995 0.2818244 0.23345322 0.23955073999999998 0.31186583999999995 0.20770606999999996 0.2675101 0.16990702299999996 0.2468752 0.23549811999999995 0.20000980999999998 0.20166431999999998 0.29825796 0.16916714099999997 0.20649771999999997 0.21607157 0.09048124799999999 0.25031434999999996 0.5051460699999999 0.31404086999999997 0.3852777499999999 0.22571977999999998 0.24659635 0.133333057 0.4443939499999999 0.163562256 0.19324305 0.32868979 0.27979809 0.21493757999999996 0.22367488 0.30762732 0.30571254999999997 0.24661493999999998 0.5002754899999999 0.21246510999999998 0.20995545999999998 0.29972656999999997 0.23503336999999996 0.32268522 0.26501904 0.27230632 0.2745185299999999 0.39656188 0.44638307999999993 0.28087630999999996 0.36031137999999996 0.24114947999999997 0.24808354999999999 0.158732574 0.11989620499999999 0.34690799 0.36356462999999994 0.3401226399999999 0.129886471 0.34110790999999996 0.30586126999999996 0.29870411999999996 0.35874981999999994 0.30838951 0.28799627999999994 0.0 0.0 0.21677798999999998 0.3832886199999999 0.33079046 0.27576406 0.25986961 0.27576406 0.3832886199999999 0.21677798999999998 0.33079046 0.25986961 0.27576406 0.3832886199999999 0.21677798999999998 0.33079046
12 0.169817791 0.27355185 0.21330165999999998 0.18313380799999998 0.115237551 0.28470585 0.26459147 0.08404353099999999 0.40001961999999996 0.21027148999999998 0.12094653999999998 0.0 0.3669666 0.32677501999999997 0.27942628999999997 0.17830970299999999 0.23261667 0.20053032999999998 0.17379233299999997 0.28688087999999995 0.24298988999999996 0.19463729999999996 0.20071623 0.27304992 0.168875278 0.22867558999999998 0.13108552599999998 0.20804068999999997 0.1966822 0.161182736 0.16284839999999998 0.25942344999999994 0.13034564399999998 0.16767994099999997 0.177259368 0.051659751 0.21149842999999996 0.46633015 0.27522494999999997 0.34646182999999997 0.18690386 0.20776183999999998 0.09450970099999999 0.40557803 0.12474075899999999 0.154421553 0.28985527999999994 0.24098216999999997 0.176106788 0.184855242 0.2688114 0.26689662999999997 0.20779901999999997 0.46145956999999993 0.173645472 0.17112466799999998 0.26089206 0.19621745 0.28386929999999994 0.22618452999999997 0.2334904 0.23568402 0.35774596 0.40754856999999994 0.24204179999999997 0.32147686999999997 0.20233356 0.20926762999999995 0.11991107699999999 0.08107284899999999 0.30807347999999996 0.32473011999999996 0.30130672 0.09106497399999999 0.30229199 0.26704535 0.25986961 0.3199339 0.26957359 0.24918036 0.0 0.0 0.17796207 0.34447269999999997 0.29197453999999995 0.23694813999999997 0.22105369 0.23694813999999997 0.34447269999999997 0.17796207 0.29197453999999995 0.22105369 0.23694813999999997 0.34447269999999997 0.17796207 0.29197453999999995
13 0.31956209999999996 0.44578819999999997 0.132725164 0.27377492999999997 0.28747575999999997 0.137947095 0.37455131999999997 0.25628174 0.20956506999999996 0.38252643 0.27403519 0.3128697 0.0 0.14338838799999998 0.45168122999999993 0.33140392999999996 0.11988133299999999 0.35027278 0.34603426 0.45911722999999993 0.4152448299999999 0.11405336799999997 0.21216766999999997 0.3830097699999999 0.34112649999999994 0.21614593 0.30333302999999995 0.38029563 0.11609455 0.27728843999999997 0.141010727 0.21045739 0.30258942999999994 0.18525306799999997 0.34951059 0.22389795999999995 0.38373477999999994 0.6385664999999999 0.041836794999999996 0.5186981799999999 0.174364905 0.38001677999999994 0.24760021 0.18557281599999997 0.14231388599999997 0.19337317999999998 0.18697822 0.26561392 0.34835800999999994 0.33460141 0.03541395 0.04689327499999999 0.19525077 0.24144691999999998 0.19121673999999997 0.18870708999999997 0.3993132 0.18367849499999997 0.10047894999999998 0.069206852 0.40572674999999997 0.40793895999999996 0.16729698699999998 0.18755450999999995 0.37618724 0.10147909199999999 0.18978530999999996 0.38150397999999996 0.29216043999999997 0.17170653499999997 0.48032842 0.10472862399999998 0.15453867 0.15269826 0.47452833999999994 0.3326122799999999 0.33976943 0.4921702499999999 0.036179857999999995 0.42141670999999997 0.0 0.0 0.15612439699999997 0.51670905 0.46421089 0.40918448999999996 0.10393669 0.40918448999999996 0.51670905 0.15612439699999997 0.46421089 0.10393669 0.40918448999999996 0.51670905 0.15612439699999997 0.46421089
14 0.41368326999999994 0.5399093699999999 0.22683517999999997 0.36787750999999996 0.38159693 0.23205896999999998 0.46867249 0.35040290999999996 0.27264093999999994 0.4766290099999999 0.36815635999999996 0.40697227999999996 0.117446043 0.0 0.54578381 0.4255251 0.21398948999999998 0.4443939499999999 0.44015542999999996 0.5532383999999999 0.50934741 0.20817081999999995 0.30627024999999997 0.47713094 0.43522908 0.31024851 0.39743561 0.47439820999999993 0.21021572 0.37139101999999996 0.23512631999999997 0.30455997 0.39671059999999997 0.27937051999999996 0.44361316999999995 0.31801913 0.47785595 0.7326876699999999 0.135950529 0.61281935 0.26847677999999997 0.47411935999999993 0.34172137999999996 0.13022480899999997 0.23642761999999998 0.28749434999999995 0.1985412 0.35973509 0.44246059 0.42872257999999996 0.129527684 0.141007009 0.28937194 0.18610449 0.28533791 0.28280967 0.4934157799999999 0.27779036999999995 0.19460011999999996 0.163320586 0.49984791999999995 0.50204154 0.26141257999999995 0.125138585 0.4702898199999999 0.12086288499999999 0.28390647999999996 0.47562514999999994 0.38626301999999996 0.26581840999999995 0.5744309999999999 0.12411055799999998 0.24865983999999997 0.24681943 0.56864951 0.4267148599999999 0.43389059999999996 0.5862914199999999 0.13029359199999999 0.51553788 0.0 0.0 0.25023998999999997 0.61083022 0.5583320599999999 0.5033056599999999 0.19805785999999997 0.5033056599999999 0.61083022 0.25023998999999997 0.5583320599999999 0.19805785999999997 0.5033056599999999 0.61083022 0.25023998999999997 0.5583320599999999
