param n := 30.0;
param numVehicles := 3.0;
set Origin := 61 63 64 65;
set O := 63 64 65;
param Ok := 1 63 2 64 3 65;
set S := 71 72 73 74 75;
set F := 62 66 67 68 69 70;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75:=
6 0.25419965999999994 0.29875989 0.08952943999999999 0.38542646999999997 0.40924025999999997 0.0 0.40159976999999997 0.38908869999999995 0.33023275999999996 0.10255173499999999 0.46545642 0.34112649999999994 0.46545642 0.21348756 0.26494468 0.46545642 0.46545642 0.31184724999999996 0.38962780999999996 0.325325 0.25451568999999996 0.147989413 0.24518350999999997 0.06866030599999999 0.165326447 0.37665199 0.21043879999999995 0.24404951999999996 0.20274253999999997 0.28918604 0.06606700099999999 0.25730419 0.133299595 0.40353312999999996 0.19218342 0.0 0.028331159999999998 0.34352461 0.28829372 0.134383392 0.46545642 0.3043183 0.46545642 0.030891003 0.38854959 0.46545642 0.46545642 0.31184724999999996 0.45201585 0.3929925999999999 0.35558952 0.0247247 0.38366042 0.28509624 0.24378925999999995 0.38077896999999994 0.29576689999999994 0.28836807999999997 0.34164701999999997 0.30398368 0.0 0.0 0.37579684999999996 0.32077045 0.22558964999999997 0.22558964999999997 0.32077045 0.3814668 0.2617843799999999 0.37579684999999996 0.22558964999999997 0.32077045 0.3814668 0.2617843799999999 0.37579684999999996
7 0.27615445 0.41587688999999994 0.25609583999999996 0.47242766999999997 0.5193116499999999 0.20238932999999998 0.0 0.16228326399999998 0.21980815999999995 0.26206323 0.25371632 0.23072049 0.25371632 0.24899445999999997 0.15451450299999997 0.25371632 0.25371632 0.46354164999999997 0.17788027399999998 0.18608589999999997 0.27961219 0.174203172 0.134762628 0.26217477 0.27444417 0.14984841299999999 0.24594569999999996 0.13362677899999997 0.092319799 0.08487450399999999 0.23263525999999998 0.40937039 0.29987528999999996 0.5206501299999999 0.31562102 0.20238932999999998 0.19489755999999997 0.23310000999999997 0.19181162 0.24349182 0.25371632 0.2004002 0.25371632 0.19746297999999998 0.161759026 0.25371632 0.25371632 0.46354164999999997 0.24027574999999998 0.16620203599999997 0.47270651999999996 0.21822800999999997 0.17192961499999998 0.43716243999999993 0.133357224 0.15399212399999998 0.28535649999999996 0.31346457999999994 0.23122241999999998 0.20006558 0.0 0.0 0.148996991 0.21034584999999997 0.32997249999999995 0.32997249999999995 0.21034584999999997 0.20149701 0.28799627999999994 0.148996991 0.32997249999999995 0.21034584999999997 0.20149701 0.28799627999999994 0.148996991
8 0.28866551999999995 0.4283879599999999 0.26860691 0.4849573299999999 0.5318227199999999 0.21490039999999996 0.012512743099999998 0.0 0.23231923 0.2745743 0.26622738999999995 0.24323155999999999 0.26622738999999995 0.26150553 0.16702743199999998 0.26622738999999995 0.26622738999999995 0.47605271999999993 0.19039878 0.19861556 0.29212325999999994 0.18671795999999996 0.14727555699999997 0.27468583999999996 0.28695524 0.162361342 0.25847536 0.146137849 0.10483272799999999 0.09738743299999998 0.24514632999999997 0.42188146 0.31238636 0.5331611999999999 0.32813208999999993 0.21490039999999996 0.20740862999999995 0.24561107999999995 0.20432268999999997 0.25600289 0.26622738999999995 0.21291126999999999 0.26622738999999995 0.20997404999999997 0.17427195499999998 0.26622738999999995 0.26622738999999995 0.47605271999999993 0.25278681999999997 0.0039185860999999995 0.48521759 0.23073907999999999 0.18444254399999999 0.44967350999999994 0.14587015299999997 0.166503194 0.29788615999999996 0.32597565 0.24373348999999997 0.21257664999999998 0.0 0.0 0.16150992 0.22285692 0.34248356999999996 0.34248356999999996 0.22285692 0.21400808 0.30050735 0.16150992 0.34248356999999996 0.22285692 0.21400808 0.30050735 0.16150992
9 0.20629322999999997 0.34601566999999994 0.29323865999999993 0.40258503999999995 0.44945042999999996 0.31972941 0.2921418499999999 0.27963077999999997 0.0 0.29295981 0.35601709 0.23168716999999997 0.35601709 0.27990962999999996 0.155488619 0.35601709 0.35601709 0.39368042999999997 0.28016989 0.21588566999999997 0.20975096999999998 0.24562966999999997 0.13573488499999997 0.37951484999999996 0.39178424999999995 0.26719407 0.27686087 0.13459903599999998 0.20965801999999997 0.20222202 0.34997533999999997 0.33950916999999997 0.41721537 0.45078891 0.25858689999999995 0.31972941 0.31223764 0.23406669 0.121954118 0.3608319 0.35601709 0.23837956999999999 0.35601709 0.31480305999999997 0.27911026 0.35601709 0.35601709 0.39368042999999997 0.34257651999999994 0.28355326999999997 0.4028452999999999 0.33558667999999997 0.27422109 0.36731980999999997 0.17132543999999997 0.27133964 0.21551386999999997 0.24360336 0.23220769 0.23802635999999996 0.0 0.0 0.26633893 0.21131253 0.26011128 0.26011128 0.21131253 0.31883709 0.23098074999999996 0.26633893 0.26011128 0.21131253 0.31883709 0.23098074999999996 0.26633893
10 0.28370198999999996 0.32824362999999995 0.119024334 0.4149288 0.43874259 0.06530667 0.37773020999999996 0.36521913999999994 0.3597165 0.0 0.45666334999999997 0.37062882999999996 0.45666334999999997 0.24298988999999996 0.29442841999999997 0.45666334999999997 0.45666334999999997 0.34133099 0.38081615 0.35482733 0.28399943 0.17748430699999998 0.27468583999999996 0.125093969 0.13736151 0.35278243 0.23994112999999997 0.27355185 0.23224487 0.26122668 0.095561895 0.28678792999999997 0.162794489 0.43301686999999994 0.22166715999999997 0.06530667 0.057826053999999995 0.37300834999999993 0.31777745999999996 0.106418455 0.45666334999999997 0.33382063 0.45666334999999997 0.060384037999999994 0.36469862 0.45666334999999997 0.45666334999999997 0.34133099 0.43783167999999995 0.36914162999999994 0.38507326 0.081158363 0.37486735 0.31459856999999997 0.273273 0.35692799999999997 0.32526922999999996 0.31785181999999995 0.37114934999999993 0.33348601 0.0 0.0 0.35192728999999995 0.35025418999999997 0.25507339 0.25507339 0.35025418999999997 0.36336013999999994 0.29128670999999995 0.35192728999999995 0.25507339 0.35025418999999997 0.36336013999999994 0.29128670999999995 0.35192728999999995
11 0.35278243 0.48802467999999993 0.34015982 0.5445940499999999 0.59145944 0.28643472 0.11552197799999998 0.10301090799999998 0.22651914999999997 0.3461086199999999 0.0 0.12366253899999999 0.0 0.33305843999999996 0.10769744699999999 0.0 0.0 0.53568944 0.098902518 0.03461458 0.3562215799999999 0.25825228 0.21882289 0.34622016 0.35848955999999993 0.09057605699999999 0.33000967999999997 0.2176889 0.176376343 0.16893104799999997 0.31669924 0.48599836999999996 0.38392067999999996 0.59279792 0.39966640999999997 0.28643472 0.27896153999999995 0.126045777 0.27585700999999996 0.32755579999999995 0.0 0.28446417999999996 0.0 0.28150836999999995 0.10248666999999999 0.0 0.0 0.53568944 0.16130171199999999 0.10692782099999999 0.54485431 0.30229199 0.09295185899999998 0.51379042 0.21741004999999997 0.23804494999999998 0.35752288 0.3900925599999999 0.12418119999999999 0.28412955999999995 0.0 0.0 0.089724635 0.10329533499999999 0.40660047999999993 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
12 0.30132530999999996 0.43658614999999995 0.43697653999999997 0.49315551999999996 0.54002091 0.43465278999999996 0.26373632999999996 0.25122525999999995 0.175078761 0.43669768999999997 0.32296407 0.0 0.32296407 0.42362891999999996 0.25590994 0.32296407 0.32296407 0.48425091 0.24711686999999996 0.18282707299999998 0.30478304999999994 0.37077754999999996 0.26087347 0.4944382299999999 0.50670763 0.23878854999999996 0.42059874999999997 0.25973947999999997 0.32458139999999996 0.31714539999999997 0.46489871999999993 0.43454124999999993 0.5321387499999999 0.54135939 0.40232478 0.43465278999999996 0.42716101999999995 0.0023836098 0.26568828 0.47575528 0.32296407 0.36350886 0.32296407 0.42972643999999993 0.25070474 0.32296407 0.32296407 0.48425091 0.30952349999999995 0.25514775 0.4934157799999999 0.4504914699999999 0.24116806999999996 0.46235188999999993 0.29647332 0.38626301999999996 0.30608435 0.33863544 5.1823343E-4 0.36317424 0.0 0.0 0.23793340999999998 0.17826322799999997 0.35514335999999996 0.35514335999999996 0.17826322799999997 0.33151547 0.37470003999999996 0.23793340999999998 0.35514335999999996 0.17826322799999997 0.33151547 0.37470003999999996 0.23793340999999998
13 0.35278243 0.48802467999999993 0.34015982 0.5445940499999999 0.59145944 0.28643472 0.11552197799999998 0.10301090799999998 0.22651914999999997 0.3461086199999999 0.0 0.12366253899999999 0.0 0.33305843999999996 0.10769744699999999 0.0 0.0 0.53568944 0.098902518 0.03461458 0.3562215799999999 0.25825228 0.21882289 0.34622016 0.35848955999999993 0.09057605699999999 0.33000967999999997 0.2176889 0.176376343 0.16893104799999997 0.31669924 0.48599836999999996 0.38392067999999996 0.59279792 0.39966640999999997 0.28643472 0.27896153999999995 0.126045777 0.27585700999999996 0.32755579999999995 0.0 0.28446417999999996 0.0 0.28150836999999995 0.10248666999999999 0.0 0.0 0.53568944 0.16130171199999999 0.10692782099999999 0.54485431 0.30229199 0.09295185899999998 0.51379042 0.21741004999999997 0.23804494999999998 0.35752288 0.3900925599999999 0.12418119999999999 0.28412955999999995 0.0 0.0 0.089724635 0.10329533499999999 0.40660047999999993 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
14 0.23581414999999997 0.25507339 0.045852235 0.34175856 0.36557234999999993 0.108879771 0.4159140699999999 0.40340299999999996 0.33339305999999996 0.11687533 0.47978930999999997 0.35545938999999993 0.47978930999999997 0.0 0.27925898 0.47978930999999997 0.47978930999999997 0.26816074999999995 0.4039421099999999 0.33965788999999996 0.23611158999999998 0.16231300799999998 0.2595164 0.16866521099999998 0.24339886999999996 0.39096628999999994 0.166767172 0.25836381999999997 0.21705683999999997 0.32599424 0.13913499599999998 0.21361768999999997 0.20636759 0.35984662999999995 0.148500638 0.108879771 0.08928219299999998 0.35783890999999995 0.27825511999999997 0.21244652 0.47978930999999997 0.30452278999999993 0.47978930999999997 0.08672234999999999 0.40288247999999993 0.47978930999999997 0.47978930999999997 0.26816074999999995 0.46634873999999993 0.40732548999999996 0.31190302 0.12473146399999999 0.39799330999999993 0.24142832999999997 0.25810356 0.3951118599999999 0.27738138999999995 0.26996397999999994 0.35597990999999995 0.30416958 0.0 0.0 0.39011114999999996 0.33508475 0.18190686799999997 0.18190686799999997 0.33508475 0.44260931 0.21848826999999998 0.39011114999999996 0.18190686799999997 0.33508475 0.44260931 0.21848826999999998 0.39011114999999996
15 0.30006119 0.4353220299999999 0.37295258 0.49187281 0.5387382 0.31922747999999995 0.14832031499999998 0.13580738599999997 0.17380720499999996 0.37127948 0.20753876 0.08321441699999998 0.20753876 0.3582293 0.0 0.20753876 0.20753876 0.48298678999999994 0.13169899599999998 0.067411058 0.30350034 0.28344172999999995 0.17353765 0.37901292 0.39128231999999996 0.12337253499999998 0.35518054 0.172401801 0.20917467999999997 0.20172008999999996 0.34949199999999997 0.43327713 0.41671344 0.5400952699999999 0.39343876 0.31922747999999995 0.3117543 0.085597655 0.25680225999999995 0.36034855999999993 0.20753876 0.27617304 0.20753876 0.31431971999999997 0.135283148 0.20753876 0.20753876 0.48298678999999994 0.19409818999999998 0.139726158 0.49215166 0.33508475 0.125748337 0.46106917999999997 0.20911891 0.27083771 0.30480164 0.33737132 0.08373307799999999 0.27583842 0.0 0.0 0.122521113 0.06284907199999999 0.35387924 0.35387924 0.06284907199999999 0.21610875 0.36581401999999996 0.122521113 0.35387924 0.06284907199999999 0.21610875 0.36581401999999996 0.122521113
16 0.35278243 0.48802467999999993 0.34015982 0.5445940499999999 0.59145944 0.28643472 0.11552197799999998 0.10301090799999998 0.22651914999999997 0.3461086199999999 0.0 0.12366253899999999 0.0 0.33305843999999996 0.10769744699999999 0.0 0.0 0.53568944 0.098902518 0.03461458 0.3562215799999999 0.25825228 0.21882289 0.34622016 0.35848955999999993 0.09057605699999999 0.33000967999999997 0.2176889 0.176376343 0.16893104799999997 0.31669924 0.48599836999999996 0.38392067999999996 0.59279792 0.39966640999999997 0.28643472 0.27896153999999995 0.126045777 0.27585700999999996 0.32755579999999995 0.0 0.28446417999999996 0.0 0.28150836999999995 0.10248666999999999 0.0 0.0 0.53568944 0.16130171199999999 0.10692782099999999 0.54485431 0.30229199 0.09295185899999998 0.51379042 0.21741004999999997 0.23804494999999998 0.35752288 0.3900925599999999 0.12418119999999999 0.28412955999999995 0.0 0.0 0.089724635 0.10329533499999999 0.40660047999999993 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
17 0.35278243 0.48802467999999993 0.34015982 0.5445940499999999 0.59145944 0.28643472 0.11552197799999998 0.10301090799999998 0.22651914999999997 0.3461086199999999 0.0 0.12366253899999999 0.0 0.33305843999999996 0.10769744699999999 0.0 0.0 0.53568944 0.098902518 0.03461458 0.3562215799999999 0.25825228 0.21882289 0.34622016 0.35848955999999993 0.09057605699999999 0.33000967999999997 0.2176889 0.176376343 0.16893104799999997 0.31669924 0.48599836999999996 0.38392067999999996 0.59279792 0.39966640999999997 0.28643472 0.27896153999999995 0.126045777 0.27585700999999996 0.32755579999999995 0.0 0.28446417999999996 0.0 0.28150836999999995 0.10248666999999999 0.0 0.0 0.53568944 0.16130171199999999 0.10692782099999999 0.54485431 0.30229199 0.09295185899999998 0.51379042 0.21741004999999997 0.23804494999999998 0.35752288 0.3900925599999999 0.12418119999999999 0.28412955999999995 0.0 0.0 0.089724635 0.10329533499999999 0.40660047999999993 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
18 0.15708921799999997 0.128213371 0.17675000199999996 0.21488180999999998 0.23871419 0.22462296999999998 0.5316554099999999 0.51914434 0.2563561 0.23261667 0.5955120599999999 0.47120072999999996 0.5955120599999999 0.23646479999999998 0.39500031999999996 0.5955120599999999 0.5955120599999999 0.0 0.5196834499999999 0.45538064 0.15739595299999998 0.27805062999999997 0.37523914999999997 0.28440841 0.35914020999999996 0.50670763 0.23341604 0.37410515999999994 0.33279817999999994 0.4417355799999999 0.18181019999999998 0.08675952999999999 0.24905022999999996 0.23298847 0.21516065999999998 0.22462296999999998 0.20501051999999997 0.4735802499999999 0.23839815999999997 0.32818786 0.5955120599999999 0.35908443999999995 0.5955120599999999 0.20246368999999997 0.5186052299999999 0.5955120599999999 0.5955120599999999 0.0 0.5820714899999999 0.5230482399999999 0.185041142 0.24046165 0.51373465 0.11455715699999999 0.3322033 0.5108532 0.19867132999999998 0.19125391999999997 0.47170265999999994 0.35874981999999994 0.0 0.0 0.5058524899999999 0.45082608999999996 0.10319123099999998 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999
19 0.39014833 0.5254091699999999 0.37752572 0.58195995 0.6288439299999999 0.32381920999999997 0.152897173 0.140384244 0.26390364 0.38349310999999997 0.13961833599999998 0.16103587499999997 0.13961833599999998 0.37042433999999996 0.14507078299999998 0.13961833599999998 0.13961833599999998 0.57307393 0.0 0.07198791599999999 0.39360607 0.29563677 0.25618879 0.38360464999999994 0.34194445999999995 0.127949393 0.36737558 0.25505479999999997 0.21374781999999998 0.20631181999999995 0.35406514 0.52336427 0.42130517 0.63018241 0.43705089999999996 0.32381920999999997 0.31632743999999996 0.16341911299999998 0.3132415 0.35263371 0.13961833599999998 0.32183007999999996 0.13961833599999998 0.31889286 0.13986000599999998 0.13961833599999998 0.13961833599999998 0.57307393 0.07057879399999999 0.144303016 0.5822388 0.33965788999999996 0.0059502871999999995 0.5511563199999999 0.25479453999999996 0.153086791 0.39488878 0.42745845999999993 0.161554536 0.32149545999999996 0.0 0.0 0.127097971 0.14067053 0.44396637999999994 0.44396637999999994 0.14067053 0.09258749499999999 0.40942615999999993 0.127097971 0.44396637999999994 0.14067053 0.09258749499999999 0.40942615999999993 0.127097971
20 0.34945481999999994 0.48471566 0.33683220999999997 0.54128503 0.58815042 0.2831257 0.11220738099999998 0.09969445199999999 0.22321013 0.3427996 0.30491318 0.18057768299999996 0.30491318 0.32973083 0.10438099099999999 0.30491318 0.30491318 0.53238042 0.22906597999999997 0.0 0.35291256 0.25494325999999995 0.21549527999999998 0.34291113999999995 0.35518054 0.08725960099999999 0.32670066 0.21436128999999998 0.173059887 0.16561459199999998 0.31337162999999996 0.48267076 0.38061165999999996 0.5894888999999999 0.3963573899999999 0.2831257 0.27563392999999997 0.18296277999999996 0.27254798999999996 0.32422818999999997 0.30491318 0.28113657 0.30491318 0.27819934999999996 0.09917021399999999 0.30491318 0.30491318 0.53238042 0.29145402 0.10361322399999999 0.54154529 0.29896438 0.22311717999999997 0.5104628099999999 0.21410102999999997 0.23473592999999995 0.35421385999999994 0.38676494999999994 0.181096344 0.28080194999999997 0.0 0.0 0.08640817899999999 0.16021233799999998 0.4032728699999999 0.4032728699999999 0.16021233799999998 0.28223338 0.36873265 0.08640817899999999 0.4032728699999999 0.16021233799999998 0.28223338 0.36873265 0.08640817899999999
21 0.15713569299999997 0.19406100999999998 0.2498496 0.25063038 0.29749577 0.30403945 0.47331998999999997 0.46080891999999996 0.18835388 0.24957074999999998 0.5371952299999999 0.41286530999999993 0.5371952299999999 0.23652056999999999 0.33666489999999993 0.5371952299999999 0.5371952299999999 0.24172576999999998 0.46134802999999996 0.39706380999999996 0.0 0.29500470999999995 0.31692232 0.36382488999999996 0.37609428999999994 0.44837221 0.23347180999999997 0.31578833 0.34977084999999997 0.38340015999999993 0.31422676999999993 0.19419113999999998 0.38144820999999995 0.29883424999999997 0.21519783999999997 0.30403945 0.29656626999999997 0.4152448299999999 0.21742863999999998 0.34516052999999997 0.5371952299999999 0.33813350999999997 0.5371952299999999 0.29911309999999997 0.46028839999999993 0.5371952299999999 0.5371952299999999 0.24172576999999998 0.5237546599999999 0.4647314099999999 0.25089063999999994 0.31989671999999997 0.45539922999999993 0.22503194999999995 0.31123377999999996 0.45251778 0.06355920999999999 0.05615295399999999 0.41338582999999995 0.33779888999999996 0.0 0.0 0.44751707 0.39250925999999997 0.139770774 0.139770774 0.39250925999999997 0.50003382 0.18759169 0.44751707 0.139770774 0.39250925999999997 0.50003382 0.18759169 0.44751707
22 0.25373491 0.32989813999999995 0.120675126 0.41658330999999993 0.4403971 0.15656312099999997 0.40113501999999995 0.38862394999999994 0.32976801 0.10209442099999998 0.46501025999999995 0.34068033999999997 0.46501025999999995 0.08903680499999998 0.26447993 0.46501025999999995 0.46501025999999995 0.34298549999999994 0.38916305999999995 0.32487884 0.25405094 0.0 0.24471875999999998 0.21635041999999996 0.22861981999999997 0.37618724 0.08599362199999999 0.24358476999999998 0.20227778999999999 0.31121519 0.18681090999999997 0.28844243999999997 0.25405094 0.43467137999999994 0.22332166999999997 0.15656312099999997 0.14908064599999998 0.34305985999999994 0.28782896999999996 0.19766746999999996 0.46501025999999995 0.30387213999999996 0.46501025999999995 0.15163862999999997 0.3881034299999999 0.46501025999999995 0.46501025999999995 0.34298549999999994 0.45156968999999997 0.39254644 0.3867277699999999 0.17241295499999998 0.3832142599999999 0.31625307999999996 0.24332450999999997 0.38033280999999997 0.29532073999999997 0.28790332999999996 0.34120085999999994 0.30351892999999996 0.0 0.0 0.3753321 0.32030569999999997 0.25672789999999995 0.25672789999999995 0.32030569999999997 0.42783025999999996 0.26133821999999995 0.3753321 0.25672789999999995 0.32030569999999997 0.42783025999999996 0.26133821999999995 0.3753321
23 0.29625023999999994 0.43151108 0.38605853 0.48808045 0.53494584 0.35373052 0.19248086 0.17996793099999997 0.17000554999999998 0.36748711999999994 0.2517086 0.12737682099999997 0.2517086 0.35443694 0.051180129 0.2517086 0.2517086 0.4791758399999999 0.17586139999999997 0.111573462 0.29970798 0.27963077999999997 0.0 0.41351596 0.42578535999999995 0.16753307999999997 0.35138818 0.16860014599999998 0.24365912999999997 0.23622312999999998 0.38397644999999997 0.42946618 0.45121648 0.5362843199999999 0.38962780999999996 0.35373052 0.34623875 0.12976005899999998 0.25299130999999997 0.39483300999999993 0.2517086 0.27238068 0.2517086 0.34880416999999997 0.17944555199999998 0.2517086 0.2517086 0.4791758399999999 0.23826803 0.18388670299999998 0.48834070999999996 0.36958778999999997 0.16991074099999998 0.45727682 0.20532655 0.30534075 0.30100928 0.33356037 0.127895482 0.27202747 0.0 0.0 0.166683517 0.10700961699999999 0.35006828999999995 0.35006828999999995 0.10700961699999999 0.26025999999999994 0.36202165999999997 0.166683517 0.35006828999999995 0.10700961699999999 0.26025999999999994 0.36202165999999997 0.166683517
24 0.31398509999999996 0.35854533 0.14931673899999998 0.44521190999999993 0.4690257 0.06866030599999999 0.40295684 0.3904457699999999 0.3900181999999999 0.16233717499999997 0.48133227999999995 0.40091193999999997 0.48133227999999995 0.273273 0.32473011999999996 0.48133227999999995 0.48133227999999995 0.37163269 0.35360038999999993 0.38511044 0.31430113 0.20778042999999996 0.30496894999999996 0.0 0.19478602 0.37800905999999995 0.27022423999999995 0.30383496 0.26252797999999994 0.30671640999999994 0.1258543 0.31708962999999996 0.19309432999999998 0.46331857 0.25196885999999996 0.06866030599999999 0.08811659999999999 0.40331005 0.34807916 0.16385225999999997 0.48133227999999995 0.36410373999999995 0.48133227999999995 0.09067644299999998 0.38992525 0.48133227999999995 0.48133227999999995 0.37163269 0.39611571999999995 0.39436825999999997 0.41537495999999996 0.052974063999999994 0.35954918999999996 0.34488167999999997 0.3035747 0.38215462999999994 0.35555233999999997 0.34815352 0.40143246 0.36376912 0.0 0.0 0.37715392 0.38055588999999995 0.28537508999999994 0.28537508999999994 0.38055588999999995 0.32164417999999995 0.32156981999999995 0.37715392 0.28537508999999994 0.38055588999999995 0.32164417999999995 0.32156981999999995 0.37715392
25 0.32937762 0.46910006 0.30783181 0.52565084 0.57251623 0.25410670999999996 0.25459004999999996 0.24207897999999997 0.27301274 0.31378060999999996 0.33352318999999997 0.28392507 0.33352318999999997 0.30073042999999994 0.20772465999999998 0.33352318999999997 0.33352318999999997 0.5167648199999999 0.25767599 0.26589276999999994 0.33244496999999995 0.22592426999999998 0.18798208 0.23135254999999996 0.0 0.22964226999999998 0.29768166999999995 0.18684809 0.14553553299999997 0.138090238 0.28437123 0.46222176 0.35159266999999994 0.57385471 0.36733839999999995 0.25410670999999996 0.24663352999999996 0.28630458999999997 0.24503478999999997 0.19446998999999998 0.33352318999999997 0.25362337 0.33352318999999997 0.24918036 0.24155846 0.33352318999999997 0.33352318999999997 0.5167648199999999 0.32008262 0.24600146999999997 0.5259111 0.24568544 0.25172719 0.49001380999999994 0.18656924 0.23378784 0.33857966999999994 0.36631594999999995 0.28444558999999997 0.25328875 0.0 0.0 0.22880571999999996 0.26356902 0.38282386999999996 0.38282386999999996 0.26356902 0.27554098 0.33973224999999996 0.22880571999999996 0.38282386999999996 0.26356902 0.27554098 0.33973224999999996 0.22880571999999996
26 0.30110222999999997 0.44082467 0.28104362 0.49737544999999994 0.54425943 0.22733711 0.02494778 0.0124350369 0.24475593999999998 0.28701100999999996 0.27866409999999997 0.25566827 0.27866409999999997 0.27394224 0.17946228299999997 0.27866409999999997 0.27866409999999997 0.48848942999999995 0.20283548999999998 0.21103367999999997 0.30455997 0.19915466999999998 0.15971040799999997 0.28712255 0.29939194999999996 0.0 0.27089347999999996 0.15857269999999998 0.11726757899999998 0.10982228399999998 0.25758304 0.43431816999999995 0.32482307 0.5455979099999999 0.3405688 0.22733711 0.21984534 0.25804778999999994 0.21675939999999996 0.26843959999999994 0.27866409999999997 0.22534797999999998 0.27866409999999997 0.22241075999999996 0.0119113566 0.27866409999999997 0.27866409999999997 0.48848942999999995 0.26522353 0.0163534371 0.49765429999999994 0.24317578999999998 0.19688668999999998 0.4621102199999999 0.15830500399999997 0.178938045 0.31030428 0.33841235999999997 0.25617019999999996 0.22501335999999997 0.0 0.0 0.173944771 0.23529362999999998 0.35492028 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771
27 0.23884431999999997 0.25812215 0.04889541799999999 0.34480732 0.36862111 0.11192481299999998 0.4189628299999999 0.40645175999999994 0.33644182 0.11991851299999999 0.48281947999999997 0.35850814999999997 0.48281947999999997 0.0030442984 0.28230774 0.48281947999999997 0.48281947999999997 0.27120951 0.40699086999999995 0.34270664999999995 0.23916034999999997 0.16535619099999999 0.26254657 0.17171025299999998 0.24644763 0.39401505 0.0 0.26141257999999995 0.22010559999999996 0.329043 0.142178179 0.21666644999999998 0.20941635 0.36289538999999993 0.15154568 0.11192481299999998 0.092325376 0.36088767 0.28130388 0.21549527999999998 0.48281947999999997 0.30755296 0.48281947999999997 0.08976739199999999 0.40593124 0.48281947999999997 0.48281947999999997 0.27120951 0.46937891 0.4103556599999999 0.31495177999999996 0.127774647 0.40104207000000003 0.24445849999999997 0.26115232 0.39816061999999997 0.28043015 0.27301274 0.35902867 0.30721834 0.0 0.0 0.39315990999999995 0.33813350999999997 0.18495190999999997 0.18495190999999997 0.33813350999999997 0.44565806999999996 0.22151843999999998 0.39315990999999995 0.18495190999999997 0.33813350999999997 0.44565806999999996 0.22151843999999998 0.39315990999999995
28 0.29738422999999997 0.43264506999999996 0.38721110999999997 0.48921444 0.5360798299999999 0.35486450999999997 0.19361485 0.18110563899999998 0.171143258 0.36862111 0.25284259 0.12851267 0.25284259 0.35557092999999995 0.05231597799999999 0.25284259 0.25284259 0.48030982999999994 0.176997249 0.11270931099999999 0.30084196999999996 0.28076476999999994 0.0011362579799999999 0.41464995 0.42691935 0.168670788 0.35252216999999997 0.0 0.24481170999999996 0.23735711999999998 0.38511044 0.43060016999999995 0.45235046999999995 0.53741831 0.39076179999999994 0.35486450999999997 0.34739133 0.13089590799999998 0.2541253 0.39596699999999996 0.25284259 0.27351466999999996 0.25284259 0.34993816 0.18058140099999997 0.25284259 0.25284259 0.48030982999999994 0.23940202 0.18502441099999997 0.48947469999999993 0.37072177999999995 0.17104659 0.45841080999999995 0.20646054 0.30647473999999997 0.30214326999999996 0.33469435999999997 0.12903133099999997 0.27318004999999995 0.0 0.0 0.16781936599999997 0.108145466 0.35122086999999996 0.35122086999999996 0.108145466 0.26141257999999995 0.36315564999999994 0.16781936599999997 0.35122086999999996 0.108145466 0.26141257999999995 0.36315564999999994 0.16781936599999997
29 0.31589986999999997 0.4556223099999999 0.29585985 0.5121916799999999 0.5590570699999999 0.24213474999999998 0.21454718999999997 0.20203611999999999 0.19671938 0.30180864999999996 0.27842243 0.154090651 0.27842243 0.28875846999999993 0.07789395899999998 0.27842243 0.27842243 0.50328707 0.20257522999999997 0.13828729199999998 0.31935760999999996 0.21395230999999998 0.05814208399999999 0.30192019 0.31418958999999996 0.18959941 0.28570970999999995 0.05700623499999999 0.0 0.12462735999999999 0.27238068 0.44911581 0.33962070999999994 0.56039555 0.35536643999999995 0.24213474999999998 0.23464297999999997 0.15647388899999998 0.23155704 0.28323724 0.27842243 0.24016421 0.27842243 0.23720839999999999 0.2015156 0.27842243 0.27842243 0.50328707 0.26498185999999996 0.20595861 0.5124519399999999 0.25799201999999993 0.19662643 0.47692645 0.17311008 0.19374497999999998 0.32512051 0.35320999999999997 0.15460931199999997 0.239811 0.0 0.0 0.18874427 0.133725306 0.3697179199999999 0.3697179199999999 0.133725306 0.24124242999999998 0.32776028999999995 0.18874427 0.3697179199999999 0.133725306 0.24124242999999998 0.32776028999999995 0.18874427
