param n := 32.0;
param numVehicles := 4.0;
set Origin := 65 67 68 69 70;
set O := 67 68 69 70;
param Ok := 1 67 2 68 3 69 4 70;
set S := 76 77 78 79 80;
set F := 66 71 72 73 74 75;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80:=
4 0.5936344699999999 0.59207291 0.5099051099999999 0.0 0.35583118999999996 0.44162403999999994 0.49111061999999994 0.38189437 0.5891171 0.6916409499999999 0.6157937499999999 0.17479433399999997 0.4380175799999999 0.39946191999999997 0.44827925999999996 0.6916409499999999 0.29201172 0.30495036 0.51113205 0.3877502199999999 0.4461228199999999 0.29459572999999994 0.60281793 0.132176759 0.5556365099999999 0.47767004999999996 0.3738449 0.28448277 0.42892706999999997 0.4767033699999999 0.44554652999999994 0.5398535999999999 0.6050301399999999 0.35638888999999996 0.37551799999999996 0.5012979399999999 0.29857399 0.46073455999999996 0.6147341199999999 0.17446900899999998 0.36930894 0.6916409499999999 0.6782003799999999 0.29297839999999997 0.4374412899999999 0.20439704999999997 0.46807761 0.6916409499999999 0.39329004 0.5757137099999999 0.46924878 0.3877502199999999 0.4673525999999999 0.25360478 0.6069635 0.5311348899999999 0.52092898 0.37873407 0.4830425599999999 0.35053303999999996 0.56783155 0.4767033699999999 0.0137420998 0.4894561099999999 0.0 0.0 0.54695498 0.36453131 0.54695498 0.65447954 0.31233058999999996 0.54695498 0.65447954 0.36453131 0.60196279 0.31233058999999996 0.54695498 0.65447954 0.36453131 0.60196279
5 0.38178282999999996 0.38020267999999996 0.29805347 0.170914601 0.0 0.22975380999999998 0.27925898 0.25146693 0.38581686 0.47978930999999997 0.4039421099999999 0.25609583999999996 0.29197453999999995 0.26903447999999996 0.23642761999999998 0.47978930999999997 0.153220639 0.118942538 0.29928041 0.25732278 0.23427117999999997 0.08274037199999999 0.39096628999999994 0.21980815999999995 0.34378486999999996 0.34556950999999997 0.161989542 0.098460076 0.21705683999999997 0.29067324 0.34486309 0.32800196 0.39315990999999995 0.144526096 0.31684795999999993 0.30413239999999997 0.08672234999999999 0.24888291999999998 0.40288247999999993 0.25577980999999994 0.35482733 0.47978930999999997 0.46634873999999993 0.21776326 0.29139824999999997 0.29203030999999996 0.33765016999999997 0.47978930999999997 0.26286259999999995 0.36386207 0.32320573999999996 0.25732278 0.25550096 0.21092213999999998 0.3951118599999999 0.32558526 0.30907734 0.32004543999999996 0.27119092 0.13867768199999997 0.35597990999999995 0.29067324 0.17350047 0.30344456999999997 0.0 0.0 0.33508475 0.21848826999999998 0.33508475 0.44260931 0.18190686799999997 0.33508475 0.44260931 0.21848826999999998 0.39011114999999996 0.18190686799999997 0.33508475 0.44260931 0.21848826999999998 0.39011114999999996
6 0.21592284999999997 0.2143427 0.10559863599999998 0.42835077999999993 0.29617587999999995 0.0 0.20318869999999997 0.34865545 0.30972798999999995 0.32896864 0.25314002999999996 0.50014536 0.22703967 0.36081331 0.17223820899999998 0.32896864 0.29390789999999994 0.33324434 0.22321013 0.39977795 0.21172150999999997 0.28215902 0.22510631 0.47722388999999993 0.151331895 0.28065323 0.22105369 0.35030996 0.14098655999999998 0.23523786 0.40819922 0.135554562 0.22729992999999996 0.28520777999999997 0.5263014899999999 0.131388543 0.24464439999999998 0.029288544999999996 0.23700390999999996 0.49981074 0.5341836499999999 0.32896864 0.31552807 0.4618127799999999 0.22646337999999996 0.54946463 0.29374058999999997 0.32896864 0.43178993 0.19798349999999998 0.25827087 0.39977795 0.17942324399999998 0.46833786999999993 0.22923329 0.24951498 0.08948482399999999 0.5295175599999999 0.19510205 0.22618452999999997 0.27989104 0.23523786 0.4309347899999999 0.24799059999999998 0.0 0.0 0.25901447 0.33517769999999997 0.25901447 0.27098643 0.37826932 0.25901447 0.27098643 0.33517769999999997 0.22425116999999997 0.37826932 0.25901447 0.27098643 0.33517769999999997 0.22425116999999997
7 0.114187216 0.112616361 0.173784897 0.49503310999999994 0.3582293 0.22874994999999995 0.0 0.32426536999999994 0.161534087 0.20753876 0.13169899599999998 0.47575528 0.24336168999999996 0.33642322999999996 0.24191166999999997 0.20753876 0.36358322 0.36388065999999997 0.175013696 0.37538786999999996 0.38215462999999994 0.35183433999999997 0.12337253499999998 0.50860381 0.21951072 0.18599294999999996 0.29072901 0.38094627999999997 0.20917467999999997 0.26234208 0.37897574 0.2037464 0.12557359099999998 0.35488309999999995 0.49707800999999996 0.34997533999999997 0.31431971999999997 0.24786046999999997 0.135283148 0.47542065999999994 0.50494158 0.20753876 0.19409818999999998 0.4374227 0.24278539999999998 0.5808445499999999 0.20179444999999996 0.20753876 0.40256645 0.23958791999999995 0.27459289 0.37538786999999996 0.169531505 0.49971778999999994 0.27083771 0.125292882 0.30805488999999997 0.5002940799999999 0.13242028799999997 0.34902724999999996 0.08373307799999999 0.26234208 0.49761711999999997 0.27509481999999996 0.0 0.0 0.06284907199999999 0.36581401999999996 0.06284907199999999 0.21610875 0.35387924 0.06284907199999999 0.21610875 0.36581401999999996 0.122521113 0.35387924 0.06284907199999999 0.21610875 0.36581401999999996 0.122521113
8 0.4241680299999999 0.42258787999999997 0.34043866999999994 0.25791766 0.19731425999999996 0.32326151 0.32164417999999995 0.0 0.29695666 0.5221745099999999 0.44632731 0.22244794 0.21296703999999997 0.040182285 0.32991672999999994 0.5221745099999999 0.28911168 0.14645202 0.34166561 0.07915064299999999 0.32777888 0.26529789 0.43335149 0.27148836 0.38617007 0.185507751 0.25550096 0.163523217 0.31056454 0.30610294 0.12270329499999999 0.37038715999999994 0.43554511 0.30048875999999997 0.24079626999999995 0.39764009999999994 0.25992538 0.34239062 0.44526767999999994 0.22213191 0.24867842999999995 0.5221745099999999 0.5087153499999999 0.166824801 0.21237216 0.34371050999999997 0.17591716999999998 0.5221745099999999 0.14629214599999998 0.40624726999999994 0.24417964999999994 0.07915064299999999 0.29788615999999996 0.26258375 0.43749706 0.25364196 0.40258503999999995 0.24401233999999997 0.31357611999999996 0.29465149999999996 0.39836510999999997 0.30610294 0.26050166999999996 0.31887426999999996 0.0 0.0 0.37746994999999994 0.14839281599999998 0.37746994999999994 0.48499451 0.10057561799999998 0.37746994999999994 0.48499451 0.14839281599999998 0.4324963499999999 0.10057561799999998 0.37746994999999994 0.48499451 0.14839281599999998 0.4324963499999999
9 0.152506783 0.15093406899999998 0.17640980499999998 0.45937748999999994 0.32255509 0.23137113999999998 0.15762089199999998 0.28859115999999996 0.0 0.24585274999999998 0.17001856299999998 0.44008107 0.20770606999999996 0.30074902 0.24453285999999996 0.24585274999999998 0.36620441 0.32820645 0.17763860399999998 0.33973224999999996 0.38477581999999994 0.35445552999999996 0.16169024299999998 0.47294818999999994 0.2221505 0.150315022 0.2933502 0.34527206999999993 0.21179586999999997 0.22666787 0.34330152999999997 0.20636759 0.163891299 0.35750428999999995 0.4614038 0.35259652999999996 0.31694090999999996 0.25050025 0.17360271499999996 0.43976504 0.46928595999999995 0.24585274999999998 0.23241217999999997 0.4017484899999999 0.20711119 0.54517034 0.16612023999999997 0.24585274999999998 0.36689224 0.24220910999999998 0.23891867999999997 0.33973224999999996 0.13386101299999997 0.46404357999999996 0.27347749 0.08962238999999998 0.31069466999999995 0.46461986999999993 0.149545396 0.35164843999999995 0.122050786 0.22666787 0.4619614999999999 0.23942060999999998 0.0 0.0 0.10116678 0.33013981 0.10116678 0.25442274 0.31820502999999994 0.10116678 0.25442274 0.33013981 0.160838821 0.31820502999999994 0.10116678 0.25442274 0.33013981 0.160838821
10 0.08139073799999999 0.079818024 0.14098655999999998 0.46521474999999995 0.33305843999999996 0.19595718999999998 0.10769744699999999 0.37696801999999996 0.21424975 0.0 0.098902518 0.5284765199999999 0.26243502999999996 0.38914446999999996 0.20911891 0.0 0.33077186999999997 0.37010830999999994 0.14221721799999998 0.42810911 0.34936186999999996 0.31904157999999994 0.09057605699999999 0.5141064499999999 0.18671795999999996 0.23869559999999998 0.25793625 0.38719252 0.176376343 0.27063321999999995 0.43169697999999995 0.17094248599999998 0.09277525399999999 0.32209034 0.54979925 0.31716398999999995 0.28150836999999995 0.21506771 0.10248666999999999 0.5281418999999999 0.55766282 0.0 0.16130171199999999 0.4901253499999999 0.26185874 0.5863286 0.25451568999999996 0.0 0.45528768999999997 0.20679515999999998 0.29366623 0.42810911 0.21480744999999998 0.5052204299999999 0.23804494999999998 0.17801040399999998 0.27526212999999994 0.55301532 0.09962381 0.31623449 0.12418119999999999 0.27063321999999995 0.4677987599999999 0.28338596 0.0 0.0 0.10329533499999999 0.3720602599999999 0.10329533499999999 0.18331041299999998 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
11 0.11876407399999998 0.11719321899999999 0.17836175499999998 0.5025992399999999 0.37042433999999996 0.23332308999999998 0.14507078299999998 0.41435250999999995 0.25163423999999995 0.13961833599999998 0.0 0.56584242 0.29981951999999995 0.4265103699999999 0.24648481 0.13961833599999998 0.36815635999999996 0.4074928 0.17959055399999999 0.46549359999999995 0.37445837 0.35640747999999994 0.127949393 0.55147235 0.22410244999999998 0.27608009 0.29530215 0.42455841999999994 0.21374781999999998 0.30799911999999996 0.46906287999999996 0.20831954 0.130150449 0.35945624 0.5871651499999999 0.29411239 0.31889286 0.2524522 0.13986000599999998 0.5655077999999999 0.5950473099999999 0.13961833599999998 0.07057879399999999 0.52750984 0.29922463999999993 0.62371309 0.29188158999999997 0.13961833599999998 0.49265359 0.12183328299999999 0.33103213 0.46549359999999995 0.25219194 0.5425863299999999 0.153086791 0.21538374 0.25221053 0.5903812199999999 0.136997146 0.35360038999999993 0.161554536 0.30799911999999996 0.5051832499999999 0.32075186 0.0 0.0 0.14067053 0.40942615999999993 0.14067053 0.09258749499999999 0.44396637999999994 0.14067053 0.09258749499999999 0.40942615999999993 0.127097971 0.44396637999999994 0.14067053 0.09258749499999999 0.40942615999999993 0.127097971
12 0.54721524 0.5456350899999999 0.4634858799999999 0.13539096999999997 0.28617445999999996 0.3951862199999999 0.44469138999999996 0.22244794 0.42967067 0.64522172 0.56937452 0.0 0.30180864999999996 0.24001548999999997 0.40186003 0.64522172 0.24559248999999997 0.23529362999999998 0.46471281999999997 0.22830378999999998 0.39970359 0.24817649999999997 0.5563986999999999 0.14895981099999997 0.5092172799999999 0.31822362 0.32742567 0.185816345 0.38250783999999993 0.39496314 0.28610009999999997 0.49343436999999996 0.5585923199999999 0.30996966 0.21309717 0.4548787099999999 0.25215476 0.4143153299999999 0.56831489 0.012044832799999999 0.20688811 0.64522172 0.6317811499999999 0.13353568799999999 0.30123236 0.22118381999999998 0.30863117999999995 0.64522172 0.23384360999999998 0.5292944799999999 0.33303984999999997 0.22830378999999998 0.42093337 0.140068214 0.56054427 0.38635597 0.47450975 0.21629464999999998 0.43662333 0.30411380999999993 0.5214123199999999 0.39496314 0.137976839 0.40771588 0.0 0.0 0.50051716 0.23724557999999998 0.50051716 0.6080603099999999 0.152889737 0.50051716 0.6080603099999999 0.23724557999999998 0.5555435599999999 0.152889737 0.50051716 0.6080603099999999 0.23724557999999998 0.5555435599999999
13 0.33727837 0.33569822 0.25354900999999996 0.33127379999999995 0.2706704 0.30738564999999995 0.23475451999999997 0.14431417 0.21006699999999995 0.43528484999999995 0.35943764999999994 0.29580407999999997 0.0 0.15648132499999998 0.32054736999999994 0.43528484999999995 0.36246781999999994 0.21980815999999995 0.25477595 0.19545525999999996 0.40111642999999997 0.33865403 0.34646182999999997 0.34484449999999994 0.29928041 0.09861809099999999 0.32885709999999996 0.23687377999999998 0.28892577999999997 0.24412387999999996 0.20348613999999998 0.28349749999999996 0.34865545 0.3738449 0.32158841 0.42861104 0.33328151999999994 0.32651475999999996 0.35837801999999996 0.29548804999999995 0.32947056999999996 0.43528484999999995 0.4218256899999999 0.25747149999999996 0.150402395 0.41706665 0.08902565099999998 0.43528484999999995 0.22707685 0.31933902 0.182208026 0.19545525999999996 0.21099649999999998 0.33593988999999996 0.35060739999999996 0.16675601799999998 0.38670918 0.32480448 0.22668645999999998 0.36800763999999997 0.31147545 0.24412387999999996 0.33385781 0.25689521 0.0 0.0 0.29058028999999996 0.22174152 0.29058028999999996 0.39810485 0.173931758 0.29058028999999996 0.39810485 0.22174152 0.34560668999999994 0.173931758 0.29058028999999996 0.39810485 0.22174152 0.34560668999999994
14 0.38936754999999995 0.38778739999999995 0.30563819 0.30602858 0.25509198 0.33772452999999997 0.2868437 0.142674532 0.26215617999999996 0.4873554399999999 0.4115268299999999 0.27055885999999996 0.18131942399999998 0.0 0.35088624999999996 0.4873554399999999 0.3372226 0.20422974 0.30686513 0.1009437 0.38553801 0.32305702 0.39855100999999993 0.31959928 0.35136958999999995 0.15070541199999998 0.31326009 0.22129535999999997 0.32502755999999994 0.27446276 0.08789909699999998 0.33558667999999997 0.40074462999999994 0.35826647999999994 0.20599578999999998 0.45541782 0.31770309999999996 0.35685363999999997 0.41044860999999994 0.27024283 0.21387794999999998 0.4873554399999999 0.47391487 0.15154196199999997 0.18073941599999999 0.39182142999999997 0.14111297199999998 0.4873554399999999 0.11148794799999999 0.3714282 0.21253946999999998 0.1009437 0.26308568 0.31069466999999995 0.4026965799999999 0.21884147999999998 0.41704805999999994 0.20921185999999997 0.27875705 0.35242921999999993 0.36354603999999996 0.27446276 0.30861258999999996 0.28721549999999996 0.0 0.0 0.34266947 0.2061631 0.34266947 0.45019402999999997 0.158351479 0.34266947 0.45019402999999997 0.2061631 0.39769586999999995 0.158351479 0.34266947 0.45019402999999997 0.2061631 0.39769586999999995
15 0.28227055999999995 0.28069041 0.1985412 0.29429828999999996 0.137595744 0.130248976 0.179748569 0.19006415999999998 0.28630458999999997 0.38027703999999996 0.30442983999999995 0.34155406999999993 0.20361626999999996 0.20224061 0.0 0.38027703999999996 0.24945921 0.17465490899999997 0.19976813999999998 0.24120524999999998 0.26804921 0.20612592 0.29145402 0.31939479 0.24427259999999998 0.25721123999999995 0.06247727199999999 0.19171867 0.11755200599999999 0.20528937 0.28476162 0.22848969 0.29364763999999993 0.24075908999999995 0.40230618999999995 0.25146693 0.20019570999999997 0.149368791 0.30337021 0.34123803999999996 0.41072746 0.38027703999999996 0.36683646999999997 0.30322149 0.20303997999999998 0.3916169399999999 0.27029859999999994 0.38027703999999996 0.30833373999999997 0.26434979999999997 0.23484747 0.24120524999999998 0.15598868999999999 0.31050876999999993 0.29559958999999997 0.22607298999999997 0.20956506999999996 0.4055036699999999 0.17167307299999998 0.23492183 0.25646763999999994 0.20528937 0.2968823 0.2180607 0.0 0.0 0.23557248 0.17659570499999996 0.23557248 0.34309703999999996 0.21967802999999997 0.23557248 0.34309703999999996 0.17659570499999996 0.29059887999999995 0.21967802999999997 0.23557248 0.34309703999999996 0.17659570499999996 0.29059887999999995
16 0.08139073799999999 0.079818024 0.14098655999999998 0.46521474999999995 0.33305843999999996 0.19595718999999998 0.10769744699999999 0.37696801999999996 0.21424975 0.0 0.098902518 0.5284765199999999 0.26243502999999996 0.38914446999999996 0.20911891 0.0 0.33077186999999997 0.37010830999999994 0.14221721799999998 0.42810911 0.34936186999999996 0.31904157999999994 0.09057605699999999 0.5141064499999999 0.18671795999999996 0.23869559999999998 0.25793625 0.38719252 0.176376343 0.27063321999999995 0.43169697999999995 0.17094248599999998 0.09277525399999999 0.32209034 0.54979925 0.31716398999999995 0.28150836999999995 0.21506771 0.10248666999999999 0.5281418999999999 0.55766282 0.0 0.16130171199999999 0.4901253499999999 0.26185874 0.5863286 0.25451568999999996 0.0 0.45528768999999997 0.20679515999999998 0.29366623 0.42810911 0.21480744999999998 0.5052204299999999 0.23804494999999998 0.17801040399999998 0.27526212999999994 0.55301532 0.09962381 0.31623449 0.12418119999999999 0.27063321999999995 0.4677987599999999 0.28338596 0.0 0.0 0.10329533499999999 0.3720602599999999 0.10329533499999999 0.18331041299999998 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
17 0.40529918 0.40371903 0.29498611999999996 0.27864550999999993 0.27753010999999994 0.27948206 0.32898722999999996 0.33930467999999997 0.43554511 0.51836356 0.44251635999999994 0.36382488999999996 0.3528567899999999 0.35146254 0.19207187999999997 0.51836356 0.0 0.22666787 0.34900865999999997 0.36505182999999997 0.18993403 0.132464904 0.41448263999999996 0.32753720999999997 0.34071751999999994 0.40645175999999994 0.21172150999999997 0.20618168999999997 0.26678509 0.35452988999999996 0.43398354999999994 0.32493460999999996 0.41667625999999997 0.13550808699999997 0.42455841999999994 0.24994254999999999 0.09493727099999999 0.21867416999999997 0.42639882999999995 0.36350886 0.46255637999999993 0.51836356 0.48966059999999995 0.32549230999999995 0.35226190999999996 0.39975935999999995 0.41953912 0.51836356 0.37057305999999995 0.38737842 0.38406939999999995 0.36505182999999997 0.30522921 0.3186326 0.41862820999999995 0.37531350999999996 0.27886858999999997 0.42777448999999995 0.32091917 0.07240061399999999 0.40570815999999993 0.35452988999999996 0.28122951999999996 0.36730122 0.0 0.0 0.3848129999999999 0.32582692999999996 0.3848129999999999 0.41518905999999994 0.2896322 0.3848129999999999 0.41518905999999994 0.32582692999999996 0.4136275 0.2896322 0.3848129999999999 0.41518905999999994 0.32582692999999996 0.4136275
18 0.34036430999999995 0.33878415999999995 0.25663495 0.21910174 0.062399194 0.18833528999999996 0.23784046 0.24815790999999998 0.34439833999999997 0.43837078999999995 0.36252358999999995 0.30428111999999996 0.26171002 0.26033436 0.19500909999999996 0.43837078999999995 0.17426451899999998 0.0 0.25786189 0.299299 0.19285266 0.130925652 0.34954777 0.26799343999999997 0.30236635 0.31530498999999995 0.120571022 0.14664535599999998 0.17564761499999998 0.26338311999999997 0.34285537 0.28658343999999997 0.35174138999999993 0.16556997599999998 0.36503324 0.26271387999999996 0.125001019 0.2074644 0.36146396 0.30396509 0.40301260999999994 0.43837078999999995 0.42493021999999997 0.26594854 0.26113373 0.34021558999999996 0.32839234999999994 0.43837078999999995 0.31104788 0.32244354999999997 0.29294122 0.299299 0.21408243999999998 0.25910742 0.35369333999999997 0.28416674 0.26765881999999996 0.36823071999999996 0.2297724 0.15972156199999998 0.31456138999999994 0.26338311999999997 0.22168574999999996 0.27615445 0.0 0.0 0.29366623 0.23469874999999996 0.29366623 0.40119078999999996 0.23008842999999998 0.29366623 0.40119078999999996 0.23469874999999996 0.34869262999999995 0.23008842999999998 0.29366623 0.40119078999999996 0.23469874999999996 0.34869262999999995
19 0.21449141999999996 0.21291126999999999 0.014386057399999997 0.33861684999999997 0.20646054 0.06934813599999999 0.111969429 0.25780611999999997 0.21852544999999998 0.3124979 0.23665069999999996 0.40929603 0.13583527099999998 0.26998257 0.08251357399999999 0.3124979 0.20417396999999998 0.24351040999999998 0.0 0.30894720999999997 0.22276396999999995 0.19244367999999995 0.22367488 0.38750854999999995 0.060118200999999996 0.18943209999999996 0.13133649099999997 0.26057602999999996 0.04977472499999999 0.144026025 0.31699668 0.044340868 0.2258685 0.19547385 0.43509895 0.19056608999999997 0.154912329 0.08846795099999999 0.23559106999999999 0.40898 0.44296251999999997 0.3124979 0.29905732999999995 0.37096345 0.135255263 0.45973069999999994 0.20251945999999996 0.3124979 0.34058739 0.19657065999999995 0.16706275299999998 0.30894720999999997 0.08821140899999999 0.37862253 0.22782044999999998 0.15830128599999999 0.14866422999999998 0.43829642999999996 0.103895792 0.18963659 0.18868849999999995 0.144026025 0.34120085999999994 0.156784342 0.0 0.0 0.16780077599999998 0.24546236 0.16780077599999998 0.2753179 0.28741998999999996 0.16780077599999998 0.2753179 0.24546236 0.22281974 0.28741998999999996 0.16780077599999998 0.2753179 0.24546236 0.22281974
20 0.42809052 0.4265103699999999 0.34434256999999996 0.26377351 0.20318869999999997 0.32911735999999997 0.32556667 0.09075823899999999 0.30086056 0.5260784099999999 0.4502498 0.22830378999999998 0.21882289 0.04409919799999999 0.33579116999999997 0.5260784099999999 0.29496753 0.15230972899999998 0.34556950999999997 0.0 0.33363472999999993 0.27115374 0.43727397999999995 0.27734421 0.39007397 0.18943209999999996 0.26135680999999994 0.169380926 0.31642038999999994 0.31195878999999993 0.12662020799999998 0.37430965 0.43946759999999996 0.30634460999999996 0.21525360999999996 0.40349595 0.26578123 0.34824647 0.44917157999999996 0.22798775999999996 0.25260091999999995 0.5260784099999999 0.51263784 0.125093969 0.21824659999999996 0.34956635999999996 0.17983408299999998 0.5260784099999999 0.12073275499999998 0.41015117 0.25005408999999995 0.0 0.30180864999999996 0.26845819 0.44140095999999995 0.25756444999999994 0.40844088999999995 0.21845109 0.31748002 0.30050735 0.4022690099999999 0.31195878999999993 0.26635752 0.32473011999999996 0.0 0.0 0.38139244 0.15425052499999997 0.38139244 0.48891699999999993 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999 0.10643332699999998 0.38139244 0.48891699999999993 0.15425052499999997 0.4364188399999999
21 0.3894605 0.3878989399999999 0.28156413999999996 0.26522353 0.26412672 0.26606008 0.31556524999999996 0.32588269999999997 0.42212313 0.50196718 0.37423529 0.35040290999999996 0.33943481 0.33805915 0.17866291299999998 0.50196718 0.13078436799999998 0.21324589 0.33558667999999997 0.35162984999999997 0.0 0.11904850099999999 0.39864395999999996 0.31411522999999997 0.32729553999999994 0.39302977999999994 0.19829952999999997 0.19277829999999996 0.2533817 0.34112649999999994 0.4205801599999999 0.31151262999999996 0.40085616999999996 0.12208982499999997 0.41115503 0.17703628799999999 0.081520868 0.20525219 0.41056014999999996 0.35008688 0.44913439999999993 0.50196718 0.41676920999999995 0.31207033 0.33885851999999994 0.38633737999999995 0.40611714 0.50196718 0.35716966999999994 0.37153973999999995 0.37066601 0.35162984999999997 0.29180723 0.30522921 0.40278952999999995 0.36189152999999996 0.26544660999999997 0.41435250999999995 0.30749719 0.028868411 0.39228617999999993 0.34112649999999994 0.26780754 0.35387924 0.0 0.0 0.37139101999999996 0.31242354 0.37139101999999996 0.34229766999999994 0.27621021999999995 0.37139101999999996 0.34229766999999994 0.31242354 0.39778882 0.27621021999999995 0.37139101999999996 0.34229766999999994 0.31242354 0.39778882
22 0.33008403999999997 0.32852248 0.24635467999999996 0.29842526999999996 0.18541108299999998 0.17806431499999997 0.22756018999999997 0.23787764 0.33411806999999993 0.42809052 0.35224331999999997 0.38360464999999994 0.25142975 0.25005408999999995 0.184723253 0.42809052 0.16398424899999997 0.22246653 0.24758162 0.28901872999999995 0.18256867199999996 0.0 0.33926749999999994 0.34731697 0.29208607999999997 0.30502471999999997 0.11029261099999998 0.22598004 0.16536734499999997 0.25312144 0.33257509999999996 0.27630317 0.34147970999999994 0.155291565 0.44435676999999996 0.25243361 0.11472260799999999 0.19718412999999999 0.35118369 0.3832886199999999 0.45854093999999995 0.42809052 0.41464995 0.34527206999999993 0.25085346 0.41953912 0.31811207999999996 0.42809052 0.35616580999999997 0.31216328 0.28266094999999997 0.28901872999999995 0.20380216999999998 0.33843094999999995 0.34341306999999993 0.27388647 0.25737855 0.44755425 0.21949213 0.149443151 0.30428111999999996 0.25312144 0.30100928 0.26587417999999996 0.0 0.0 0.28338596 0.22441847999999998 0.28338596 0.39092910999999997 0.26749151 0.28338596 0.39092910999999997 0.22441847999999998 0.33841235999999997 0.26749151 0.28338596 0.39092910999999997 0.22441847999999998 0.33841235999999997
23 0.165610874 0.16404001899999998 0.081879655 0.40611714 0.27394224 0.13684099 0.17946228299999997 0.32530641 0.28602574 0.27866409999999997 0.20283548999999998 0.47679631999999994 0.20333742 0.33746426999999996 0.15000642799999997 0.27866409999999997 0.27167426 0.3110107 0.083108454 0.37642891 0.29024566999999996 0.25992538 0.0 0.45499024999999993 0.127611055 0.25693239 0.19882004999999997 0.32807632 0.11726757899999998 0.21151701999999997 0.38447837999999995 0.111833722 0.0022006841999999997 0.26297413999999997 0.50258065 0.25806638 0.22241075999999996 0.15596080499999998 0.0119113566 0.4764617 0.5104628099999999 0.27866409999999997 0.26522353 0.43846373999999994 0.20274253999999997 0.52723099 0.27001974999999995 0.27866409999999997 0.40806908999999997 0.14768453699999998 0.23455003 0.37642891 0.15570426299999998 0.44610423 0.178938045 0.22579413999999995 0.21616452 0.50579672 0.17138864599999998 0.25711828999999997 0.25617019999999996 0.21151701999999997 0.40870114999999996 0.22426975999999996 0.0 0.0 0.23529362999999998 0.31294405999999997 0.23529362999999998 0.22644478999999998 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771 0.35492028 0.23529362999999998 0.22644478999999998 0.31294405999999997 0.173944771
24 0.55433521 0.55275506 0.47060584999999994 0.13897884 0.30351892999999996 0.40230618999999995 0.45181136 0.27195311 0.4791758399999999 0.65234169 0.57649449 0.06485121499999999 0.32807632 0.28952065999999993 0.40898 0.65234169 0.25271245999999997 0.2526381 0.47183278999999995 0.27780895999999994 0.40682356 0.25529646999999994 0.5635186699999999 0.0 0.51633725 0.36772878999999997 0.33454564 0.19294561 0.38962780999999996 0.4212308099999999 0.33560526999999996 0.50055434 0.5657122899999999 0.31708962999999996 0.26557674 0.46199867999999994 0.25927473 0.42143529999999996 0.57543486 0.064524031 0.25936768 0.65234169 0.6389011199999999 0.183040858 0.32750003 0.094459508 0.35813635 0.65234169 0.28334877999999997 0.53641445 0.35930752 0.27780895999999994 0.42805333999999995 0.143656084 0.5676642399999999 0.4358611399999999 0.48162972 0.26877421999999995 0.44374329999999995 0.31123377999999996 0.52853229 0.4212308099999999 0.14156470899999998 0.43398354999999994 0.0 0.0 0.50763713 0.25459004999999996 0.50763713 0.6151802799999999 0.20238932999999998 0.50763713 0.6151802799999999 0.25459004999999996 0.5626635299999999 0.20238932999999998 0.50763713 0.6151802799999999 0.25459004999999996 0.5626635299999999
25 0.24622455 0.24466299 0.135909631 0.30974657999999994 0.17758469299999996 0.040479724999999994 0.21973379999999998 0.23005124999999998 0.32629168 0.35928893 0.28344172999999995 0.38155975 0.24360336 0.24222769999999996 0.053645162999999996 0.35928893 0.17530741799999996 0.21464013999999998 0.23975522999999999 0.28119234 0.19389369999999997 0.16357155099999998 0.25540800999999996 0.35863828 0.0 0.29719832999999996 0.10246622099999998 0.23172434999999997 0.15754281399999998 0.24529504999999996 0.32474870999999994 0.16586555699999997 0.25762021999999996 0.166614734 0.44229327999999996 0.16170139699999997 0.12604391799999998 0.05959953999999999 0.26732419999999996 0.38122512999999997 0.45071455 0.35928893 0.34584835999999997 0.34320858 0.24302706999999996 0.43086042999999996 0.31028568999999995 0.35928893 0.34833941999999996 0.22830378999999998 0.27483455999999995 0.28119234 0.19597578 0.34975226 0.25955358 0.26606008 0.119795819 0.44550934999999997 0.21166574 0.16076446099999997 0.29645473 0.24529504999999996 0.31233058999999996 0.25804778999999994 0.0 0.0 0.27555957 0.21659209 0.27555957 0.30130672 0.25968370999999996 0.27555957 0.30130672 0.21659209 0.25455287 0.25968370999999996 0.27555957 0.30130672 0.21659209 0.25455287
