param n := 24.0;
param numVehicles := 3.0;
set Origin := 49 51 52 53;
set O := 51 52 53;
param Ok := 1 51 2 52 3 53;
set S := 59 60 61 62 63;
set F := 50 54 55 56 57 58;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63:=
45 2.0152 3.5488 1.92378 3.1062 1.17272 2.995 2.8472 3.5546 5.4144 0.79226 1.7947 2.3016 3.8852 4.2088 3.2816 2.0394 3.0734 0.61296 3.6886 0.168578 1.2844 1.36212 1.08494 4.2088 2.0576 4.6016 2.9882 2.5518 3.4574 2.995 1.57632 0.29368 5.4144 1.84846 1.9445 2.7752 3.3332 4.2088 0.5821 2.084 3.4974 3.7998 2.9252 1.66304 0.0 2.5718 5.1672 4.2088 0.0 0.0 2.5952 2.0304 1.43834 3.9774 1.43834 2.5952 3.5258 2.0304 3.9774 1.43834 2.5952 3.5258 2.0304
46 1.7277 1.42926 3.9602 0.9866 3.2092 5.0314 2.0476 1.43508 3.3108 2.8286 3.8312 0.181918 2.0296 2.1012 2.39 4.0758 0.95384 2.6494 1.56898 2.205 2.0688 3.3986 3.1214 2.1012 1.77004 2.876 2.0966 1.6601 2.5658 5.0314 3.6128 2.33 3.3108 3.8848 3.9308 1.8836 1.21366 2.1012 2.6184 4.1204 1.77184 1.69216 2.0336 3.6994 2.2042 0.0 3.0596 2.1012 0.0 0.0 4.6316 4.0668 3.4748 1.86976 3.4748 4.6316 1.4062 4.0668 1.86976 3.4748 4.6316 1.4062 4.0668
47 3.9836 2.297 5.592 2.8004 4.841 6.6632 3.1774 2.3028 0.80054 4.4604 5.463 3.2478 1.46548 1.46794 4.0218 5.7076 2.7676 4.2812 1.72078 3.8368 3.7006 5.0304 4.7532 1.46794 4.0258 1.42378 3.0564 2.4344 3.5256 6.6632 5.2446 3.9618 0.80054 5.5166 4.6606 2.8434 2.8454 1.46794 4.2504 5.7522 1.87766 1.79796 2.9934 5.3312 3.8362 4.108 0.0 1.46794 0.0 0.0 6.2634 5.6986 5.1066 1.36654 5.1066 6.2634 2.274 5.6986 1.36654 5.1066 6.2634 2.274 5.6986
48 3.369 1.68256 4.5886 2.186 3.8376 5.6598 2.563 1.68838 1.78004 3.457 4.4596 2.8152 2.275 0.0 3.5894 4.7044 2.1532 3.2778 1.82228 3.4042 3.268 4.027 3.7498 0.0 3.4114 1.35128 3.2958 2.8594 3.7652 5.6598 4.2412 3.5294 1.78004 4.5132 3.5532 3.083 2.413 0.0 3.247 4.7488 0.56428 0.4091 3.233 4.3278 3.4036 3.4936 2.335 0.0 0.0 0.0 5.26 4.6952 4.1032 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
51 2.3152 3.8488 0.68172 3.4062 1.31666 1.91498 3.1472 3.8546 5.5862 0.9362 0.55266 2.6014 4.1852 4.4288 3.5816 0.79744 3.3734 2.165 3.9886 1.72052 1.58434 1.66208 1.38488 4.4288 2.3576 4.7736 3.2882 2.8516 3.7574 1.91498 0.33428 1.84564 5.5862 1.54842 2.0884 3.0752 3.6332 4.4288 2.134 0.84202 3.6694 4.0198 3.2252 1.80698 1.71984 2.8718 5.3872 4.4288 0.0 0.0 0.0 0.78828 1.5823 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
52 2.0928 3.6484 1.41724 3.5436 0.6162 2.4386 2.8088 3.6542 4.8858 0.23574 2.7262 2.739 4.4528 3.7284 4.2132 1.53298 3.511 1.54444 3.788 2.352 2.2158 2.2936 2.0164 3.7284 2.1352 4.073 3.9196 3.4832 4.389 2.4386 2.5078 2.4772 4.8858 1.29194 1.38798 3.7066 3.7708 3.7284 1.51358 3.0156 2.969 3.3192 3.8568 1.10652 2.3514 2.6494 4.6868 3.7284 0.0 0.0 2.5306 0.0 0.88182 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
53 3.562 4.2734 2.6724 4.7768 2.3654 3.6936 3.4338 4.2792 5.429 2.9268 4.0854 4.2082 5.0778 4.2714 5.5722 2.788 4.744 3.0136 4.4132 3.7112 3.575 3.6528 3.3756 4.2714 3.6042 4.6162 5.2788 4.8424 5.748 3.6936 3.867 3.8362 5.429 2.547 1.00098 5.0658 5.0038 4.2714 2.9828 4.3746 3.512 3.8624 5.2158 0.22468 3.7106 4.1184 5.2298 4.2714 0.0 0.0 3.7858 2.779 0.0 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
54 2.9506 1.26418 4.663 1.76752 3.912 5.7344 2.1446 1.27 1.77464 3.5316 4.534 2.3968 1.46358 1.14506 3.171 4.7788 1.73478 3.3522 1.05088 2.986 2.8498 4.1014 3.8242 1.14506 2.993 1.59188 2.8104 2.1886 3.2798 5.7344 4.3156 3.111 1.77464 4.5878 3.6278 2.5974 1.99458 1.14506 3.3214 4.8234 1.36078 1.28108 2.7476 4.4024 2.9852 3.0752 1.52356 1.14506 0.0 0.0 5.3346 4.7696 4.1776 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
55 3.562 4.2734 2.6724 4.7768 2.3654 3.6936 3.4338 4.2792 5.429 2.9268 4.0854 4.2082 5.0778 4.2714 5.5722 2.788 4.744 3.0136 4.4132 3.7112 3.575 3.6528 3.3756 4.2714 3.6042 4.6162 5.2788 4.8424 5.748 3.6936 3.867 3.8362 5.429 2.547 1.00098 5.0658 5.0038 4.2714 2.9828 4.3746 3.512 3.8624 5.2158 0.22468 3.7106 4.1184 5.2298 4.2714 0.0 0.0 3.7858 2.779 0.0 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
56 2.3152 3.8488 0.68172 3.4062 1.31666 1.91498 3.1472 3.8546 5.5862 0.9362 0.55266 2.6014 4.1852 4.4288 3.5816 0.79744 3.3734 2.165 3.9886 1.72052 1.58434 1.66208 1.38488 4.4288 2.3576 4.7736 3.2882 2.8516 3.7574 1.91498 0.33428 1.84564 5.5862 1.54842 2.0884 3.0752 3.6332 4.4288 2.134 0.84202 3.6694 4.0198 3.2252 1.80698 1.71984 2.8718 5.3872 4.4288 0.0 0.0 0.0 0.78828 1.5823 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
57 3.1372 1.73872 4.7196 1.82406 3.9686 5.7908 2.7152 1.32654 2.3182 3.5882 4.5906 2.3754 1.08914 2.1336 3.1494 4.8354 1.79132 3.4088 0.42444 2.9644 2.8282 4.158 3.8808 2.1336 3.1796 2.2454 2.184 1.56216 2.6534 5.7908 4.3722 3.0896 2.3182 4.6444 4.5982 1.97106 1.97312 2.1336 3.378 4.88 2.3494 2.2696 2.1212 4.459 2.9638 3.2618 2.0672 2.1336 0.0 0.0 5.391 4.8262 4.2342 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
58 2.0928 3.6484 1.41724 3.5436 0.6162 2.4386 2.8088 3.6542 4.8858 0.23574 2.7262 2.739 4.4528 3.7284 4.2132 1.53298 3.511 1.54444 3.788 2.352 2.2158 2.2936 2.0164 3.7284 2.1352 4.073 3.9196 3.4832 4.389 2.4386 2.5078 2.4772 4.8858 1.29194 1.38798 3.7066 3.7708 3.7284 1.51358 3.0156 2.969 3.3192 3.8568 1.10652 2.3514 2.6494 4.6868 3.7284 0.0 0.0 2.5306 0.0 0.88182 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
59 2.9506 1.26418 4.663 1.76752 3.912 5.7344 2.1446 1.27 1.77464 3.5316 4.534 2.3968 1.46358 1.14506 3.171 4.7788 1.73478 3.3522 1.05088 2.986 2.8498 4.1014 3.8242 1.14506 2.993 1.59188 2.8104 2.1886 3.2798 5.7344 4.3156 3.111 1.77464 4.5878 3.6278 2.5974 1.99458 1.14506 3.3214 4.8234 1.36078 1.28108 2.7476 4.4024 2.9852 3.0752 1.52356 1.14506 0.0 0.0 5.3346 4.7696 4.1776 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
60 3.562 4.2734 2.6724 4.7768 2.3654 3.6936 3.4338 4.2792 5.429 2.9268 4.0854 4.2082 5.0778 4.2714 5.5722 2.788 4.744 3.0136 4.4132 3.7112 3.575 3.6528 3.3756 4.2714 3.6042 4.6162 5.2788 4.8424 5.748 3.6936 3.867 3.8362 5.429 2.547 1.00098 5.0658 5.0038 4.2714 2.9828 4.3746 3.512 3.8624 5.2158 0.22468 3.7106 4.1184 5.2298 4.2714 0.0 0.0 3.7858 2.779 0.0 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
61 2.3152 3.8488 0.68172 3.4062 1.31666 1.91498 3.1472 3.8546 5.5862 0.9362 0.55266 2.6014 4.1852 4.4288 3.5816 0.79744 3.3734 2.165 3.9886 1.72052 1.58434 1.66208 1.38488 4.4288 2.3576 4.7736 3.2882 2.8516 3.7574 1.91498 0.33428 1.84564 5.5862 1.54842 2.0884 3.0752 3.6332 4.4288 2.134 0.84202 3.6694 4.0198 3.2252 1.80698 1.71984 2.8718 5.3872 4.4288 0.0 0.0 0.0 0.78828 1.5823 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
62 3.1372 1.73872 4.7196 1.82406 3.9686 5.7908 2.7152 1.32654 2.3182 3.5882 4.5906 2.3754 1.08914 2.1336 3.1494 4.8354 1.79132 3.4088 0.42444 2.9644 2.8282 4.158 3.8808 2.1336 3.1796 2.2454 2.184 1.56216 2.6534 5.7908 4.3722 3.0896 2.3182 4.6444 4.5982 1.97106 1.97312 2.1336 3.378 4.88 2.3494 2.2696 2.1212 4.459 2.9638 3.2618 2.0672 2.1336 0.0 0.0 5.391 4.8262 4.2342 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
63 2.0928 3.6484 1.41724 3.5436 0.6162 2.4386 2.8088 3.6542 4.8858 0.23574 2.7262 2.739 4.4528 3.7284 4.2132 1.53298 3.511 1.54444 3.788 2.352 2.2158 2.2936 2.0164 3.7284 2.1352 4.073 3.9196 3.4832 4.389 2.4386 2.5078 2.4772 4.8858 1.29194 1.38798 3.7066 3.7708 3.7284 1.51358 3.0156 2.969 3.3192 3.8568 1.10652 2.3514 2.6494 4.6868 3.7284 0.0 0.0 2.5306 0.0 0.88182 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 0.0 19 0.0 20 0.0 21 0.0 22 0.0 23 0.0 24 0.0 25 0.0 26 1.0 27 3.0 28 20.0 29 25.0 30 37.0 31 42.0 32 47.0 33 55.0 34 65.0 35 68.0 36 83.0 37 89.0 38 95.0 39 98.0 40 112.0 41 134.0 42 135.0 43 139.0 44 139.0 45 153.0 46 164.0 47 167.0 48 168.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0 63 0.0;
param dep := 1 188.0 2 188.0 3 188.0 4 188.0 5 188.0 6 188.0 7 188.0 8 188.0 9 188.0 10 188.0 11 188.0 12 188.0 13 188.0 14 188.0 15 188.0 16 188.0 17 188.0 18 188.0 19 188.0 20 188.0 21 188.0 22 188.0 23 188.0 24 188.0 25 15.0 26 16.0 27 18.0 28 35.0 29 40.0 30 52.0 31 57.0 32 62.0 33 70.0 34 80.0 35 83.0 36 98.0 37 104.0 38 110.0 39 113.0 40 127.0 41 149.0 42 150.0 43 154.0 44 154.0 45 168.0 46 179.0 47 182.0 48 183.0 49 188.0 50 188.0 51 188.0 52 188.0 53 188.0 54 188.0 55 188.0 56 188.0 57 188.0 58 188.0 59 188.0 60 188.0 61 188.0 62 188.0 63 188.0;
param d := 1 0.5 2 0.5 3 0.5 4 0.5 5 0.5 6 0.5 7 0.5 8 0.5 9 0.5 10 0.5 11 0.5 12 0.5 13 0.5 14 0.5 15 0.5 16 0.5 17 0.5 18 0.5 19 0.5 20 0.5 21 0.5 22 0.5 23 0.5 24 0.5 25 0.5 26 0.5 27 0.5 28 0.5 29 0.5 30 0.5 31 0.5 32 0.5 33 0.5 34 0.5 35 0.5 36 0.5 37 0.5 38 0.5 39 0.5 40 0.5 41 0.5 42 0.5 43 0.5 44 0.5 45 0.5 46 0.5 47 0.5 48 0.5 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0 63 0.0;
param l := 1 1.0 2 1.0 3 1.0 4 1.0 5 1.0 6 1.0 7 1.0 8 1.0 9 1.0 10 1.0 11 1.0 12 1.0 13 1.0 14 1.0 15 1.0 16 1.0 17 1.0 18 1.0 19 1.0 20 1.0 21 1.0 22 1.0 23 1.0 24 1.0 25 -1.0 26 -1.0 27 -1.0 28 -1.0 29 -1.0 30 -1.0 31 -1.0 32 -1.0 33 -1.0 34 -1.0 35 -1.0 36 -1.0 37 -1.0 38 -1.0 39 -1.0 40 -1.0 41 -1.0 42 -1.0 43 -1.0 44 -1.0 45 -1.0 46 -1.0 47 -1.0 48 -1.0 49 0.0 50 0.0 51 0.0 52 0.0 53 0.0 54 0.0 55 0.0 56 0.0 57 0.0 58 0.0 59 0.0 60 0.0 61 0.0 62 0.0 63 0.0;
param u := 1 8 2 8 3 8 4 8 5 8 6 8 7 8 8 8 9 8 10 8 11 8 12 8 13 8 14 8 15 8 16 8 17 8 18 8 19 8 20 8 21 8 22 8 23 8 24 8;
param c := 1 3 2 3 3 3;
param Q := 3.5;
param Binit := 1 3.5 2 3.5 3 3.5;
param r := 0.0;
param beta:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63:=
1 0.0 0.32095634999999995 0.23646479999999998 0.30045158 0.16665191399999998 0.33603284 0.24291552999999996 0.32149545999999996 0.47335716999999994 0.131288157 0.22447425 0.22566400999999997 0.39572532999999993 0.36575824999999995 0.36267231 0.24720982 0.29740282 0.11462408099999999 0.33395075999999996 0.18969235999999998 0.17703257 0.184256644 0.15849276299999998 0.36575824999999995 0.0039356888999999996 0.39780741 0.33540077999999995 0.29483739999999997 0.37901292 0.33603284 0.20417396999999998 0.20131111 0.47335716999999994 0.22945636999999997 0.22426975999999996 0.31560243 0.32155122999999997 0.36575824999999995 0.11175378499999998 0.25135539 0.29517202 0.32774169999999997 0.32954492999999996 0.21222343999999996 0.18963659 0.21731709999999999 0.45484152999999994 0.36575824999999995 0.0 0.0 0.29887142999999994 0.24637326999999995 0.19134687 0.3442496199999999 0.19134687 0.29887142999999994 0.3188185 0.24637326999999995 0.3442496199999999 0.19134687 0.29887142999999994 0.3188185 0.24637326999999995
2 0.19112379 0.0 0.34547656 0.069076722 0.27565251999999996 0.44504459999999996 0.22086778999999995 0.022832237999999998 0.27487174 0.24029433999999997 0.33346741999999996 0.12757201599999998 0.12029960799999999 0.22584991 0.19952646999999996 0.3562215799999999 0.06603168 0.2236377 0.098854184 0.182325143 0.169665353 0.29325724999999997 0.26749151 0.22584991 0.19506486999999997 0.26812357 0.172247504 0.13167854699999998 0.21586708 0.44504459999999996 0.31316714 0.19394946999999996 0.27487174 0.33846813 0.34739133 0.152452872 0.09018194899999998 0.22584991 0.22075625 0.36036714999999997 0.19523217999999998 0.18783335999999998 0.16639908999999997 0.32123519999999994 0.18226007799999996 0.20270535999999997 0.25154129 0.22584991 0.0 0.0 0.40788319 0.35536643999999995 0.30035862999999996 0.18230097599999998 0.30035862999999996 0.40788319 0.161245942 0.35536643999999995 0.18230097599999998 0.30035862999999996 0.40788319 0.161245942 0.35536643999999995
3 0.18330297699999998 0.32584551999999994 0.0 0.28470585 0.22135113 0.28942770999999995 0.26063179999999997 0.32638462999999995 0.4992530399999999 0.18599294999999996 0.16280006599999997 0.20989968999999997 0.3571139 0.38719252 0.30100928 0.0107563599 0.28165708999999994 0.16933073299999998 0.33883992999999996 0.128023753 0.11536582199999999 0.12258989599999999 0.096826015 0.38719252 0.18723848 0.42370327999999996 0.27373774999999995 0.23315577999999998 0.31734988999999997 0.28942770999999995 0.142499786 0.139651798 0.4992530399999999 0.25535223999999995 0.29308994 0.2539394 0.30580549999999995 0.38719252 0.16646043699999996 0.18969235999999998 0.32106788999999997 0.34917597 0.2678819 0.26693380999999994 0.12796054699999998 0.23503336999999996 0.4762757999999999 0.38719252 0.0 0.0 0.23720839999999999 0.18470094499999998 0.24605723999999998 0.36568388999999996 0.24605723999999998 0.23720839999999999 0.32370767 0.18470094499999998 0.36568388999999996 0.24605723999999998 0.23720839999999999 0.32370767 0.18470094499999998
4 0.2723435 0.22062611999999998 0.38020267999999996 0.0 0.31039722999999997 0.47978930999999997 0.31138249999999995 0.12356772999999999 0.26816074999999995 0.27503905 0.36821212999999997 0.16231300799999998 0.11116819999999998 0.25732278 0.23427117999999997 0.39096628999999994 0.166767172 0.25836381999999997 0.098460076 0.21705683999999997 0.20441563999999995 0.32800196 0.30223621999999994 0.25732278 0.27628457999999995 0.26771459 0.144526096 0.08672234999999999 0.18814938999999997 0.47978930999999997 0.34791184999999997 0.22869417999999997 0.26816074999999995 0.37321284 0.38213603999999995 0.12473146399999999 0.12492294099999998 0.25732278 0.25550096 0.3951118599999999 0.27738138999999995 0.26996397999999994 0.13867768199999997 0.35597990999999995 0.21700107 0.30344456999999997 0.24483029999999997 0.25732278 0.0 0.0 0.44260931 0.39011114999999996 0.33508475 0.18190686799999997 0.33508475 0.44260931 0.21848826999999998 0.39011114999999996 0.18190686799999997 0.33508475 0.44260931 0.21848826999999998 0.39011114999999996
5 0.24369630999999997 0.38624442999999997 0.091860626 0.34510475999999995 0.0 0.18679231999999996 0.31210751 0.38678354 0.5051646599999999 0.115514542 0.22319153999999997 0.27029859999999994 0.4175128099999999 0.39758433 0.36140818999999996 0.1026168 0.34205599999999997 0.19458152999999997 0.39922024999999994 0.18840964999999998 0.17575915499999997 0.182985088 0.15721934799999998 0.39758433 0.24763738999999999 0.42961489999999997 0.33411806999999993 0.29355468999999995 0.3777488 0.18679231999999996 0.20289125999999996 0.20004698999999998 0.5051646599999999 0.08021399099999998 0.08914090899999999 0.31433831 0.36620441 0.39758433 0.19171867 0.25009127 0.32699809999999996 0.35954918999999996 0.32828081 0.06297734299999999 0.18835388 0.29543227999999994 0.48666761 0.39758433 0.0 0.0 0.19534371999999997 0.10176723699999998 0.042093336999999995 0.37605710999999997 0.042093336999999995 0.19534371999999997 0.3841065799999999 0.10176723699999998 0.37605710999999997 0.042093336999999995 0.19534371999999997 0.3841065799999999 0.10176723699999998
6 0.23164998999999997 0.37419811 0.079818024 0.33305843999999996 0.13883755599999997 0.0 0.30898438999999994 0.37473722 0.53568944 0.103473799 0.21114521999999997 0.25825228 0.4054664899999999 0.42810911 0.34936186999999996 0.09057605699999999 0.33000967999999997 0.2176889 0.38719252 0.176376343 0.16371841199999998 0.17094248599999998 0.145178605 0.42810911 0.23559106999999999 0.4601582699999999 0.32209034 0.28150836999999995 0.36570248 0.0 0.19084493999999996 0.18800067 0.53568944 0.06817138899999999 0.15034290699999997 0.30229199 0.35415809 0.42810911 0.21480744999999998 0.23804494999999998 0.35752288 0.3900925599999999 0.31623449 0.12418119999999999 0.17631313699999998 0.28338596 0.51719239 0.42810911 0.0 0.0 0.18331041299999998 0.089724635 0.10329533499999999 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635 0.40660047999999993 0.10329533499999999 0.18331041299999998 0.3720602599999999 0.089724635
7 0.08506040399999999 0.22090496999999995 0.29758872 0.17976715899999998 0.22778326999999998 0.39715676 0.0 0.22146266999999997 0.39579969 0.19240649999999995 0.28559817 0.10497215299999998 0.27671214999999993 0.28336736999999995 0.30054453 0.30835233 0.17672211699999998 0.175748001 0.23389937999999996 0.13444288 0.12178494899999998 0.245388 0.21962225999999999 0.28336736999999995 0.08899590699999999 0.32545513 0.273273 0.23270961999999998 0.31688513999999995 0.39715676 0.26529789 0.14607092499999996 0.39579969 0.29058028999999996 0.29506047999999996 0.25347464999999997 0.20086495 0.28336736999999995 0.17287956399999999 0.31247930999999995 0.22281974 0.24535082 0.26741714999999994 0.27334736 0.13437967399999998 0.096636397 0.37245064999999994 0.28336736999999995 0.0 0.0 0.35999535 0.30749719 0.25247079 0.26185874 0.25247079 0.35999535 0.21876711999999998 0.30749719 0.26185874 0.25247079 0.35999535 0.21876711999999998 0.30749719
8 0.22629607 0.23220769 0.33417384 0.057774002 0.26434979999999997 0.43374187999999997 0.28968796999999996 0.0 0.31171711999999996 0.22899161999999998 0.32216469999999997 0.116269296 0.15472642899999997 0.29467008999999994 0.18822374999999997 0.34491885999999994 0.05472895999999999 0.21233498 0.14202016399999998 0.17102056399999999 0.15836263299999997 0.28195453 0.25618879 0.29467008999999994 0.23023714999999997 0.31128954999999997 0.16094478399999998 0.12037582699999999 0.20456436 0.43374187999999997 0.30186441999999997 0.18265046799999998 0.31171711999999996 0.32716541 0.33608860999999995 0.14115015199999997 0.078879229 0.29467008999999994 0.20945353 0.3490644299999999 0.26405236 0.25665353999999996 0.15509636999999998 0.30993247999999995 0.17095735799999998 0.27152553999999995 0.28838666999999996 0.29467008999999994 0.0 0.0 0.39658047 0.34406371999999996 0.28905590999999997 0.22545952 0.28905590999999997 0.39658047 0.23006984 0.34406371999999996 0.22545952 0.28905590999999997 0.39658047 0.23006984 0.34406371999999996
9 0.34644323999999993 0.18969235999999998 0.49594402 0.23646479999999998 0.42613856999999994 0.5955120599999999 0.27152553999999995 0.19023147 0.0 0.39078039 0.48395346999999994 0.27805062999999997 0.11238770399999999 0.17861086099999998 0.34999392999999995 0.50670763 0.23341604 0.37410515999999994 0.136117839 0.33279817999999994 0.32013838999999994 0.44374329999999995 0.41797755999999997 0.17861086099999998 0.35036573 0.18900452999999998 0.26025999999999994 0.20246368999999997 0.30389073 0.5955120599999999 0.46365318999999994 0.34443551999999994 0.0 0.4889541799999999 0.40937039 0.24046165 0.24066613999999997 0.17861086099999998 0.37124229999999997 0.5108532 0.19867132999999998 0.19125391999999997 0.25440415 0.47170265999999994 0.33274241 0.35800621999999993 0.11796470399999999 0.17861086099999998 0.0 0.0 0.55835065 0.5058524899999999 0.45082608999999996 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999 0.10319123099999998 0.45082608999999996 0.55835065 0.18753591999999997 0.5058524899999999
10 0.22733711 0.37193012999999997 0.11658346699999998 0.36218896999999994 0.04212493999999999 0.21151701999999997 0.29388930999999996 0.37246924 0.48694645999999997 0.0 0.24791623999999995 0.2874014 0.44223750999999994 0.37936613 0.38613289 0.12733964099999998 0.35915879999999994 0.17636890699999996 0.38490594999999994 0.21313435 0.20047456 0.20770606999999996 0.18194218899999998 0.37936613 0.23127818999999997 0.41139669999999995 0.3588427699999999 0.31827938999999994 0.4024735 0.21151701999999997 0.22761595999999998 0.22477169 0.48694645999999997 0.10493683199999998 0.11386375 0.33904441999999996 0.38330720999999995 0.37936613 0.17349861099999997 0.27481596999999997 0.3087799 0.34133099 0.35300550999999997 0.087702043 0.21307858 0.27907308 0.4684494099999999 0.37936613 0.0 0.0 0.22006841999999996 0.126490078 0.06681617799999999 0.35783890999999995 0.06681617799999999 0.22006841999999996 0.36977369 0.126490078 0.35783890999999995 0.06681617799999999 0.22006841999999996 0.36977369 0.126490078
11 0.27033577999999997 0.41288389999999997 0.11849637799999999 0.37172563999999997 0.17751405099999998 0.14092149499999998 0.34767018 0.41342301 0.57437523 0.14215029399999998 0.0 0.29693806999999994 0.44415228 0.46679489999999996 0.38802907 0.129252552 0.36869546999999997 0.2563561 0.42585971999999994 0.21504911999999998 0.20238932999999998 0.20962083999999997 0.1838551 0.46679489999999996 0.27427685999999996 0.49882546999999994 0.36075754 0.32019415999999995 0.40438826999999994 0.14092149499999998 0.16279077099999997 0.22668645999999998 0.57437523 0.106849743 0.18902311999999996 0.34095918999999997 0.39284388 0.46679489999999996 0.25349323999999995 0.026896011999999997 0.39620866999999993 0.42875975999999993 0.35492028 0.162857695 0.21499335 0.32207174999999993 0.55587818 0.46679489999999996 0.0 0.0 0.14948590799999997 0.12840112999999997 0.141973689 0.44526767999999994 0.141973689 0.14948590799999997 0.41072746 0.12840112999999997 0.44526767999999994 0.141973689 0.14948590799999997 0.41072746 0.12840112999999997
12 0.25756444999999994 0.26347606999999995 0.36542362999999994 0.08903680499999998 0.29561818 0.46501025999999995 0.32095634999999995 0.19839247999999995 0.34298549999999994 0.26025999999999994 0.35343307999999996 0.0 0.18599294999999996 0.32593847 0.21949213 0.37618724 0.08599362199999999 0.24358476999999998 0.17328482599999998 0.20227778999999999 0.18961799999999998 0.31322290999999997 0.28745717 0.32593847 0.26150553 0.34253933999999997 0.19220200999999998 0.15163862999999997 0.23583273999999996 0.46501025999999995 0.33313279999999995 0.21391512999999998 0.34298549999999994 0.35843379 0.36735698999999994 0.17241295499999998 0.11014203199999999 0.32593847 0.24072190999999996 0.38033280999999997 0.29532073999999997 0.28790332999999996 0.18636474999999997 0.34120085999999994 0.20222202 0.30279392 0.31965505 0.32593847 0.0 0.0 0.42783025999999996 0.3753321 0.32030569999999997 0.25672789999999995 0.32030569999999997 0.42783025999999996 0.26133821999999995 0.3753321 0.25672789999999995 0.32030569999999997 0.42783025999999996 0.26133821999999995 0.3753321
